,batch_size,bce_pos_class_weight,cnn_filters,dropout_p,fc_size,lr,optimizer_type,sequence_length,weight_decay,tss,hss
351,128,55,64,0.1,2560,0.025,sgd,45,0.075,0.4012,0.1515
619,256,55,8,0.25,1024,0.025,adam,45,0.075,0.4012,0.1442
451,256,35,32,0.1,1024,0.01,adam,45,0.075,0.401,0.1849
454,256,35,32,0.1,1024,0.01,sgd,45,0.05,0.4005,0.1753
530,256,35,64,0.1,2560,0.01,adam,45,0.05,0.3999,0.191
734,256,55,64,0.1,2560,0.025,sgd,45,0.05,0.3999,0.1661
554,256,35,64,0.25,1024,0.025,adam,45,0.05,0.3998,0.1648
555,256,35,64,0.25,1024,0.025,adam,45,0.075,0.3998,0.1454
266,128,55,32,0.1,1024,0.025,adam,45,0.05,0.3996,0.1499
693,256,55,32,0.25,2560,0.01,sgd,15,0.075,0.3994,0.1634
338,128,55,64,0.1,2560,0.01,adam,45,0.05,0.3993,0.1653
692,256,55,32,0.25,2560,0.01,sgd,15,0.05,0.3993,0.131
26,128,35,8,0.1,2560,0.025,adam,45,0.05,0.3992,0.1802
332,128,55,64,0.1,1024,0.025,sgd,15,0.05,0.3992,0.1252
419,256,35,8,0.25,1024,0.01,adam,45,0.075,0.3991,0.1695
594,256,55,8,0.1,2560,0.01,adam,45,0.05,0.3989,0.1414
445,256,35,8,0.25,2560,0.025,sgd,15,0.075,0.3988,0.2002
767,256,55,64,0.25,2560,0.025,sgd,45,0.075,0.398,0.1331
191,128,35,64,0.25,2560,0.025,sgd,45,0.075,0.398,0.1224
471,256,35,32,0.1,2560,0.01,sgd,45,0.075,0.3979,0.1944
213,128,55,8,0.1,2560,0.01,sgd,15,0.075,0.3977,0.1541
70,128,35,32,0.1,1024,0.01,sgd,45,0.05,0.3976,0.1974
362,128,55,64,0.25,1024,0.025,adam,45,0.05,0.3976,0.1532
154,128,35,64,0.1,2560,0.025,adam,45,0.05,0.3973,0.1275
743,256,55,64,0.25,1024,0.01,sgd,45,0.075,0.3972,0.1403
222,128,55,8,0.1,2560,0.025,sgd,45,0.05,0.3971,0.1468
87,128,35,32,0.1,2560,0.01,sgd,45,0.075,0.397,0.1851
550,256,35,64,0.25,1024,0.01,sgd,45,0.05,0.397,0.1798
638,256,55,8,0.25,2560,0.025,sgd,45,0.05,0.397,0.1231
150,128,35,64,0.1,2560,0.01,sgd,45,0.05,0.3969,0.2427
518,256,35,64,0.1,1024,0.01,sgd,45,0.05,0.3966,0.1964
462,256,35,32,0.1,1024,0.025,sgd,45,0.05,0.3966,0.1832
30,128,35,8,0.1,2560,0.025,sgd,45,0.05,0.3963,0.1361
534,256,35,64,0.1,2560,0.01,sgd,45,0.05,0.3962,0.1898
422,256,35,8,0.25,1024,0.01,sgd,45,0.05,0.396,0.1831
503,256,35,32,0.25,2560,0.01,sgd,45,0.075,0.3957,0.1593
659,256,55,32,0.1,2560,0.01,adam,45,0.075,0.3955,0.1459
420,256,35,8,0.25,1024,0.01,sgd,15,0.05,0.3947,0.1748
388,256,35,8,0.1,1024,0.01,sgd,15,0.05,0.3945,0.1593
663,256,55,32,0.1,2560,0.01,sgd,45,0.075,0.3945,0.1488
563,256,35,64,0.25,2560,0.01,adam,45,0.075,0.394,0.1413
498,256,35,32,0.25,2560,0.01,adam,45,0.05,0.3939,0.1887
135,128,35,64,0.1,1024,0.01,sgd,45,0.075,0.3935,0.2119
707,256,55,64,0.1,1024,0.01,adam,45,0.075,0.3933,0.1675
50,128,35,8,0.25,2560,0.01,adam,45,0.05,0.3931,0.1931
434,256,35,8,0.25,2560,0.01,adam,45,0.05,0.3931,0.173
374,128,55,64,0.25,2560,0.01,sgd,45,0.05,0.3929,0.1656
166,128,35,64,0.25,1024,0.01,sgd,45,0.05,0.3928,0.1412
699,256,55,32,0.25,2560,0.025,adam,45,0.075,0.3926,0.1091
636,256,55,8,0.25,2560,0.025,sgd,15,0.05,0.3924,0.134
3,128,35,8,0.1,1024,0.01,adam,45,0.075,0.3923,0.1729
19,128,35,8,0.1,2560,0.01,adam,45,0.075,0.3922,0.1718
343,128,55,64,0.1,2560,0.01,sgd,45,0.075,0.3921,0.1386
680,256,55,32,0.25,1024,0.025,adam,15,0.05,0.3921,0.1209
148,128,35,64,0.1,2560,0.01,sgd,15,0.05,0.3919,0.1585
199,128,55,8,0.1,1024,0.01,sgd,45,0.075,0.3919,0.1352
487,256,35,32,0.25,1024,0.01,sgd,45,0.075,0.3918,0.1605
336,128,55,64,0.1,2560,0.01,adam,15,0.05,0.3918,0.1554
706,256,55,64,0.1,1024,0.01,adam,45,0.05,0.3917,0.1521
567,256,35,64,0.25,2560,0.01,sgd,45,0.075,0.3916,0.1648
514,256,35,64,0.1,1024,0.01,adam,45,0.05,0.3915,0.2075
746,256,55,64,0.25,1024,0.025,adam,45,0.05,0.3915,0.1571
407,256,35,8,0.1,2560,0.01,sgd,45,0.075,0.3913,0.1884
211,128,55,8,0.1,2560,0.01,adam,45,0.075,0.3913,0.1313
506,256,35,32,0.25,2560,0.025,adam,45,0.05,0.3903,0.1863
726,256,55,64,0.1,2560,0.01,sgd,45,0.05,0.3903,0.1649
143,128,35,64,0.1,1024,0.025,sgd,45,0.075,0.3901,0.1432
147,128,35,64,0.1,2560,0.01,adam,45,0.075,0.3901,0.1339
762,256,55,64,0.25,2560,0.025,adam,45,0.05,0.39,0.1204
727,256,55,64,0.1,2560,0.01,sgd,45,0.075,0.3898,0.1611
179,128,35,64,0.25,2560,0.01,adam,45,0.075,0.3897,0.1541
295,128,55,32,0.25,1024,0.01,sgd,45,0.075,0.3896,0.1277
678,256,55,32,0.25,1024,0.01,sgd,45,0.05,0.3895,0.1399
682,256,55,32,0.25,1024,0.025,adam,45,0.05,0.3895,0.1264
162,128,35,64,0.25,1024,0.01,adam,45,0.05,0.3893,0.1709
702,256,55,32,0.25,2560,0.025,sgd,45,0.05,0.3891,0.1377
46,128,35,8,0.25,1024,0.025,sgd,45,0.05,0.3889,0.173
679,256,55,32,0.25,1024,0.01,sgd,45,0.075,0.3889,0.1601
484,256,35,32,0.25,1024,0.01,sgd,15,0.05,0.3889,0.1553
703,256,55,32,0.25,2560,0.025,sgd,45,0.075,0.3887,0.1375
645,256,55,32,0.1,1024,0.01,sgd,15,0.075,0.3886,0.1754
675,256,55,32,0.25,1024,0.01,adam,45,0.075,0.3885,0.1593
492,256,35,32,0.25,1024,0.025,sgd,15,0.05,0.3883,0.1564
440,256,35,8,0.25,2560,0.025,adam,15,0.05,0.3883,0.1562
270,128,55,32,0.1,1024,0.025,sgd,45,0.05,0.388,0.1466
271,128,55,32,0.1,1024,0.025,sgd,45,0.075,0.3876,0.1089
382,128,55,64,0.25,2560,0.025,sgd,45,0.05,0.3875,0.143
310,128,55,32,0.25,2560,0.01,sgd,45,0.05,0.3873,0.1298
435,256,35,8,0.25,2560,0.01,adam,45,0.075,0.387,0.1787
714,256,55,64,0.1,1024,0.025,adam,45,0.05,0.387,0.1777
742,256,55,64,0.25,1024,0.01,sgd,45,0.05,0.387,0.1386
302,128,55,32,0.25,1024,0.025,sgd,45,0.05,0.3868,0.1447
14,128,35,8,0.1,1024,0.025,sgd,45,0.05,0.3867,0.1521
522,256,35,64,0.1,1024,0.025,adam,45,0.05,0.3866,0.2383
384,256,35,8,0.1,1024,0.01,adam,15,0.05,0.3864,0.2326
106,128,35,32,0.25,1024,0.025,adam,45,0.05,0.3864,0.1472
95,128,35,32,0.1,2560,0.025,sgd,45,0.075,0.3862,0.1266
519,256,35,64,0.1,1024,0.01,sgd,45,0.075,0.386,0.1745
573,256,35,64,0.25,2560,0.025,sgd,15,0.075,0.386,0.1585
616,256,55,8,0.25,1024,0.025,adam,15,0.05,0.3857,0.1374
662,256,55,32,0.1,2560,0.01,sgd,45,0.05,0.3856,0.1754
438,256,35,8,0.25,2560,0.01,sgd,45,0.05,0.3855,0.1784
242,128,55,8,0.25,2560,0.01,adam,45,0.05,0.3855,0.1542
590,256,55,8,0.1,1024,0.025,sgd,45,0.05,0.3855,0.1307
90,128,35,32,0.1,2560,0.025,adam,45,0.05,0.3854,0.1645
259,128,55,32,0.1,1024,0.01,adam,45,0.075,0.3854,0.1496
515,256,35,64,0.1,1024,0.01,adam,45,0.075,0.3853,0.144
226,128,55,8,0.25,1024,0.01,adam,45,0.05,0.3852,0.1314
542,256,35,64,0.1,2560,0.025,sgd,45,0.05,0.3851,0.2057
688,256,55,32,0.25,2560,0.01,adam,15,0.05,0.3849,0.1409
197,128,55,8,0.1,1024,0.01,sgd,15,0.075,0.3849,0.1169
588,256,55,8,0.1,1024,0.025,sgd,15,0.05,0.3847,0.1308
117,128,35,32,0.25,2560,0.01,sgd,15,0.075,0.384,0.1593
390,256,35,8,0.1,1024,0.01,sgd,45,0.05,0.3835,0.1633
5,128,35,8,0.1,1024,0.01,sgd,15,0.075,0.3833,0.1756
119,128,35,32,0.25,2560,0.01,sgd,45,0.075,0.3832,0.1313
231,128,55,8,0.25,1024,0.01,sgd,45,0.075,0.3832,0.1119
348,128,55,64,0.1,2560,0.025,sgd,15,0.05,0.3829,0.1199
298,128,55,32,0.25,1024,0.025,adam,45,0.05,0.3829,0.1072
139,128,35,64,0.1,1024,0.025,adam,45,0.075,0.3824,0.1765
613,256,55,8,0.25,1024,0.01,sgd,15,0.075,0.3824,0.1379
91,128,35,32,0.1,2560,0.025,adam,45,0.075,0.3824,0.1314
710,256,55,64,0.1,1024,0.01,sgd,45,0.05,0.3818,0.1495
380,128,55,64,0.25,2560,0.025,sgd,15,0.05,0.3816,0.1091
476,256,35,32,0.1,2560,0.025,sgd,15,0.05,0.3814,0.1625
704,256,55,64,0.1,1024,0.01,adam,15,0.05,0.3813,0.1355
493,256,35,32,0.25,1024,0.025,sgd,15,0.075,0.3812,0.1372
432,256,35,8,0.25,2560,0.01,adam,15,0.05,0.3811,0.1679
586,256,55,8,0.1,1024,0.025,adam,45,0.05,0.3811,0.1568
499,256,35,32,0.25,2560,0.01,adam,45,0.075,0.3808,0.1866
647,256,55,32,0.1,1024,0.01,sgd,45,0.075,0.3808,0.1365
605,256,55,8,0.1,2560,0.025,sgd,15,0.075,0.3804,0.1457
583,256,55,8,0.1,1024,0.01,sgd,45,0.075,0.3802,0.1187
320,128,55,64,0.1,1024,0.01,adam,15,0.05,0.3801,0.1394
627,256,55,8,0.25,2560,0.01,adam,45,0.075,0.3801,0.1384
223,128,55,8,0.1,2560,0.025,sgd,45,0.075,0.3799,0.0923
546,256,35,64,0.25,1024,0.01,adam,45,0.05,0.3796,0.1705
601,256,55,8,0.1,2560,0.025,adam,15,0.075,0.3794,0.1432
182,128,35,64,0.25,2560,0.01,sgd,45,0.05,0.3791,0.219
299,128,55,32,0.25,1024,0.025,adam,45,0.075,0.3789,0.1218
614,256,55,8,0.25,1024,0.01,sgd,45,0.05,0.3788,0.1303
7,128,35,8,0.1,1024,0.01,sgd,45,0.075,0.3783,0.1334
461,256,35,32,0.1,1024,0.025,sgd,15,0.075,0.3781,0.168
725,256,55,64,0.1,2560,0.01,sgd,15,0.075,0.3779,0.1674
758,256,55,64,0.25,2560,0.01,sgd,45,0.05,0.3779,0.1311
318,128,55,32,0.25,2560,0.025,sgd,45,0.05,0.3775,0.1233
683,256,55,32,0.25,1024,0.025,adam,45,0.075,0.3774,0.1233
700,256,55,32,0.25,2560,0.025,sgd,15,0.05,0.3773,0.1237
433,256,35,8,0.25,2560,0.01,adam,15,0.075,0.3772,0.1729
6,128,35,8,0.1,1024,0.01,sgd,45,0.05,0.377,0.152
516,256,35,64,0.1,1024,0.01,sgd,15,0.05,0.3769,0.1682
729,256,55,64,0.1,2560,0.025,adam,15,0.075,0.3769,0.1017
483,256,35,32,0.25,1024,0.01,adam,45,0.075,0.3768,0.1505
646,256,55,32,0.1,1024,0.01,sgd,45,0.05,0.3768,0.1316
164,128,35,64,0.25,1024,0.01,sgd,15,0.05,0.3765,0.1549
615,256,55,8,0.25,1024,0.01,sgd,45,0.075,0.3762,0.1113
592,256,55,8,0.1,2560,0.01,adam,15,0.05,0.376,0.1191
695,256,55,32,0.25,2560,0.01,sgd,45,0.075,0.3759,0.1279
293,128,55,32,0.25,1024,0.01,sgd,15,0.075,0.3756,0.1112
399,256,35,8,0.1,1024,0.025,sgd,45,0.075,0.3755,0.1718
131,128,35,64,0.1,1024,0.01,adam,45,0.075,0.3755,0.1423
238,128,55,8,0.25,1024,0.025,sgd,45,0.05,0.3754,0.1315
202,128,55,8,0.1,1024,0.025,adam,45,0.05,0.3754,0.1086
723,256,55,64,0.1,2560,0.01,adam,45,0.075,0.3751,0.1351
254,128,55,8,0.25,2560,0.025,sgd,45,0.05,0.3748,0.1375
750,256,55,64,0.25,1024,0.025,sgd,45,0.05,0.3747,0.1508
315,128,55,32,0.25,2560,0.025,adam,45,0.075,0.3745,0.1099
708,256,55,64,0.1,1024,0.01,sgd,15,0.05,0.3743,0.1627
381,128,55,64,0.25,2560,0.025,sgd,15,0.075,0.3743,0.0942
556,256,35,64,0.25,1024,0.025,sgd,15,0.05,0.3741,0.1472
151,128,35,64,0.1,2560,0.01,sgd,45,0.075,0.3739,0.1936
158,128,35,64,0.1,2560,0.025,sgd,45,0.05,0.3738,0.1897
159,128,35,64,0.1,2560,0.025,sgd,45,0.075,0.3738,0.1599
367,128,55,64,0.25,1024,0.025,sgd,45,0.075,0.3738,0.0924
690,256,55,32,0.25,2560,0.01,adam,45,0.05,0.3737,0.1885
624,256,55,8,0.25,2560,0.01,adam,15,0.05,0.3734,0.1473
171,128,35,64,0.25,1024,0.025,adam,45,0.075,0.3733,0.1914
610,256,55,8,0.25,1024,0.01,adam,45,0.05,0.3732,0.0995
740,256,55,64,0.25,1024,0.01,sgd,15,0.05,0.3731,0.1694
244,128,55,8,0.25,2560,0.01,sgd,15,0.05,0.3724,0.1486
751,256,55,64,0.25,1024,0.025,sgd,45,0.075,0.3723,0.1309
634,256,55,8,0.25,2560,0.025,adam,45,0.05,0.3723,0.1267
366,128,55,64,0.25,1024,0.025,sgd,45,0.05,0.3723,0.1113
23,128,35,8,0.1,2560,0.01,sgd,45,0.075,0.372,0.1499
722,256,55,64,0.1,2560,0.01,adam,45,0.05,0.3717,0.1512
350,128,55,64,0.1,2560,0.025,sgd,45,0.05,0.3717,0.1256
198,128,55,8,0.1,1024,0.01,sgd,45,0.05,0.3717,0.1251
436,256,35,8,0.25,2560,0.01,sgd,15,0.05,0.3716,0.1543
467,256,35,32,0.1,2560,0.01,adam,45,0.075,0.3716,0.1484
687,256,55,32,0.25,1024,0.025,sgd,45,0.075,0.371,0.1231
149,128,35,64,0.1,2560,0.01,sgd,15,0.075,0.3709,0.1266
612,256,55,8,0.25,1024,0.01,sgd,15,0.05,0.3708,0.1342
570,256,35,64,0.25,2560,0.025,adam,45,0.05,0.3705,0.1429
650,256,55,32,0.1,1024,0.025,adam,45,0.05,0.3704,0.1202
752,256,55,64,0.25,2560,0.01,adam,15,0.05,0.3702,0.1239
460,256,35,32,0.1,1024,0.025,sgd,15,0.05,0.3701,0.1593
478,256,35,32,0.1,2560,0.025,sgd,45,0.05,0.3694,0.1652
581,256,55,8,0.1,1024,0.01,sgd,15,0.075,0.3694,0.1633
127,128,35,32,0.25,2560,0.025,sgd,45,0.075,0.3693,0.171
334,128,55,64,0.1,1024,0.025,sgd,45,0.05,0.3692,0.1554
509,256,35,32,0.25,2560,0.025,sgd,15,0.075,0.3692,0.1497
541,256,35,64,0.1,2560,0.025,sgd,15,0.075,0.3692,0.1384
501,256,35,32,0.25,2560,0.01,sgd,15,0.075,0.3692,0.13
564,256,35,64,0.25,2560,0.01,sgd,15,0.05,0.3691,0.18
68,128,35,32,0.1,1024,0.01,sgd,15,0.05,0.3691,0.1674
263,128,55,32,0.1,1024,0.01,sgd,45,0.075,0.3689,0.118
572,256,35,64,0.25,2560,0.025,sgd,15,0.05,0.3688,0.1789
668,256,55,32,0.1,2560,0.025,sgd,15,0.05,0.3687,0.1674
180,128,35,64,0.25,2560,0.01,sgd,15,0.05,0.3684,0.1318
625,256,55,8,0.25,2560,0.01,adam,15,0.075,0.3681,0.1102
250,128,55,8,0.25,2560,0.025,adam,45,0.05,0.368,0.1255
429,256,35,8,0.25,1024,0.025,sgd,15,0.075,0.3679,0.1559
749,256,55,64,0.25,1024,0.025,sgd,15,0.075,0.3679,0.1183
482,256,35,32,0.25,1024,0.01,adam,45,0.05,0.3678,0.1774
212,128,55,8,0.1,2560,0.01,sgd,15,0.05,0.3678,0.104
18,128,35,8,0.1,2560,0.01,adam,45,0.05,0.3676,0.1664
155,128,35,64,0.1,2560,0.025,adam,45,0.075,0.367,0.2016
406,256,35,8,0.1,2560,0.01,sgd,45,0.05,0.367,0.1555
602,256,55,8,0.1,2560,0.025,adam,45,0.05,0.3668,0.1368
661,256,55,32,0.1,2560,0.01,sgd,15,0.075,0.3667,0.1342
324,128,55,64,0.1,1024,0.01,sgd,15,0.05,0.3666,0.1182
331,128,55,64,0.1,1024,0.025,adam,45,0.075,0.3665,0.1286
643,256,55,32,0.1,1024,0.01,adam,45,0.075,0.3664,0.1365
12,128,35,8,0.1,1024,0.025,sgd,15,0.05,0.3663,0.1178
47,128,35,8,0.25,1024,0.025,sgd,45,0.075,0.3661,0.1832
124,128,35,32,0.25,2560,0.025,sgd,15,0.05,0.366,0.1249
92,128,35,32,0.1,2560,0.025,sgd,15,0.05,0.3659,0.1158
620,256,55,8,0.25,1024,0.025,sgd,15,0.05,0.3657,0.1305
512,256,35,64,0.1,1024,0.01,adam,15,0.05,0.3656,0.1672
