,batch_size,bce_pos_class_weight,dropout_p,hidden_layer_size,input_layer_norm,lr,num_layers,optimizer_type,sequence_length,weight_decay,tss,hss
218,128,50,0.1,2,False,0.01,1,adam,45,0.001,0.4371,0.1564
575,256,30,0.5,12,False,0.01,2,adam,45,0.01,0.4361,0.2013
496,256,30,0.5,2,False,0.005,1,adam,40,0.001,0.4358,0.1759
759,256,50,0.5,12,False,0.005,2,adam,45,0.01,0.4356,0.1865
656,256,50,0.1,12,False,0.005,1,adam,40,0.001,0.4354,0.2061
253,128,50,0.1,4,False,0.01,2,adam,40,0.01,0.4354,0.1653
477,256,30,0.1,12,False,0.01,2,adam,40,0.01,0.4348,0.2034
57,128,30,0.1,4,False,0.01,1,adam,40,0.01,0.4344,0.2046
657,256,50,0.1,12,False,0.005,1,adam,40,0.01,0.4333,0.1866
756,256,50,0.5,12,False,0.005,2,adam,40,0.001,0.4328,0.2268
661,256,50,0.1,12,False,0.005,2,adam,40,0.01,0.4324,0.1925
476,256,30,0.1,12,False,0.01,2,adam,40,0.001,0.4317,0.2132
565,256,30,0.5,12,False,0.005,2,adam,40,0.01,0.431,0.2585
537,256,30,0.5,4,False,0.01,1,adam,40,0.01,0.4298,0.2272
668,256,50,0.1,12,False,0.01,2,adam,40,0.001,0.4298,0.2039
699,256,50,0.5,2,False,0.01,1,adam,45,0.01,0.4294,0.2073
664,256,50,0.1,12,False,0.01,1,adam,40,0.001,0.429,0.2072
473,256,30,0.1,12,False,0.01,1,adam,40,0.01,0.4289,0.2048
663,256,50,0.1,12,False,0.005,2,adam,45,0.01,0.4275,0.1934
25,128,30,0.1,2,False,0.01,1,adam,40,0.01,0.4271,0.2184
122,128,30,0.5,2,False,0.01,1,adam,45,0.001,0.427,0.1813
277,128,50,0.1,12,False,0.005,2,adam,40,0.01,0.4269,0.1794
217,128,50,0.1,2,False,0.01,1,adam,40,0.01,0.4267,0.1855
434,256,30,0.1,4,False,0.005,1,adam,45,0.001,0.4262,0.2335
569,256,30,0.5,12,False,0.01,1,adam,40,0.01,0.4257,0.2172
185,128,30,0.5,12,False,0.01,1,adam,40,0.01,0.4236,0.2127
352,128,50,0.5,12,True,0.005,1,adam,40,0.001,0.4205,0.171
252,128,50,0.1,4,False,0.01,2,adam,40,0.001,0.4202,0.182
305,128,50,0.5,2,False,0.005,1,adam,40,0.01,0.4192,0.2049
721,256,50,0.5,4,False,0.005,1,adam,40,0.01,0.4188,0.1827
31,128,30,0.1,2,False,0.01,2,adam,45,0.01,0.4179,0.1886
723,256,50,0.5,4,False,0.005,1,adam,45,0.01,0.4176,0.1648
762,256,50,0.5,12,False,0.01,1,adam,45,0.001,0.4171,0.1856
349,128,50,0.5,4,False,0.01,2,adam,40,0.01,0.4168,0.1775
685,256,50,0.5,2,True,0.01,2,adam,40,0.01,0.4167,0.1343
731,256,50,0.5,4,False,0.01,1,adam,45,0.01,0.4156,0.1904
475,256,30,0.1,12,False,0.01,1,adam,45,0.01,0.4151,0.1954
564,256,30,0.5,12,False,0.005,2,adam,40,0.001,0.4149,0.2029
665,256,50,0.1,12,False,0.01,1,adam,40,0.01,0.412,0.1651
281,128,50,0.1,12,False,0.01,1,adam,40,0.01,0.4111,0.1656
241,128,50,0.1,4,False,0.005,1,adam,40,0.01,0.4111,0.1619
7,128,30,0.1,2,True,0.005,2,adam,45,0.01,0.4111,0.1547
633,256,50,0.1,4,False,0.01,1,adam,40,0.01,0.4105,0.1615
666,256,50,0.1,12,False,0.01,1,adam,45,0.001,0.4102,0.171
351,128,50,0.5,4,False,0.01,2,adam,45,0.01,0.4094,0.1689
82,128,30,0.1,12,False,0.005,1,adam,45,0.001,0.4093,0.2008
381,128,50,0.5,12,False,0.01,2,adam,40,0.01,0.4091,0.1499
157,128,30,0.5,4,False,0.01,2,adam,40,0.01,0.4085,0.2171
337,128,50,0.5,4,False,0.005,1,adam,40,0.01,0.4073,0.1729
594,256,50,0.1,2,False,0.005,1,adam,45,0.001,0.4067,0.1405
248,128,50,0.1,4,False,0.01,1,adam,40,0.001,0.4066,0.1442
571,256,30,0.5,12,False,0.01,1,adam,45,0.01,0.4061,0.197
411,256,30,0.1,2,False,0.01,1,adam,45,0.01,0.4056,0.1741
632,256,50,0.1,4,False,0.01,1,adam,40,0.001,0.405,0.1559
307,128,50,0.5,2,False,0.005,1,adam,45,0.01,0.4047,0.1664
529,256,30,0.5,4,False,0.005,1,adam,40,0.01,0.4045,0.2232
479,256,30,0.1,12,False,0.01,2,adam,45,0.01,0.4045,0.2114
223,128,50,0.1,2,False,0.01,2,adam,45,0.01,0.4045,0.1716
758,256,50,0.5,12,False,0.005,2,adam,45,0.001,0.4043,0.173
760,256,50,0.5,12,False,0.01,1,adam,40,0.001,0.4041,0.1816
603,256,50,0.1,2,False,0.01,1,adam,45,0.01,0.4039,0.1633
344,128,50,0.5,4,False,0.01,1,adam,40,0.001,0.4034,0.1463
698,256,50,0.5,2,False,0.01,1,adam,45,0.001,0.4032,0.1847
340,128,50,0.5,4,False,0.005,2,adam,40,0.001,0.4031,0.1796
55,128,30,0.1,4,False,0.005,2,adam,45,0.01,0.4031,0.175
513,256,30,0.5,4,True,0.005,1,adam,40,0.01,0.4031,0.1679
628,256,50,0.1,4,False,0.005,2,adam,40,0.001,0.4019,0.1646
736,256,50,0.5,12,True,0.005,1,adam,40,0.001,0.4017,0.1636
273,128,50,0.1,12,False,0.005,1,adam,40,0.01,0.4016,0.1899
667,256,50,0.1,12,False,0.01,1,adam,45,0.01,0.4015,0.1657
355,128,50,0.5,12,True,0.005,1,adam,45,0.01,0.4013,0.1435
126,128,30,0.5,2,False,0.01,2,adam,45,0.001,0.4012,0.1891
651,256,50,0.1,12,True,0.01,1,adam,45,0.01,0.4011,0.1399
600,256,50,0.1,2,False,0.01,1,adam,40,0.001,0.4008,0.1496
499,256,30,0.5,2,False,0.005,1,adam,45,0.01,0.4004,0.1759
152,128,30,0.5,4,False,0.01,1,adam,40,0.001,0.4003,0.2009
316,128,50,0.5,2,False,0.01,2,adam,40,0.001,0.4001,0.1918
508,256,30,0.5,2,False,0.01,2,adam,40,0.001,0.4001,0.167
591,256,50,0.1,2,True,0.01,2,adam,45,0.01,0.3994,0.124
739,256,50,0.5,12,True,0.005,1,adam,45,0.01,0.3981,0.1454
291,128,50,0.5,2,True,0.005,1,adam,45,0.01,0.3979,0.1641
124,128,30,0.5,2,False,0.01,2,adam,40,0.001,0.3977,0.2278
660,256,50,0.1,12,False,0.005,2,adam,40,0.001,0.3976,0.1646
440,256,30,0.1,4,False,0.01,1,adam,40,0.001,0.3972,0.1853
50,128,30,0.1,4,False,0.005,1,adam,45,0.001,0.3969,0.1877
247,128,50,0.1,4,False,0.005,2,adam,45,0.01,0.3964,0.1605
146,128,30,0.5,4,False,0.005,1,adam,45,0.001,0.3961,0.1906
89,128,30,0.1,12,False,0.01,1,adam,40,0.01,0.3959,0.1845
737,256,50,0.5,12,True,0.005,1,adam,40,0.01,0.3957,0.1392
354,128,50,0.5,12,True,0.005,1,adam,45,0.001,0.3955,0.1417
648,256,50,0.1,12,True,0.01,1,adam,40,0.001,0.3953,0.1698
619,256,50,0.1,4,True,0.01,1,adam,45,0.01,0.3951,0.1625
624,256,50,0.1,4,False,0.005,1,adam,40,0.001,0.3944,0.1392
560,256,30,0.5,12,False,0.005,1,adam,40,0.001,0.3943,0.2164
732,256,50,0.5,4,False,0.01,2,adam,40,0.001,0.3943,0.2017
507,256,30,0.5,2,False,0.01,1,adam,45,0.01,0.3942,0.1817
763,256,50,0.5,12,False,0.01,1,adam,45,0.01,0.3941,0.1718
510,256,30,0.5,2,False,0.01,2,adam,45,0.001,0.3941,0.1682
634,256,50,0.1,4,False,0.01,1,adam,45,0.001,0.3939,0.1612
130,128,30,0.5,4,True,0.005,1,adam,45,0.001,0.3937,0.1742
279,128,50,0.1,12,False,0.005,2,adam,45,0.01,0.3935,0.1886
459,256,30,0.1,12,True,0.01,1,adam,45,0.01,0.3928,0.1763
188,128,30,0.5,12,False,0.01,2,adam,40,0.001,0.3927,0.2012
416,256,30,0.1,4,True,0.005,1,adam,40,0.001,0.392,0.196
325,128,50,0.5,4,True,0.005,2,adam,40,0.01,0.3916,0.1581
579,256,50,0.1,2,True,0.005,1,adam,45,0.01,0.3915,0.1335
210,128,50,0.1,2,False,0.005,1,adam,45,0.001,0.3914,0.1547
472,256,30,0.1,12,False,0.01,1,adam,40,0.001,0.3913,0.1964
610,256,50,0.1,4,True,0.005,1,adam,45,0.001,0.3912,0.1485
181,128,30,0.5,12,False,0.005,2,adam,40,0.01,0.3906,0.2091
601,256,50,0.1,2,False,0.01,1,adam,40,0.01,0.3904,0.1696
669,256,50,0.1,12,False,0.01,2,adam,40,0.01,0.3903,0.1654
105,128,30,0.5,2,True,0.01,1,adam,40,0.01,0.39,0.1679
370,128,50,0.5,12,False,0.005,1,adam,45,0.001,0.3899,0.1693
297,128,50,0.5,2,True,0.01,1,adam,40,0.01,0.3899,0.1435
360,128,50,0.5,12,True,0.01,1,adam,40,0.001,0.3895,0.1736
767,256,50,0.5,12,False,0.01,2,adam,45,0.01,0.3895,0.1637
691,256,50,0.5,2,False,0.005,1,adam,45,0.01,0.3893,0.1157
563,256,30,0.5,12,False,0.005,1,adam,45,0.01,0.3891,0.1695
576,256,50,0.1,2,True,0.005,1,adam,40,0.001,0.3891,0.1615
156,128,30,0.5,4,False,0.01,2,adam,40,0.001,0.389,0.208
107,128,30,0.5,2,True,0.01,1,adam,45,0.01,0.3889,0.1822
121,128,30,0.5,2,False,0.01,1,adam,40,0.01,0.3884,0.1868
593,256,50,0.1,2,False,0.005,1,adam,40,0.01,0.3875,0.1836
442,256,30,0.1,4,False,0.01,1,adam,45,0.001,0.3874,0.1911
561,256,30,0.5,12,False,0.005,1,adam,40,0.01,0.3874,0.1719
538,256,30,0.5,4,False,0.01,1,adam,45,0.001,0.3873,0.1988
403,256,30,0.1,2,False,0.005,1,adam,45,0.01,0.387,0.1426
432,256,30,0.1,4,False,0.005,1,adam,40,0.001,0.3867,0.2083
276,128,50,0.1,12,False,0.005,2,adam,40,0.001,0.3862,0.1828
259,128,50,0.1,12,True,0.005,1,adam,45,0.01,0.3862,0.1597
250,128,50,0.1,4,False,0.01,1,adam,45,0.001,0.3858,0.1539
719,256,50,0.5,4,True,0.01,2,adam,45,0.01,0.3858,0.1459
92,128,30,0.1,12,False,0.01,2,adam,40,0.001,0.3857,0.1913
489,256,30,0.5,2,True,0.01,1,adam,40,0.01,0.3857,0.1885
235,128,50,0.1,4,True,0.01,1,adam,45,0.01,0.3857,0.1597
42,128,30,0.1,4,True,0.01,1,adam,45,0.001,0.3856,0.1645
303,128,50,0.5,2,True,0.01,2,adam,45,0.01,0.3854,0.1316
408,256,30,0.1,2,False,0.01,1,adam,40,0.001,0.3852,0.1952
215,128,50,0.1,2,False,0.005,2,adam,45,0.01,0.3852,0.1668
720,256,50,0.5,4,False,0.005,1,adam,40,0.001,0.3852,0.1566
695,256,50,0.5,2,False,0.005,2,adam,45,0.01,0.3849,0.1618
683,256,50,0.5,2,True,0.01,1,adam,45,0.01,0.3849,0.1446
511,256,30,0.5,2,False,0.01,2,adam,45,0.01,0.3848,0.1606
61,128,30,0.1,4,False,0.01,2,adam,40,0.01,0.3847,0.2119
681,256,50,0.5,2,True,0.01,1,adam,40,0.01,0.3845,0.1195
652,256,50,0.1,12,True,0.01,2,adam,40,0.001,0.384,0.1511
338,128,50,0.5,4,False,0.005,1,adam,45,0.001,0.3838,0.165
56,128,30,0.1,4,False,0.01,1,adam,40,0.001,0.3836,0.1809
692,256,50,0.5,2,False,0.005,2,adam,40,0.001,0.3836,0.1739
428,256,30,0.1,4,True,0.01,2,adam,40,0.001,0.3836,0.1682
751,256,50,0.5,12,True,0.01,2,adam,45,0.01,0.3834,0.1434
369,128,50,0.5,12,False,0.005,1,adam,40,0.01,0.3829,0.1719
464,256,30,0.1,12,False,0.005,1,adam,40,0.001,0.3827,0.1951
35,128,30,0.1,4,True,0.005,1,adam,45,0.01,0.3825,0.182
754,256,50,0.5,12,False,0.005,1,adam,45,0.001,0.3824,0.1729
705,256,50,0.5,4,True,0.005,1,adam,40,0.01,0.3823,0.1608
412,256,30,0.1,2,False,0.01,2,adam,40,0.001,0.3821,0.1514
592,256,50,0.1,2,False,0.005,1,adam,40,0.001,0.3819,0.1214
609,256,50,0.1,4,True,0.005,1,adam,40,0.01,0.3818,0.1459
207,128,50,0.1,2,True,0.01,2,adam,45,0.01,0.3817,0.1346
179,128,30,0.5,12,False,0.005,1,adam,45,0.01,0.3816,0.1741
129,128,30,0.5,4,True,0.005,1,adam,40,0.01,0.3816,0.1632
752,256,50,0.5,12,False,0.005,1,adam,40,0.001,0.3812,0.18
531,256,30,0.5,4,False,0.005,1,adam,45,0.01,0.381,0.1931
697,256,50,0.5,2,False,0.01,1,adam,40,0.01,0.381,0.1496
236,128,50,0.1,4,True,0.01,2,adam,40,0.001,0.3808,0.1722
543,256,30,0.5,4,False,0.01,2,adam,45,0.01,0.3807,0.1795
589,256,50,0.1,2,True,0.01,2,adam,40,0.01,0.3807,0.1496
693,256,50,0.5,2,False,0.005,2,adam,40,0.01,0.3806,0.1527
367,128,50,0.5,12,True,0.01,2,adam,45,0.01,0.3805,0.1355
99,128,30,0.5,2,True,0.005,1,adam,45,0.01,0.3804,0.1407
727,256,50,0.5,4,False,0.005,2,adam,45,0.01,0.3803,0.1768
224,128,50,0.1,4,True,0.005,1,adam,40,0.001,0.3802,0.1579
534,256,30,0.5,4,False,0.005,2,adam,45,0.001,0.38,0.1697
431,256,30,0.1,4,True,0.01,2,adam,45,0.01,0.38,0.1621
696,256,50,0.5,2,False,0.01,1,adam,40,0.001,0.3799,0.1247
541,256,30,0.5,4,False,0.01,2,adam,40,0.01,0.3798,0.1684
387,256,30,0.1,2,True,0.005,1,adam,45,0.01,0.3798,0.1505
296,128,50,0.5,2,True,0.01,1,adam,40,0.001,0.3798,0.1186
733,256,50,0.5,4,False,0.01,2,adam,40,0.01,0.3797,0.1659
706,256,50,0.5,4,True,0.005,1,adam,45,0.001,0.3794,0.1426
187,128,30,0.5,12,False,0.01,1,adam,45,0.01,0.3792,0.184
607,256,50,0.1,2,False,0.01,2,adam,45,0.01,0.3791,0.154
585,256,50,0.1,2,True,0.01,1,adam,40,0.01,0.3791,0.1357
159,128,30,0.5,4,False,0.01,2,adam,45,0.01,0.379,0.2054
63,128,30,0.1,4,False,0.01,2,adam,45,0.01,0.379,0.1629
641,256,50,0.1,12,True,0.005,1,adam,40,0.01,0.379,0.1551
519,256,30,0.5,4,True,0.005,2,adam,45,0.01,0.3789,0.1498
447,256,30,0.1,4,False,0.01,2,adam,45,0.01,0.3788,0.184
417,256,30,0.1,4,True,0.005,1,adam,40,0.01,0.3787,0.1683
376,128,50,0.5,12,False,0.01,1,adam,40,0.001,0.3787,0.1652
746,256,50,0.5,12,True,0.01,1,adam,45,0.001,0.3785,0.1509
47,128,30,0.1,4,True,0.01,2,adam,45,0.01,0.3785,0.1414
517,256,30,0.5,4,True,0.005,2,adam,40,0.01,0.3783,0.1581
710,256,50,0.5,4,True,0.005,2,adam,45,0.001,0.3782,0.1686
461,256,30,0.1,12,True,0.01,2,adam,40,0.01,0.3782,0.1508
310,128,50,0.5,2,False,0.005,2,adam,45,0.001,0.3779,0.1458
501,256,30,0.5,2,False,0.005,2,adam,40,0.01,0.3777,0.1664
540,256,30,0.5,4,False,0.01,2,adam,40,0.001,0.3776,0.1805
765,256,50,0.5,12,False,0.01,2,adam,40,0.01,0.3776,0.1461
407,256,30,0.1,2,False,0.005,2,adam,45,0.01,0.3774,0.1594
117,128,30,0.5,2,False,0.005,2,adam,40,0.01,0.377,0.1871
630,256,50,0.1,4,False,0.005,2,adam,45,0.001,0.377,0.1583
21,128,30,0.1,2,False,0.005,2,adam,40,0.01,0.3769,0.1746
588,256,50,0.1,2,True,0.01,2,adam,40,0.001,0.3769,0.1614
707,256,50,0.5,4,True,0.005,1,adam,45,0.01,0.3769,0.1301
9,128,30,0.1,2,True,0.01,1,adam,40,0.01,0.3768,0.1489
321,128,50,0.5,4,True,0.005,1,adam,40,0.01,0.3767,0.1426
343,128,50,0.5,4,False,0.005,2,adam,45,0.01,0.3766,0.1627
490,256,30,0.5,2,True,0.01,1,adam,45,0.001,0.3766,0.1593
505,256,30,0.5,2,False,0.01,1,adam,40,0.01,0.3765,0.1844
256,128,50,0.1,12,True,0.005,1,adam,40,0.001,0.3762,0.1514
453,256,30,0.1,12,True,0.005,2,adam,40,0.01,0.3761,0.19
161,128,30,0.5,12,True,0.005,1,adam,40,0.01,0.376,0.1767
711,256,50,0.5,4,True,0.005,2,adam,45,0.01,0.376,0.1517
347,128,50,0.5,4,False,0.01,1,adam,45,0.01,0.376,0.1434
134,128,30,0.5,4,True,0.005,2,adam,45,0.001,0.3759,0.1833
226,128,50,0.1,4,True,0.005,1,adam,45,0.001,0.3759,0.1215
718,256,50,0.5,4,True,0.01,2,adam,45,0.001,0.3757,0.143
27,128,30,0.1,2,False,0.01,1,adam,45,0.01,0.3756,0.1826
16,128,30,0.1,2,False,0.005,1,adam,40,0.001,0.3755,0.1766
393,256,30,0.1,2,True,0.01,1,adam,40,0.01,0.3755,0.1728
570,256,30,0.5,12,False,0.01,1,adam,45,0.001,0.3753,0.2014
151,128,30,0.5,4,False,0.005,2,adam,45,0.01,0.3752,0.1802
449,256,30,0.1,12,True,0.005,1,adam,40,0.01,0.3751,0.1513
193,128,50,0.1,2,True,0.005,1,adam,40,0.01,0.3751,0.1209
242,128,50,0.1,4,False,0.005,1,adam,45,0.001,0.3745,0.157
676,256,50,0.5,2,True,0.005,2,adam,40,0.001,0.3744,0.1502
322,128,50,0.5,4,True,0.005,1,adam,45,0.001,0.3744,0.1448
229,128,50,0.1,4,True,0.005,2,adam,40,0.01,0.3744,0.1397
649,256,50,0.1,12,True,0.01,1,adam,40,0.01,0.3743,0.1312
79,128,30,0.1,12,True,0.01,2,adam,45,0.01,0.3741,0.164
177,128,30,0.5,12,False,0.005,1,adam,40,0.01,0.374,0.1876
10,128,30,0.1,2,True,0.01,1,adam,45,0.001,0.374,0.1541
713,256,50,0.5,4,True,0.01,1,adam,40,0.01,0.374,0.1374
535,256,30,0.5,4,False,0.005,2,adam,45,0.01,0.3738,0.1704
221,128,50,0.1,2,False,0.01,2,adam,40,0.01,0.3736,0.1469
227,128,50,0.1,4,True,0.005,1,adam,45,0.01,0.3736,0.1399
688,256,50,0.5,2,False,0.005,1,adam,40,0.001,0.3735,0.1365
704,256,50,0.5,4,True,0.005,1,adam,40,0.001,0.3734,0.1596
265,128,50,0.1,12,True,0.01,1,adam,40,0.01,0.3734,0.1359
646,256,50,0.1,12,True,0.005,2,adam,45,0.001,0.3733,0.1569
516,256,30,0.5,4,True,0.005,2,adam,40,0.001,0.3733,0.1554
84,128,30,0.1,12,False,0.005,2,adam,40,0.001,0.3732,0.1854
319,128,50,0.5,2,False,0.01,2,adam,45,0.01,0.3732,0.1696
687,256,50,0.5,2,True,0.01,2,adam,45,0.01,0.3732,0.1321
295,128,50,0.5,2,True,0.005,2,adam,45,0.01,0.3731,0.1213
530,256,30,0.5,4,False,0.005,1,adam,45,0.001,0.3729,0.2009
186,128,30,0.5,12,False,0.01,1,adam,45,0.001,0.3727,0.1908
552,256,30,0.5,12,True,0.01,1,adam,40,0.001,0.3727,0.1673
171,128,30,0.5,12,True,0.01,1,adam,45,0.01,0.3726,0.1699
373,128,50,0.5,12,False,0.005,2,adam,40,0.01,0.3724,0.1769
372,128,50,0.5,12,False,0.005,2,adam,40,0.001,0.3723,0.162
587,256,50,0.1,2,True,0.01,1,adam,45,0.01,0.3722,0.1287
515,256,30,0.5,4,True,0.005,1,adam,45,0.01,0.3721,0.1739
468,256,30,0.1,12,False,0.005,2,adam,40,0.001,0.372,0.2063
115,128,30,0.5,2,False,0.005,1,adam,45,0.01,0.3719,0.1959
385,256,30,0.1,2,True,0.005,1,adam,40,0.01,0.3718,0.1791
116,128,30,0.5,2,False,0.005,2,adam,40,0.001,0.3718,0.1693
365,128,50,0.5,12,True,0.01,2,adam,40,0.01,0.3718,0.141
257,128,50,0.1,12,True,0.005,1,adam,40,0.01,0.3718,0.1361
443,256,30,0.1,4,False,0.01,1,adam,45,0.01,0.3716,0.2016
350,128,50,0.5,4,False,0.01,2,adam,45,0.001,0.3716,0.1853
71,128,30,0.1,12,True,0.005,2,adam,45,0.01,0.3716,0.1591
397,256,30,0.1,2,True,0.01,2,adam,40,0.01,0.3714,0.1903
740,256,50,0.5,12,True,0.005,2,adam,40,0.001,0.3714,0.1521
104,128,30,0.5,2,True,0.01,1,adam,40,0.001,0.3713,0.2288
615,256,50,0.1,4,True,0.005,2,adam,45,0.01,0.3713,0.1572
745,256,50,0.5,12,True,0.01,1,adam,40,0.01,0.3709,0.1565
542,256,30,0.5,4,False,0.01,2,adam,45,0.001,0.3707,0.1657
712,256,50,0.5,4,True,0.01,1,adam,40,0.001,0.3707,0.1437
462,256,30,0.1,12,True,0.01,2,adam,45,0.001,0.3705,0.1597
270,128,50,0.1,12,True,0.01,2,adam,45,0.001,0.3704,0.1236
483,256,30,0.5,2,True,0.005,1,adam,45,0.01,0.3703,0.1695
143,128,30,0.5,4,True,0.01,2,adam,45,0.01,0.3703,0.1426
262,128,50,0.1,12,True,0.005,2,adam,45,0.001,0.3702,0.1599
127,128,30,0.5,2,False,0.01,2,adam,45,0.01,0.37,0.1627
386,256,30,0.1,2,True,0.005,1,adam,45,0.001,0.37,0.1531
75,128,30,0.1,12,True,0.01,1,adam,45,0.01,0.3699,0.174
533,256,30,0.5,4,False,0.005,2,adam,40,0.01,0.3697,0.2058
421,256,30,0.1,4,True,0.005,2,adam,40,0.01,0.3695,0.1567
748,256,50,0.5,12,True,0.01,2,adam,40,0.001,0.3694,0.1614
686,256,50,0.5,2,True,0.01,2,adam,45,0.001,0.3693,0.1148
238,128,50,0.1,4,True,0.01,2,adam,45,0.001,0.3691,0.1551
202,128,50,0.1,2,True,0.01,1,adam,45,0.001,0.369,0.1543
435,256,30,0.1,4,False,0.005,1,adam,45,0.01,0.3684,0.162
275,128,50,0.1,12,False,0.005,1,adam,45,0.01,0.3684,0.1449
336,128,50,0.5,4,False,0.005,1,adam,40,0.001,0.3684,0.1365
311,128,50,0.5,2,False,0.005,2,adam,45,0.01,0.3683,0.1511
375,128,50,0.5,12,False,0.005,2,adam,45,0.01,0.3682,0.1735
437,256,30,0.1,4,False,0.005,2,adam,40,0.01,0.368,0.2089
650,256,50,0.1,12,True,0.01,1,adam,45,0.001,0.368,0.1417
2,128,30,0.1,2,True,0.005,1,adam,45,0.001,0.3679,0.1686
523,256,30,0.5,4,True,0.01,1,adam,45,0.01,0.3676,0.1535
617,256,50,0.1,4,True,0.01,1,adam,40,0.01,0.3674,0.1534
314,128,50,0.5,2,False,0.01,1,adam,45,0.001,0.3674,0.1157
22,128,30,0.1,2,False,0.005,2,adam,45,0.001,0.3673,0.1704
599,256,50,0.1,2,False,0.005,2,adam,45,0.01,0.3667,0.1341
41,128,30,0.1,4,True,0.01,1,adam,40,0.01,0.3666,0.1496
548,256,30,0.5,12,True,0.005,2,adam,40,0.001,0.3663,0.1823
213,128,50,0.1,2,False,0.005,2,adam,40,0.01,0.3663,0.1708
194,128,50,0.1,2,True,0.005,1,adam,45,0.001,0.3663,0.1192
522,256,30,0.5,4,True,0.01,1,adam,45,0.001,0.3662,0.1615
214,128,50,0.1,2,False,0.005,2,adam,45,0.001,0.3661,0.1585
638,256,50,0.1,4,False,0.01,2,adam,45,0.001,0.366,0.1628
680,256,50,0.5,2,True,0.01,1,adam,40,0.001,0.366,0.1331
520,256,30,0.5,4,True,0.01,1,adam,40,0.001,0.3657,0.1763
429,256,30,0.1,4,True,0.01,2,adam,40,0.01,0.3657,0.1659
766,256,50,0.5,12,False,0.01,2,adam,45,0.001,0.3657,0.1568
133,128,30,0.5,4,True,0.005,2,adam,40,0.01,0.3657,0.1355
