,batch_size,bce_pos_class_weight,dropout_p,hidden_layer_size,input_layer_norm,lr,num_layers,optimizer_type,sequence_length,weight_decay,tss,hss
123,128,15,0.5,16,False,0.005,1,adam,30,0.025,0.41,0.2335
229,128,30,0.5,2,False,0.0075,1,adam,15,0.025,0.4097,0.1986
532,256,30,0.5,4,False,0.005,1,adam,45,0.0075,0.4095,0.1937
87,128,15,0.5,2,False,0.0075,1,adam,30,0.025,0.4091,0.2625
104,128,15,0.5,4,False,0.005,2,adam,30,0.0075,0.4091,0.2434
265,128,30,0.5,16,False,0.005,1,adam,15,0.025,0.4089,0.1976
568,256,30,0.5,16,False,0.0075,1,adam,45,0.0075,0.4079,0.2032
546,256,30,0.5,4,False,0.0075,2,adam,15,0.0075,0.4079,0.1918
175,128,30,0.1,4,False,0.005,2,adam,15,0.025,0.4073,0.1844
457,256,30,0.1,4,False,0.005,1,adam,15,0.025,0.4065,0.1976
252,128,30,0.5,4,False,0.0075,1,adam,15,0.0075,0.4064,0.1898
97,128,15,0.5,4,False,0.005,1,adam,15,0.025,0.406,0.2654
53,128,15,0.1,16,False,0.005,1,adam,45,0.025,0.4052,0.2412
495,256,30,0.1,16,False,0.0075,1,adam,30,0.025,0.4052,0.1871
15,128,15,0.1,2,False,0.0075,1,adam,30,0.025,0.405,0.2524
534,256,30,0.5,4,False,0.005,2,adam,15,0.0075,0.4029,0.2127
197,128,30,0.1,16,False,0.005,1,adam,45,0.025,0.4019,0.2041
496,256,30,0.1,16,False,0.0075,1,adam,45,0.0075,0.4016,0.1879
193,128,30,0.1,16,False,0.005,1,adam,15,0.025,0.4012,0.185
475,256,30,0.1,4,False,0.0075,2,adam,15,0.025,0.4012,0.1708
287,128,30,0.5,16,False,0.0075,2,adam,45,0.025,0.4012,0.1658
99,128,15,0.5,4,False,0.005,1,adam,30,0.025,0.4011,0.248
465,256,30,0.1,4,False,0.005,2,adam,30,0.025,0.3998,0.179
543,256,30,0.5,4,False,0.0075,1,adam,30,0.025,0.3998,0.1736
473,256,30,0.1,4,False,0.0075,1,adam,45,0.025,0.3996,0.1944
425,256,15,0.5,16,False,0.0075,1,adam,45,0.025,0.3993,0.2455
258,128,30,0.5,4,False,0.0075,2,adam,15,0.0075,0.3992,0.1797
121,128,15,0.5,16,False,0.005,1,adam,15,0.025,0.3987,0.2242
207,128,30,0.1,16,False,0.0075,1,adam,30,0.025,0.3987,0.1847
424,256,15,0.5,16,False,0.0075,1,adam,45,0.0075,0.3984,0.2431
49,128,15,0.1,16,False,0.005,1,adam,15,0.025,0.3978,0.2222
529,256,30,0.5,4,False,0.005,1,adam,15,0.025,0.3977,0.1914
159,128,30,0.1,2,False,0.0075,1,adam,30,0.025,0.3976,0.1999
445,256,30,0.1,2,False,0.0075,1,adam,15,0.025,0.3976,0.1834
469,256,30,0.1,4,False,0.0075,1,adam,15,0.025,0.3975,0.1874
61,128,15,0.1,16,False,0.0075,1,adam,15,0.025,0.3973,0.22
3,128,15,0.1,2,False,0.005,1,adam,30,0.025,0.3972,0.2251
545,256,30,0.5,4,False,0.0075,1,adam,45,0.025,0.3972,0.1889
129,128,15,0.5,16,False,0.005,2,adam,30,0.025,0.397,0.2282
444,256,30,0.1,2,False,0.0075,1,adam,15,0.0075,0.3958,0.1774
181,128,30,0.1,4,False,0.0075,1,adam,15,0.025,0.3956,0.1934
76,128,15,0.5,2,False,0.005,1,adam,45,0.0075,0.3952,0.2497
150,128,30,0.1,2,False,0.005,2,adam,15,0.0075,0.3952,0.2006
540,256,30,0.5,4,False,0.0075,1,adam,15,0.0075,0.3951,0.1932
244,128,30,0.5,4,False,0.005,1,adam,45,0.0075,0.3949,0.215
385,256,15,0.5,4,False,0.005,1,adam,15,0.025,0.3948,0.246
135,128,15,0.5,16,False,0.0075,1,adam,30,0.025,0.3947,0.2423
573,256,30,0.5,16,False,0.0075,2,adam,30,0.025,0.3943,0.1795
533,256,30,0.5,4,False,0.005,1,adam,45,0.025,0.3941,0.1624
1,128,15,0.1,2,False,0.005,1,adam,15,0.025,0.3933,0.261
541,256,30,0.5,4,False,0.0075,1,adam,15,0.025,0.3928,0.1916
171,128,30,0.1,4,False,0.005,1,adam,30,0.025,0.3927,0.18
373,256,15,0.5,2,False,0.0075,1,adam,15,0.025,0.3924,0.2423
254,128,30,0.5,4,False,0.0075,1,adam,30,0.0075,0.3918,0.1687
133,128,15,0.5,16,False,0.0075,1,adam,15,0.025,0.3917,0.2157
413,256,15,0.5,16,False,0.005,1,adam,45,0.025,0.3917,0.2122
58,128,15,0.1,16,False,0.005,2,adam,45,0.0075,0.3912,0.2465
201,128,30,0.1,16,False,0.005,2,adam,30,0.025,0.3912,0.1796
259,128,30,0.5,4,False,0.0075,2,adam,15,0.025,0.3911,0.1631
553,256,30,0.5,16,False,0.005,1,adam,15,0.025,0.3903,0.1752
511,256,30,0.5,2,False,0.005,2,adam,15,0.025,0.3902,0.1846
277,128,30,0.5,16,False,0.0075,1,adam,15,0.025,0.3901,0.161
503,256,30,0.1,16,False,0.0075,2,adam,45,0.025,0.3896,0.2048
269,128,30,0.5,16,False,0.005,1,adam,45,0.025,0.3895,0.186
27,128,15,0.1,4,False,0.005,1,adam,30,0.025,0.3891,0.2313
448,256,30,0.1,2,False,0.0075,1,adam,45,0.0075,0.3888,0.1775
555,256,30,0.5,16,False,0.005,1,adam,30,0.025,0.3886,0.175
483,256,30,0.1,16,False,0.005,1,adam,30,0.025,0.388,0.1653
267,128,30,0.5,16,False,0.005,1,adam,30,0.025,0.3872,0.18
471,256,30,0.1,4,False,0.0075,1,adam,30,0.025,0.3871,0.1809
204,128,30,0.1,16,False,0.0075,1,adam,15,0.0075,0.3865,0.1798
400,256,15,0.5,4,False,0.0075,1,adam,45,0.0075,0.3859,0.2258
205,128,30,0.1,16,False,0.0075,1,adam,15,0.025,0.3855,0.1606
462,256,30,0.1,4,False,0.005,2,adam,15,0.0075,0.3846,0.2
247,128,30,0.5,4,False,0.005,2,adam,15,0.025,0.3845,0.1561
184,128,30,0.1,4,False,0.0075,1,adam,45,0.0075,0.3843,0.1869
480,256,30,0.1,16,False,0.005,1,adam,15,0.0075,0.3843,0.1833
499,256,30,0.1,16,False,0.0075,2,adam,15,0.025,0.3843,0.1669
395,256,15,0.5,4,False,0.005,2,adam,45,0.025,0.3842,0.2069
312,256,15,0.1,4,False,0.005,1,adam,15,0.0075,0.3839,0.2099
180,128,30,0.1,4,False,0.0075,1,adam,15,0.0075,0.3839,0.1584
459,256,30,0.1,4,False,0.005,1,adam,30,0.025,0.3838,0.1728
479,256,30,0.1,4,False,0.0075,2,adam,45,0.025,0.3837,0.1911
421,256,15,0.5,16,False,0.0075,1,adam,15,0.025,0.3833,0.2231
331,256,15,0.1,4,False,0.0075,2,adam,15,0.025,0.3828,0.2227
199,128,30,0.1,16,False,0.005,2,adam,15,0.025,0.3828,0.1702
565,256,30,0.5,16,False,0.0075,1,adam,15,0.025,0.3821,0.1652
75,128,15,0.5,2,False,0.005,1,adam,30,0.025,0.3819,0.2567
30,128,15,0.1,4,False,0.005,2,adam,15,0.0075,0.3819,0.2481
505,256,30,0.5,2,False,0.005,1,adam,15,0.025,0.3819,0.1914
278,128,30,0.5,16,False,0.0075,1,adam,30,0.0075,0.3818,0.1717
481,256,30,0.1,16,False,0.005,1,adam,15,0.025,0.3817,0.1792
409,256,15,0.5,16,False,0.005,1,adam,15,0.025,0.3815,0.2318
160,128,30,0.1,2,False,0.0075,1,adam,45,0.0075,0.3812,0.2077
136,128,15,0.5,16,False,0.0075,1,adam,45,0.0075,0.3809,0.2186
521,256,30,0.5,2,False,0.0075,1,adam,45,0.025,0.3809,0.1731
439,256,30,0.1,2,False,0.005,2,adam,15,0.025,0.3808,0.1743
528,256,30,0.5,4,False,0.005,1,adam,15,0.0075,0.3804,0.1856
493,256,30,0.1,16,False,0.0075,1,adam,15,0.025,0.3802,0.1422
351,256,15,0.1,16,False,0.0075,1,adam,30,0.025,0.38,0.2044
109,128,15,0.5,4,False,0.0075,1,adam,15,0.025,0.3798,0.2085
447,256,30,0.1,2,False,0.0075,1,adam,30,0.025,0.3798,0.1836
502,256,30,0.1,16,False,0.0075,2,adam,45,0.0075,0.3797,0.202
280,128,30,0.5,16,False,0.0075,1,adam,45,0.0075,0.3797,0.1758
509,256,30,0.5,2,False,0.005,1,adam,45,0.025,0.3793,0.1786
101,128,15,0.5,4,False,0.005,1,adam,45,0.025,0.379,0.2166
54,128,15,0.1,16,False,0.005,2,adam,15,0.0075,0.3787,0.1992
283,128,30,0.5,16,False,0.0075,2,adam,15,0.025,0.3787,0.1739
530,256,30,0.5,4,False,0.005,1,adam,30,0.0075,0.3787,0.1713
342,256,15,0.1,16,False,0.005,2,adam,15,0.0075,0.3785,0.207
152,128,30,0.1,2,False,0.005,2,adam,30,0.0075,0.3784,0.1909
55,128,15,0.1,16,False,0.005,2,adam,15,0.025,0.3783,0.2059
547,256,30,0.5,4,False,0.0075,2,adam,15,0.025,0.3783,0.1637
151,128,30,0.1,2,False,0.005,2,adam,15,0.025,0.3781,0.169
271,128,30,0.5,16,False,0.005,2,adam,15,0.025,0.378,0.1596
507,256,30,0.5,2,False,0.005,1,adam,30,0.025,0.3775,0.1823
337,256,15,0.1,16,False,0.005,1,adam,15,0.025,0.3772,0.2186
0,128,15,0.1,2,False,0.005,1,adam,15,0.0075,0.377,0.2567
328,256,15,0.1,4,False,0.0075,1,adam,45,0.0075,0.377,0.2091
347,256,15,0.1,16,False,0.005,2,adam,45,0.025,0.3768,0.2119
215,128,30,0.1,16,False,0.0075,2,adam,45,0.025,0.3765,0.1574
275,128,30,0.5,16,False,0.005,2,adam,45,0.025,0.3764,0.1792
387,256,15,0.5,4,False,0.005,1,adam,30,0.025,0.3763,0.2179
223,128,30,0.5,2,False,0.005,2,adam,15,0.025,0.3763,0.1949
559,256,30,0.5,16,False,0.005,2,adam,15,0.025,0.3761,0.1664
203,128,30,0.1,16,False,0.005,2,adam,45,0.025,0.3761,0.1533
148,128,30,0.1,2,False,0.005,1,adam,45,0.0075,0.3759,0.1499
233,128,30,0.5,2,False,0.0075,1,adam,45,0.025,0.3755,0.1948
281,128,30,0.5,16,False,0.0075,1,adam,45,0.025,0.3754,0.1717
415,256,15,0.5,16,False,0.005,2,adam,15,0.025,0.3753,0.2134
154,128,30,0.1,2,False,0.005,2,adam,45,0.0075,0.3749,0.1548
344,256,15,0.1,16,False,0.005,2,adam,30,0.0075,0.3748,0.2201
531,256,30,0.5,4,False,0.005,1,adam,30,0.025,0.3748,0.1733
56,128,15,0.1,16,False,0.005,2,adam,30,0.0075,0.3747,0.2255
31,128,15,0.1,4,False,0.005,2,adam,15,0.025,0.3746,0.2153
228,128,30,0.5,2,False,0.0075,1,adam,15,0.0075,0.3745,0.1852
222,128,30,0.5,2,False,0.005,2,adam,15,0.0075,0.3743,0.1934
67,128,15,0.1,16,False,0.0075,2,adam,15,0.025,0.374,0.2092
249,128,30,0.5,4,False,0.005,2,adam,30,0.025,0.374,0.1887
523,256,30,0.5,2,False,0.0075,2,adam,15,0.025,0.374,0.1539
458,256,30,0.1,4,False,0.005,1,adam,30,0.0075,0.3739,0.162
194,128,30,0.1,16,False,0.005,1,adam,30,0.0075,0.3736,0.18
57,128,15,0.1,16,False,0.005,2,adam,30,0.025,0.3734,0.2079
438,256,30,0.1,2,False,0.005,2,adam,15,0.0075,0.373,0.1797
570,256,30,0.5,16,False,0.0075,2,adam,15,0.0075,0.3728,0.1778
25,128,15,0.1,4,False,0.005,1,adam,15,0.025,0.3727,0.2229
399,256,15,0.5,4,False,0.0075,1,adam,30,0.025,0.3725,0.2013
423,256,15,0.5,16,False,0.0075,1,adam,30,0.025,0.3725,0.1996
198,128,30,0.1,16,False,0.005,2,adam,15,0.0075,0.3722,0.1717
467,256,30,0.1,4,False,0.005,2,adam,45,0.025,0.3721,0.181
524,256,30,0.5,2,False,0.0075,2,adam,30,0.0075,0.3721,0.1787
374,256,15,0.5,2,False,0.0075,1,adam,30,0.0075,0.3716,0.2435
127,128,15,0.5,16,False,0.005,2,adam,15,0.025,0.3716,0.2117
218,128,30,0.5,2,False,0.005,1,adam,30,0.0075,0.3714,0.196
512,256,30,0.5,2,False,0.005,2,adam,30,0.0075,0.3714,0.1734
567,256,30,0.5,16,False,0.0075,1,adam,30,0.025,0.3712,0.1663
446,256,30,0.1,2,False,0.0075,1,adam,30,0.0075,0.3712,0.163
453,256,30,0.1,2,False,0.0075,2,adam,30,0.025,0.3711,0.1796
487,256,30,0.1,16,False,0.005,2,adam,15,0.025,0.3709,0.1642
41,128,15,0.1,4,False,0.0075,1,adam,45,0.025,0.3708,0.2581
108,128,15,0.5,4,False,0.0075,1,adam,15,0.0075,0.3706,0.2403
456,256,30,0.1,4,False,0.005,1,adam,15,0.0075,0.3706,0.1756
39,128,15,0.1,4,False,0.0075,1,adam,30,0.025,0.3705,0.2236
240,128,30,0.5,4,False,0.005,1,adam,15,0.0075,0.3705,0.1903
562,256,30,0.5,16,False,0.005,2,adam,45,0.0075,0.3704,0.2054
179,128,30,0.1,4,False,0.005,2,adam,45,0.025,0.3704,0.1891
384,256,15,0.5,4,False,0.005,1,adam,15,0.0075,0.3703,0.2101
263,128,30,0.5,4,False,0.0075,2,adam,45,0.025,0.3703,0.1905
139,128,15,0.5,16,False,0.0075,2,adam,15,0.025,0.3702,0.197
192,128,30,0.1,16,False,0.005,1,adam,15,0.0075,0.3701,0.2003
69,128,15,0.1,16,False,0.0075,2,adam,30,0.025,0.3699,0.2389
468,256,30,0.1,4,False,0.0075,1,adam,15,0.0075,0.3697,0.1699
359,256,15,0.1,16,False,0.0075,2,adam,45,0.025,0.3695,0.2055
191,128,30,0.1,4,False,0.0075,2,adam,45,0.025,0.3694,0.1486
276,128,30,0.5,16,False,0.0075,1,adam,15,0.0075,0.3693,0.1614
120,128,15,0.5,16,False,0.005,1,adam,15,0.0075,0.3691,0.1949
510,256,30,0.5,2,False,0.005,2,adam,15,0.0075,0.3691,0.1786
539,256,30,0.5,4,False,0.005,2,adam,45,0.025,0.369,0.1806
219,128,30,0.5,2,False,0.005,1,adam,30,0.025,0.369,0.1648
329,256,15,0.1,4,False,0.0075,1,adam,45,0.025,0.3689,0.1975
527,256,30,0.5,2,False,0.0075,2,adam,45,0.025,0.3689,0.1799
288,256,15,0.1,2,False,0.005,1,adam,15,0.0075,0.3688,0.2274
554,256,30,0.5,16,False,0.005,1,adam,30,0.0075,0.3688,0.1617
279,128,30,0.5,16,False,0.0075,1,adam,30,0.025,0.3688,0.1615
363,256,15,0.5,2,False,0.005,1,adam,30,0.025,0.3684,0.2187
256,128,30,0.5,4,False,0.0075,1,adam,45,0.0075,0.3683,0.1428
491,256,30,0.1,16,False,0.005,2,adam,45,0.025,0.3682,0.1826
419,256,15,0.5,16,False,0.005,2,adam,45,0.025,0.368,0.2051
174,128,30,0.1,4,False,0.005,2,adam,15,0.0075,0.368,0.1898
272,128,30,0.5,16,False,0.005,2,adam,30,0.0075,0.368,0.189
183,128,30,0.1,4,False,0.0075,1,adam,30,0.025,0.368,0.1578
6,128,15,0.1,2,False,0.005,2,adam,15,0.0075,0.3679,0.1917
9,128,15,0.1,2,False,0.005,2,adam,30,0.025,0.3676,0.1872
134,128,15,0.5,16,False,0.0075,1,adam,30,0.0075,0.3671,0.1909
450,256,30,0.1,2,False,0.0075,2,adam,15,0.0075,0.3668,0.1857
449,256,30,0.1,2,False,0.0075,1,adam,45,0.025,0.3666,0.1755
470,256,30,0.1,4,False,0.0075,1,adam,30,0.0075,0.3665,0.1581
498,256,30,0.1,16,False,0.0075,2,adam,15,0.0075,0.3664,0.1743
435,256,30,0.1,2,False,0.005,1,adam,30,0.025,0.3663,0.1553
535,256,30,0.5,4,False,0.005,2,adam,15,0.025,0.3662,0.1744
111,128,15,0.5,4,False,0.0075,1,adam,30,0.025,0.3661,0.1936
234,128,30,0.5,2,False,0.0075,2,adam,15,0.0075,0.3661,0.1731
477,256,30,0.1,4,False,0.0075,2,adam,30,0.025,0.366,0.1834
418,256,15,0.5,16,False,0.005,2,adam,45,0.0075,0.3658,0.2096
209,128,30,0.1,16,False,0.0075,1,adam,45,0.025,0.3657,0.1547
96,128,15,0.5,4,False,0.005,1,adam,15,0.0075,0.3656,0.229
132,128,15,0.5,16,False,0.0075,1,adam,15,0.0075,0.3655,0.1961
408,256,15,0.5,16,False,0.005,1,adam,15,0.0075,0.3654,0.2148
422,256,15,0.5,16,False,0.0075,1,adam,30,0.0075,0.3654,0.2025
398,256,15,0.5,4,False,0.0075,1,adam,30,0.0075,0.3653,0.2094
64,128,15,0.1,16,False,0.0075,1,adam,45,0.0075,0.3649,0.2116
296,256,15,0.1,2,False,0.005,2,adam,30,0.0075,0.3649,0.1949
14,128,15,0.1,2,False,0.0075,1,adam,30,0.0075,0.3648,0.2164
251,128,30,0.5,4,False,0.005,2,adam,45,0.025,0.3648,0.1789
166,128,30,0.1,2,False,0.0075,2,adam,45,0.0075,0.3648,0.1629
361,256,15,0.5,2,False,0.005,1,adam,15,0.025,0.3647,0.2383
544,256,30,0.5,4,False,0.0075,1,adam,45,0.0075,0.3643,0.1714
339,256,15,0.1,16,False,0.005,1,adam,30,0.025,0.3642,0.2241
264,128,30,0.5,16,False,0.005,1,adam,15,0.0075,0.364,0.171
345,256,15,0.1,16,False,0.005,2,adam,30,0.025,0.3639,0.195
564,256,30,0.5,16,False,0.0075,1,adam,15,0.0075,0.3637,0.1825
268,128,30,0.5,16,False,0.005,1,adam,45,0.0075,0.3637,0.1617
411,256,15,0.5,16,False,0.005,1,adam,30,0.025,0.3636,0.2016
412,256,15,0.5,16,False,0.005,1,adam,45,0.0075,0.3636,0.1985
294,256,15,0.1,2,False,0.005,2,adam,15,0.0075,0.3634,0.1954
427,256,15,0.5,16,False,0.0075,2,adam,15,0.025,0.3633,0.1825
463,256,30,0.1,4,False,0.005,2,adam,15,0.025,0.3633,0.1772
37,128,15,0.1,4,False,0.0075,1,adam,15,0.025,0.3632,0.2341
369,256,15,0.5,2,False,0.005,2,adam,30,0.025,0.3631,0.2122
168,128,30,0.1,4,False,0.005,1,adam,15,0.0075,0.3631,0.1742
163,128,30,0.1,2,False,0.0075,2,adam,15,0.025,0.3629,0.16
552,256,30,0.5,16,False,0.005,1,adam,15,0.0075,0.3628,0.1693
394,256,15,0.5,4,False,0.005,2,adam,45,0.0075,0.3625,0.1937
403,256,15,0.5,4,False,0.0075,2,adam,15,0.025,0.3623,0.2162
155,128,30,0.1,2,False,0.005,2,adam,45,0.025,0.3623,0.1672
451,256,30,0.1,2,False,0.0075,2,adam,15,0.025,0.3621,0.1783
319,256,15,0.1,4,False,0.005,2,adam,15,0.025,0.362,0.215
461,256,30,0.1,4,False,0.005,1,adam,45,0.025,0.3616,0.1706
24,128,15,0.1,4,False,0.005,1,adam,15,0.0075,0.361,0.2115
335,256,15,0.1,4,False,0.0075,2,adam,45,0.025,0.3607,0.2136
167,128,30,0.1,2,False,0.0075,2,adam,45,0.025,0.3607,0.1596
274,128,30,0.5,16,False,0.005,2,adam,45,0.0075,0.3606,0.1661
285,128,30,0.5,16,False,0.0075,2,adam,30,0.025,0.3604,0.1578
100,128,15,0.5,4,False,0.005,1,adam,45,0.0075,0.3601,0.2307
397,256,15,0.5,4,False,0.0075,1,adam,15,0.025,0.3601,0.219
420,256,15,0.5,16,False,0.0075,1,adam,15,0.0075,0.36,0.2049
349,256,15,0.1,16,False,0.0075,1,adam,15,0.025,0.3599,0.2073
106,128,15,0.5,4,False,0.005,2,adam,45,0.0075,0.3599,0.1982
156,128,30,0.1,2,False,0.0075,1,adam,15,0.0075,0.3598,0.1961
315,256,15,0.1,4,False,0.005,1,adam,30,0.025,0.3598,0.1913
518,256,30,0.5,2,False,0.0075,1,adam,30,0.0075,0.3596,0.1819
230,128,30,0.5,2,False,0.0075,1,adam,30,0.0075,0.3596,0.1529
36,128,15,0.1,4,False,0.0075,1,adam,15,0.0075,0.3594,0.205
164,128,30,0.1,2,False,0.0075,2,adam,30,0.0075,0.3593,0.1569
195,128,30,0.1,16,False,0.005,1,adam,30,0.025,0.3591,0.1584
282,128,30,0.5,16,False,0.0075,2,adam,15,0.0075,0.3589,0.188
338,256,15,0.1,16,False,0.005,1,adam,30,0.0075,0.3586,0.202
494,256,30,0.1,16,False,0.0075,1,adam,30,0.0075,0.3585,0.1787
525,256,30,0.5,2,False,0.0075,2,adam,30,0.025,0.3584,0.1752
343,256,15,0.1,16,False,0.005,2,adam,15,0.025,0.3583,0.2068
388,256,15,0.5,4,False,0.005,1,adam,45,0.0075,0.3583,0.1974
46,128,15,0.1,4,False,0.0075,2,adam,45,0.0075,0.3582,0.1743
232,128,30,0.5,2,False,0.0075,1,adam,45,0.0075,0.3582,0.1599
322,256,15,0.1,4,False,0.005,2,adam,45,0.0075,0.3579,0.1829
297,256,15,0.1,2,False,0.005,2,adam,30,0.025,0.3578,0.1923
71,128,15,0.1,16,False,0.0075,2,adam,45,0.025,0.3577,0.2208
47,128,15,0.1,4,False,0.0075,2,adam,45,0.025,0.3576,0.1913
210,128,30,0.1,16,False,0.0075,2,adam,15,0.0075,0.3576,0.1679
298,256,15,0.1,2,False,0.005,2,adam,45,0.0075,0.3575,0.1743
29,128,15,0.1,4,False,0.005,1,adam,45,0.025,0.3571,0.2028
116,128,15,0.5,4,False,0.0075,2,adam,30,0.0075,0.3571,0.193
492,256,30,0.1,16,False,0.0075,1,adam,15,0.0075,0.3571,0.1736
238,128,30,0.5,2,False,0.0075,2,adam,45,0.0075,0.3571,0.1727
211,128,30,0.1,16,False,0.0075,2,adam,15,0.025,0.3571,0.1569
23,128,15,0.1,2,False,0.0075,2,adam,45,0.025,0.3566,0.2089
33,128,15,0.1,4,False,0.005,2,adam,30,0.025,0.3566,0.1993
246,128,30,0.5,4,False,0.005,2,adam,15,0.0075,0.3566,0.1697
177,128,30,0.1,4,False,0.005,2,adam,30,0.025,0.3565,0.1603
52,128,15,0.1,16,False,0.005,1,adam,45,0.0075,0.3561,0.2159
357,256,15,0.1,16,False,0.0075,2,adam,30,0.025,0.356,0.1942
206,128,30,0.1,16,False,0.0075,1,adam,30,0.0075,0.3556,0.1834
321,256,15,0.1,4,False,0.005,2,adam,30,0.025,0.3553,0.1974
410,256,15,0.5,16,False,0.005,1,adam,30,0.0075,0.3551,0.2084
35,128,15,0.1,4,False,0.005,2,adam,45,0.025,0.3551,0.2033
213,128,30,0.1,16,False,0.0075,2,adam,30,0.025,0.355,0.1429
