,batch_size,bce_pos_class_weight,dropout_p,hidden_layer_size,input_layer_norm,lr,num_layers,optimizer_type,sequence_length,weight_decay,tss,hss
361,128,65,0.3,2,False,0.01,1,adam,15,0.075,0.4237,0.1607
230,128,35,0.3,2,False,0.025,1,adam,40,0.001,0.423,0.2003
351,128,65,0.1,64,False,0.025,1,adam,40,0.075,0.4227,0.142
380,128,65,0.3,2,False,0.025,2,adam,40,0.001,0.4222,0.1432
396,128,65,0.3,4,False,0.025,1,adam,15,0.001,0.4218,0.138
800,256,65,0.3,2,False,0.01,2,adam,40,0.001,0.4216,0.1343
254,128,35,0.3,4,False,0.025,1,adam,40,0.001,0.4212,0.2032
673,256,35,0.3,4,False,0.01,1,adam,15,0.075,0.4207,0.1897
382,128,65,0.3,2,False,0.025,2,adam,45,0.001,0.4204,0.1673
159,128,35,0.1,2,False,0.025,1,adam,40,0.075,0.4203,0.2378
724,256,65,0.1,2,False,0.01,1,adam,45,0.001,0.4203,0.1285
328,128,65,0.1,4,False,0.025,1,adam,45,0.001,0.4198,0.1488
341,128,65,0.1,64,False,0.01,1,adam,45,0.075,0.4197,0.1427
359,128,65,0.1,64,False,0.025,2,adam,45,0.075,0.4197,0.0973
291,128,65,0.1,2,False,0.01,1,adam,40,0.075,0.4194,0.1563
725,256,65,0.1,2,False,0.01,1,adam,45,0.075,0.4193,0.1746
576,256,35,0.1,2,False,0.01,1,adam,15,0.001,0.4188,0.177
228,128,35,0.3,2,False,0.025,1,adam,15,0.001,0.4184,0.186
644,256,35,0.1,64,False,0.025,2,adam,40,0.001,0.4179,0.2069
203,128,35,0.1,64,False,0.01,2,adam,45,0.075,0.417,0.1955
753,256,65,0.1,4,False,0.01,2,adam,40,0.075,0.417,0.1586
767,256,65,0.1,4,False,0.025,2,adam,45,0.075,0.4165,0.123
395,128,65,0.3,4,False,0.01,2,adam,45,0.075,0.4162,0.1202
305,128,65,0.1,2,False,0.025,1,adam,45,0.075,0.4159,0.1474
473,256,15,0.1,4,False,0.025,1,adam,45,0.075,0.4155,0.2474
593,256,35,0.1,2,False,0.025,1,adam,45,0.075,0.4155,0.1834
842,256,65,0.3,64,False,0.01,1,adam,40,0.001,0.4154,0.1866
178,128,35,0.1,4,False,0.01,2,adam,45,0.001,0.4153,0.181
314,128,65,0.1,4,False,0.01,1,adam,40,0.001,0.4152,0.1755
641,256,35,0.1,64,False,0.025,1,adam,45,0.075,0.4151,0.1768
421,128,65,0.3,64,False,0.025,1,adam,15,0.075,0.4148,0.1217
404,128,65,0.3,4,False,0.025,2,adam,40,0.001,0.4147,0.1552
331,128,65,0.1,4,False,0.025,2,adam,15,0.075,0.4141,0.0885
289,128,65,0.1,2,False,0.01,1,adam,15,0.075,0.4139,0.1531
661,256,35,0.3,2,False,0.025,1,adam,15,0.075,0.4131,0.1896
732,256,65,0.1,2,False,0.025,1,adam,15,0.001,0.4127,0.1284
674,256,35,0.3,4,False,0.01,1,adam,40,0.001,0.4126,0.2087
188,128,35,0.1,4,False,0.025,2,adam,40,0.001,0.4126,0.1774
375,128,65,0.3,2,False,0.025,1,adam,40,0.075,0.4114,0.125
29,128,15,0.1,4,False,0.01,1,adam,45,0.075,0.4111,0.2436
197,128,35,0.1,64,False,0.01,1,adam,45,0.075,0.4109,0.1646
652,256,35,0.3,2,False,0.01,1,adam,45,0.001,0.4101,0.1735
402,128,65,0.3,4,False,0.025,2,adam,15,0.001,0.4094,0.1605
545,256,15,0.3,4,False,0.025,1,adam,45,0.075,0.4087,0.2611
177,128,35,0.1,4,False,0.01,2,adam,40,0.075,0.4087,0.1604
735,256,65,0.1,2,False,0.025,1,adam,40,0.075,0.4085,0.1888
653,256,35,0.3,2,False,0.01,1,adam,45,0.075,0.4082,0.1873
720,256,65,0.1,2,False,0.01,1,adam,15,0.001,0.408,0.1558
169,128,35,0.1,4,False,0.01,1,adam,15,0.075,0.407,0.169
679,256,35,0.3,4,False,0.01,2,adam,15,0.075,0.4068,0.171
72,128,15,0.3,2,False,0.01,1,adam,15,0.001,0.4067,0.2764
829,256,65,0.3,4,False,0.025,1,adam,15,0.075,0.4066,0.1289
294,128,65,0.1,2,False,0.01,2,adam,15,0.001,0.4063,0.1536
371,128,65,0.3,2,False,0.01,2,adam,45,0.075,0.4062,0.1189
181,128,35,0.1,4,False,0.025,1,adam,15,0.075,0.4055,0.1657
304,128,65,0.1,2,False,0.025,1,adam,45,0.001,0.405,0.1341
665,256,35,0.3,2,False,0.025,1,adam,45,0.075,0.4048,0.1941
101,128,15,0.3,4,False,0.01,1,adam,45,0.075,0.4046,0.2589
205,128,35,0.1,64,False,0.025,1,adam,15,0.075,0.4046,0.1665
839,256,65,0.3,4,False,0.025,2,adam,45,0.075,0.4046,0.1093
579,256,35,0.1,2,False,0.01,1,adam,40,0.075,0.4043,0.1856
349,128,65,0.1,64,False,0.025,1,adam,15,0.075,0.4043,0.1308
737,256,65,0.1,2,False,0.025,1,adam,45,0.075,0.404,0.1362
330,128,65,0.1,4,False,0.025,2,adam,15,0.001,0.4037,0.1233
354,128,65,0.1,64,False,0.025,2,adam,15,0.001,0.4036,0.1406
363,128,65,0.3,2,False,0.01,1,adam,40,0.075,0.4036,0.1404
733,256,65,0.1,2,False,0.025,1,adam,15,0.075,0.4028,0.133
704,256,35,0.3,64,False,0.01,2,adam,40,0.001,0.4025,0.2177
744,256,65,0.1,4,False,0.01,1,adam,15,0.001,0.4023,0.1424
754,256,65,0.1,4,False,0.01,2,adam,45,0.001,0.4014,0.1777
231,128,35,0.3,2,False,0.025,1,adam,40,0.075,0.4012,0.161
705,256,35,0.3,64,False,0.01,2,adam,40,0.075,0.4011,0.1733
216,128,35,0.3,2,False,0.01,1,adam,15,0.001,0.4005,0.1632
613,256,35,0.1,4,False,0.025,1,adam,15,0.075,0.4003,0.1435
90,128,15,0.3,2,False,0.025,2,adam,15,0.001,0.4002,0.2272
707,256,35,0.3,64,False,0.01,2,adam,45,0.075,0.4002,0.1731
716,256,35,0.3,64,False,0.025,2,adam,40,0.001,0.4,0.1885
751,256,65,0.1,4,False,0.01,2,adam,15,0.075,0.3999,0.1287
601,256,35,0.1,4,False,0.01,1,adam,15,0.075,0.3998,0.1643
651,256,35,0.3,2,False,0.01,1,adam,40,0.075,0.3994,0.1845
322,128,65,0.1,4,False,0.01,2,adam,45,0.001,0.3992,0.1564
815,256,65,0.3,2,False,0.025,2,adam,45,0.075,0.3992,0.1213
125,128,15,0.3,64,False,0.01,1,adam,45,0.075,0.3991,0.2275
310,128,65,0.1,2,False,0.025,2,adam,45,0.001,0.3991,0.1542
588,256,35,0.1,2,False,0.025,1,adam,15,0.001,0.3989,0.1997
388,128,65,0.3,4,False,0.01,1,adam,45,0.001,0.3988,0.1254
810,256,65,0.3,2,False,0.025,2,adam,15,0.001,0.3986,0.1431
22,128,15,0.1,2,False,0.025,2,adam,45,0.001,0.3984,0.196
591,256,35,0.1,2,False,0.025,1,adam,40,0.075,0.3984,0.191
760,256,65,0.1,4,False,0.025,1,adam,45,0.001,0.3981,0.1555
821,256,65,0.3,4,False,0.01,1,adam,45,0.075,0.398,0.1557
417,128,65,0.3,64,False,0.01,2,adam,40,0.075,0.3978,0.1234
663,256,35,0.3,2,False,0.025,1,adam,40,0.075,0.3977,0.193
186,128,35,0.1,4,False,0.025,2,adam,15,0.001,0.3976,0.16
413,128,65,0.3,64,False,0.01,1,adam,45,0.075,0.3965,0.1363
555,256,15,0.3,64,False,0.01,1,adam,40,0.075,0.3964,0.2359
709,256,35,0.3,64,False,0.025,1,adam,15,0.075,0.3963,0.1548
457,256,15,0.1,4,False,0.01,1,adam,15,0.075,0.396,0.2253
797,256,65,0.3,2,False,0.01,1,adam,45,0.075,0.396,0.1382
273,128,35,0.3,64,False,0.01,2,adam,40,0.075,0.3959,0.168
816,256,65,0.3,4,False,0.01,1,adam,15,0.001,0.3958,0.1462
717,256,35,0.3,64,False,0.025,2,adam,40,0.075,0.3954,0.1608
633,256,35,0.1,64,False,0.01,2,adam,40,0.075,0.3947,0.1758
675,256,35,0.3,4,False,0.01,1,adam,40,0.075,0.3945,0.1777
722,256,65,0.1,2,False,0.01,1,adam,40,0.001,0.3944,0.1463
777,256,65,0.1,64,False,0.01,2,adam,40,0.075,0.3943,0.1389
793,256,65,0.3,2,False,0.01,1,adam,15,0.075,0.3939,0.1322
605,256,35,0.1,4,False,0.01,1,adam,45,0.075,0.3937,0.1677
148,128,35,0.1,2,False,0.01,1,adam,45,0.001,0.3936,0.1788
721,256,65,0.1,2,False,0.01,1,adam,15,0.075,0.3934,0.14
746,256,65,0.1,4,False,0.01,1,adam,40,0.001,0.3933,0.1545
813,256,65,0.3,2,False,0.025,2,adam,40,0.075,0.3931,0.1145
620,256,35,0.1,4,False,0.025,2,adam,40,0.001,0.393,0.177
635,256,35,0.1,64,False,0.01,2,adam,45,0.075,0.393,0.1561
723,256,65,0.1,2,False,0.01,1,adam,40,0.075,0.3928,0.155
625,256,35,0.1,64,False,0.01,1,adam,15,0.075,0.3928,0.1517
98,128,15,0.3,4,False,0.01,1,adam,40,0.001,0.3924,0.2383
602,256,35,0.1,4,False,0.01,1,adam,40,0.001,0.3921,0.1962
685,256,35,0.3,4,False,0.025,1,adam,15,0.075,0.392,0.1631
589,256,35,0.1,2,False,0.025,1,adam,15,0.075,0.3919,0.1266
144,128,35,0.1,2,False,0.01,1,adam,15,0.001,0.3918,0.1708
151,128,35,0.1,2,False,0.01,2,adam,15,0.075,0.3915,0.1649
320,128,65,0.1,4,False,0.01,2,adam,40,0.001,0.3914,0.1509
337,128,65,0.1,64,False,0.01,1,adam,15,0.075,0.3914,0.1273
471,256,15,0.1,4,False,0.025,1,adam,40,0.075,0.3912,0.2447
807,256,65,0.3,2,False,0.025,1,adam,40,0.075,0.391,0.154
53,128,15,0.1,64,False,0.01,1,adam,45,0.075,0.3908,0.212
648,256,35,0.3,2,False,0.01,1,adam,15,0.001,0.3908,0.1785
200,128,35,0.1,64,False,0.01,2,adam,40,0.001,0.3907,0.1937
645,256,35,0.1,64,False,0.025,2,adam,40,0.075,0.3907,0.1456
483,256,15,0.1,64,False,0.01,1,adam,40,0.075,0.3905,0.2185
219,128,35,0.3,2,False,0.01,1,adam,40,0.075,0.3905,0.1628
201,128,35,0.1,64,False,0.01,2,adam,40,0.075,0.3905,0.1575
788,256,65,0.1,64,False,0.025,2,adam,40,0.001,0.3901,0.1541
659,256,35,0.3,2,False,0.01,2,adam,45,0.075,0.3894,0.1558
832,256,65,0.3,4,False,0.025,1,adam,45,0.001,0.3894,0.1366
99,128,15,0.3,4,False,0.01,1,adam,40,0.075,0.3893,0.2315
697,256,35,0.3,64,False,0.01,1,adam,15,0.075,0.3893,0.1496
419,128,65,0.3,64,False,0.01,2,adam,45,0.075,0.3893,0.128
814,256,65,0.3,2,False,0.025,2,adam,45,0.001,0.3891,0.1562
372,128,65,0.3,2,False,0.025,1,adam,15,0.001,0.389,0.1107
440,256,15,0.1,2,False,0.01,2,adam,40,0.001,0.3889,0.2539
150,128,35,0.1,2,False,0.01,2,adam,15,0.001,0.3888,0.1765
647,256,35,0.1,64,False,0.025,2,adam,45,0.075,0.3888,0.1734
394,128,65,0.3,4,False,0.01,2,adam,45,0.001,0.3888,0.1515
592,256,35,0.1,2,False,0.025,1,adam,45,0.001,0.3886,0.1849
623,256,35,0.1,4,False,0.025,2,adam,45,0.075,0.3885,0.1751
0,128,15,0.1,2,False,0.01,1,adam,15,0.001,0.3883,0.2301
837,256,65,0.3,4,False,0.025,2,adam,40,0.075,0.3883,0.1412
734,256,65,0.1,2,False,0.025,1,adam,40,0.001,0.3883,0.1321
805,256,65,0.3,2,False,0.025,1,adam,15,0.075,0.3883,0.1197
160,128,35,0.1,2,False,0.025,1,adam,45,0.001,0.3879,0.1704
763,256,65,0.1,4,False,0.025,2,adam,15,0.075,0.3879,0.1303
835,256,65,0.3,4,False,0.025,2,adam,15,0.075,0.3879,0.1074
719,256,35,0.3,64,False,0.025,2,adam,45,0.075,0.3878,0.1498
469,256,15,0.1,4,False,0.025,1,adam,15,0.075,0.3874,0.2103
334,128,65,0.1,4,False,0.025,2,adam,45,0.001,0.387,0.1546
578,256,35,0.1,2,False,0.01,1,adam,40,0.001,0.3866,0.1622
688,256,35,0.3,4,False,0.025,1,adam,45,0.001,0.3865,0.1716
168,128,35,0.1,4,False,0.01,1,adam,15,0.001,0.3865,0.164
149,128,35,0.1,2,False,0.01,1,adam,45,0.075,0.3864,0.1803
251,128,35,0.3,4,False,0.01,2,adam,45,0.075,0.3862,0.1747
461,256,15,0.1,4,False,0.01,1,adam,45,0.075,0.3855,0.2217
672,256,35,0.3,4,False,0.01,1,adam,15,0.001,0.3855,0.1697
681,256,35,0.3,4,False,0.01,2,adam,40,0.075,0.3853,0.1673
531,256,15,0.3,4,False,0.01,1,adam,40,0.075,0.3851,0.2248
631,256,35,0.1,64,False,0.01,2,adam,15,0.075,0.3849,0.146
727,256,65,0.1,2,False,0.01,2,adam,15,0.075,0.3848,0.1369
636,256,35,0.1,64,False,0.025,1,adam,15,0.001,0.3846,0.1767
812,256,65,0.3,2,False,0.025,2,adam,40,0.001,0.3846,0.1677
803,256,65,0.3,2,False,0.01,2,adam,45,0.075,0.3846,0.1414
432,256,15,0.1,2,False,0.01,1,adam,15,0.001,0.3844,0.2448
668,256,35,0.3,2,False,0.025,2,adam,40,0.001,0.3843,0.1769
557,256,15,0.3,64,False,0.01,1,adam,45,0.075,0.3842,0.196
755,256,65,0.1,4,False,0.01,2,adam,45,0.075,0.3842,0.1398
223,128,35,0.3,2,False,0.01,2,adam,15,0.075,0.3836,0.1423
123,128,15,0.3,64,False,0.01,1,adam,40,0.075,0.3834,0.2075
247,128,35,0.3,4,False,0.01,2,adam,15,0.075,0.3831,0.1636
222,128,35,0.3,2,False,0.01,2,adam,15,0.001,0.3827,0.174
345,128,65,0.1,64,False,0.01,2,adam,40,0.075,0.3827,0.126
607,256,35,0.1,4,False,0.01,2,adam,15,0.075,0.3826,0.1616
249,128,35,0.3,4,False,0.01,2,adam,40,0.075,0.3823,0.1713
210,128,35,0.1,64,False,0.025,2,adam,15,0.001,0.3821,0.1298
155,128,35,0.1,2,False,0.01,2,adam,45,0.075,0.382,0.1676
758,256,65,0.1,4,False,0.025,1,adam,40,0.001,0.3819,0.1518
376,128,65,0.3,2,False,0.025,1,adam,45,0.001,0.3817,0.1383
845,256,65,0.3,64,False,0.01,1,adam,45,0.075,0.3811,0.1238
577,256,35,0.1,2,False,0.01,1,adam,15,0.075,0.3809,0.1774
594,256,35,0.1,2,False,0.025,2,adam,15,0.001,0.3809,0.1643
353,128,65,0.1,64,False,0.025,1,adam,45,0.075,0.3809,0.121
288,128,65,0.1,2,False,0.01,1,adam,15,0.001,0.3807,0.1538
616,256,35,0.1,4,False,0.025,1,adam,45,0.001,0.3805,0.1902
495,256,15,0.1,64,False,0.025,1,adam,40,0.075,0.3804,0.2077
25,128,15,0.1,4,False,0.01,1,adam,15,0.075,0.3804,0.1999
232,128,35,0.3,2,False,0.025,1,adam,45,0.001,0.3802,0.1769
708,256,35,0.3,64,False,0.025,1,adam,15,0.001,0.3802,0.1652
752,256,65,0.1,4,False,0.01,2,adam,40,0.001,0.3801,0.1568
703,256,35,0.3,64,False,0.01,2,adam,15,0.075,0.3799,0.1455
409,128,65,0.3,64,False,0.01,1,adam,15,0.075,0.3799,0.1224
302,128,65,0.1,2,False,0.025,1,adam,40,0.001,0.3796,0.1329
369,128,65,0.3,2,False,0.01,2,adam,40,0.075,0.3795,0.1132
437,256,15,0.1,2,False,0.01,1,adam,45,0.075,0.3784,0.2219
599,256,35,0.1,2,False,0.025,2,adam,45,0.075,0.3783,0.1461
611,256,35,0.1,4,False,0.01,2,adam,45,0.075,0.3782,0.1616
726,256,65,0.1,2,False,0.01,2,adam,15,0.001,0.3779,0.1582
157,128,35,0.1,2,False,0.025,1,adam,15,0.075,0.3779,0.1505
36,128,15,0.1,4,False,0.025,1,adam,15,0.001,0.3777,0.205
600,256,35,0.1,4,False,0.01,1,adam,15,0.001,0.3776,0.1951
823,256,65,0.3,4,False,0.01,2,adam,15,0.075,0.3776,0.1283
683,256,35,0.3,4,False,0.01,2,adam,45,0.075,0.3775,0.1638
622,256,35,0.1,4,False,0.025,2,adam,45,0.001,0.3773,0.1544
662,256,35,0.3,2,False,0.025,1,adam,40,0.001,0.377,0.2249
295,128,65,0.1,2,False,0.01,2,adam,15,0.075,0.377,0.1154
236,128,35,0.3,2,False,0.025,2,adam,40,0.001,0.3769,0.1789
113,128,15,0.3,4,False,0.025,1,adam,45,0.075,0.3767,0.224
597,256,35,0.1,2,False,0.025,2,adam,40,0.075,0.3766,0.1411
154,128,35,0.1,2,False,0.01,2,adam,45,0.001,0.3765,0.1732
321,128,65,0.1,4,False,0.01,2,adam,40,0.075,0.3765,0.1177
282,128,35,0.3,64,False,0.025,2,adam,15,0.001,0.3762,0.2014
299,128,65,0.1,2,False,0.01,2,adam,45,0.075,0.3761,0.1381
795,256,65,0.3,2,False,0.01,1,adam,40,0.075,0.3759,0.1416
179,128,35,0.1,4,False,0.01,2,adam,45,0.075,0.3759,0.1371
215,128,35,0.1,64,False,0.025,2,adam,45,0.075,0.3759,0.1136
427,128,65,0.3,64,False,0.025,2,adam,15,0.075,0.3759,0.0933
118,128,15,0.3,4,False,0.025,2,adam,45,0.001,0.3758,0.2068
383,128,65,0.3,2,False,0.025,2,adam,45,0.075,0.3756,0.1066
37,128,15,0.1,4,False,0.025,1,adam,15,0.075,0.3755,0.189
621,256,35,0.1,4,False,0.025,2,adam,40,0.075,0.3754,0.1435
715,256,35,0.3,64,False,0.025,2,adam,15,0.075,0.3753,0.1493
313,128,65,0.1,4,False,0.01,1,adam,15,0.075,0.3753,0.1263
827,256,65,0.3,4,False,0.01,2,adam,45,0.075,0.375,0.1416
861,256,65,0.3,64,False,0.025,2,adam,40,0.075,0.375,0.1203
741,256,65,0.1,2,False,0.025,2,adam,40,0.075,0.3742,0.1462
567,256,15,0.3,64,False,0.025,1,adam,40,0.075,0.3741,0.2091
731,256,65,0.1,2,False,0.01,2,adam,45,0.075,0.374,0.1377
261,128,35,0.3,4,False,0.025,2,adam,40,0.075,0.3737,0.1474
643,256,35,0.1,64,False,0.025,2,adam,15,0.075,0.3736,0.1371
336,128,65,0.1,64,False,0.01,1,adam,15,0.001,0.3734,0.1643
619,256,35,0.1,4,False,0.025,2,adam,15,0.075,0.3732,0.1246
242,128,35,0.3,4,False,0.01,1,adam,40,0.001,0.373,0.1652
296,128,65,0.1,2,False,0.01,2,adam,40,0.001,0.373,0.1523
712,256,35,0.3,64,False,0.025,1,adam,45,0.001,0.3728,0.2013
452,256,15,0.1,2,False,0.025,2,adam,40,0.001,0.3727,0.2104
367,128,65,0.3,2,False,0.01,2,adam,15,0.075,0.3725,0.1198
529,256,15,0.3,4,False,0.01,1,adam,15,0.075,0.3723,0.2044
