,batch_size,bce_pos_class_weight,cnn_filters,dropout_p,fc_size,lr,optimizer_type,sequence_length,weight_decay,tss,hss
307,1024,15,192,0.25,2560,0.005,sgd,45,0.05,0.6129,0.2906
444,1024,60,192,0.25,2560,0.05,adam,40,0.01,0.6122,0.115
174,512,60,192,0.25,1536,0.05,adam,45,0.01,0.612,0.106
142,512,60,192,0.1,1536,0.05,adam,45,0.01,0.6118,0.113
396,1024,60,192,0.1,1536,0.05,adam,40,0.01,0.6114,0.1005
509,1024,60,512,0.25,2560,0.05,adam,40,0.05,0.6112,0.1252
415,1024,60,192,0.1,2560,0.05,adam,45,0.05,0.6111,0.1084
64,512,15,512,0.1,1536,0.005,sgd,40,0.01,0.611,0.2856
470,1024,60,512,0.1,2560,0.005,adam,45,0.01,0.611,0.1956
231,512,60,512,0.25,1536,0.005,adam,45,0.05,0.6105,0.1035
291,1024,15,192,0.25,1536,0.005,sgd,45,0.05,0.6103,0.2909
189,512,60,192,0.25,2560,0.05,adam,40,0.05,0.6102,0.1547
169,512,60,192,0.25,1536,0.05,sgd,40,0.05,0.6096,0.1169
80,512,15,512,0.1,2560,0.005,sgd,40,0.01,0.6093,0.2801
408,1024,60,192,0.1,2560,0.05,sgd,40,0.01,0.6085,0.2497
197,512,60,512,0.1,1536,0.005,adam,40,0.05,0.6064,0.1037
474,1024,60,512,0.1,2560,0.05,sgd,45,0.01,0.606,0.2173
445,1024,60,192,0.25,2560,0.05,adam,40,0.05,0.6059,0.1694
256,1024,15,192,0.1,1536,0.005,sgd,40,0.01,0.6057,0.2949
258,1024,15,192,0.1,1536,0.005,sgd,45,0.01,0.6047,0.3112
18,512,15,192,0.1,2560,0.005,sgd,45,0.01,0.6047,0.2843
476,1024,60,512,0.1,2560,0.05,adam,40,0.01,0.6039,0.1038
274,1024,15,192,0.1,2560,0.005,sgd,45,0.01,0.6035,0.3128
1,512,15,192,0.1,1536,0.005,sgd,40,0.05,0.6029,0.2931
66,512,15,512,0.1,1536,0.005,sgd,45,0.01,0.6022,0.2936
341,1024,15,512,0.1,2560,0.005,adam,40,0.05,0.6021,0.2344
119,512,15,512,0.25,2560,0.005,adam,45,0.05,0.6015,0.2675
248,512,60,512,0.25,2560,0.05,sgd,40,0.01,0.6014,0.1578
6,512,15,192,0.1,1536,0.005,adam,45,0.01,0.6013,0.2574
118,512,15,512,0.25,2560,0.005,adam,45,0.01,0.6011,0.2546
140,512,60,192,0.1,1536,0.05,adam,40,0.01,0.6003,0.097
81,512,15,512,0.1,2560,0.005,sgd,40,0.05,0.5997,0.2844
158,512,60,192,0.1,2560,0.05,adam,45,0.01,0.5991,0.1008
272,1024,15,192,0.1,2560,0.005,sgd,40,0.01,0.5987,0.3059
249,512,60,512,0.25,2560,0.05,sgd,40,0.05,0.5985,0.1214
17,512,15,192,0.1,2560,0.005,sgd,40,0.05,0.5974,0.2999
16,512,15,192,0.1,2560,0.005,sgd,40,0.01,0.5974,0.2986
22,512,15,192,0.1,2560,0.005,adam,45,0.01,0.5971,0.2631
159,512,60,192,0.1,2560,0.05,adam,45,0.05,0.5967,0.1239
86,512,15,512,0.1,2560,0.005,adam,45,0.01,0.5966,0.2449
508,1024,60,512,0.25,2560,0.05,adam,40,0.01,0.5963,0.1
273,1024,15,192,0.1,2560,0.005,sgd,40,0.05,0.5961,0.3083
338,1024,15,512,0.1,2560,0.005,sgd,45,0.01,0.596,0.3166
250,512,60,512,0.25,2560,0.05,sgd,45,0.01,0.5959,0.1167
358,1024,15,512,0.25,1536,0.005,adam,45,0.01,0.5956,0.2979
320,1024,15,512,0.1,1536,0.005,sgd,40,0.01,0.5955,0.3057
56,512,15,192,0.25,2560,0.05,sgd,40,0.01,0.5955,0.2858
323,1024,15,512,0.1,1536,0.005,sgd,45,0.05,0.5949,0.3217
3,512,15,192,0.1,1536,0.005,sgd,45,0.05,0.5948,0.3119
469,1024,60,512,0.1,2560,0.005,adam,40,0.05,0.5946,0.0964
38,512,15,192,0.25,1536,0.005,adam,45,0.01,0.5945,0.2855
65,512,15,512,0.1,1536,0.005,sgd,40,0.05,0.594,0.3104
337,1024,15,512,0.1,2560,0.005,sgd,40,0.05,0.5939,0.3105
217,512,60,512,0.1,2560,0.05,sgd,40,0.05,0.5939,0.1314
374,1024,15,512,0.25,2560,0.005,adam,45,0.01,0.5932,0.1936
229,512,60,512,0.25,1536,0.005,adam,40,0.05,0.5925,0.0893
20,512,15,192,0.1,2560,0.005,adam,40,0.01,0.5924,0.304
100,512,15,512,0.25,1536,0.005,adam,40,0.01,0.5921,0.2839
311,1024,15,192,0.25,2560,0.005,adam,45,0.05,0.5916,0.268
322,1024,15,512,0.1,1536,0.005,sgd,45,0.01,0.5914,0.314
503,1024,60,512,0.25,2560,0.005,adam,45,0.05,0.5901,0.1278
257,1024,15,192,0.1,1536,0.005,sgd,40,0.05,0.5886,0.3152
102,512,15,512,0.25,1536,0.005,adam,45,0.01,0.5883,0.2692
19,512,15,192,0.1,2560,0.005,sgd,45,0.05,0.5875,0.3018
36,512,15,192,0.25,1536,0.005,adam,40,0.01,0.5871,0.3044
431,1024,60,192,0.25,1536,0.05,adam,45,0.05,0.5871,0.1426
321,1024,15,512,0.1,1536,0.005,sgd,40,0.05,0.586,0.3121
259,1024,15,192,0.1,1536,0.005,sgd,45,0.05,0.5857,0.3186
275,1024,15,192,0.1,2560,0.005,sgd,45,0.05,0.5855,0.3177
339,1024,15,512,0.1,2560,0.005,sgd,45,0.05,0.5851,0.3222
398,1024,60,192,0.1,1536,0.05,adam,45,0.01,0.5844,0.0917
188,512,60,192,0.25,2560,0.05,adam,40,0.01,0.5832,0.1014
373,1024,15,512,0.25,2560,0.005,adam,40,0.05,0.5829,0.2254
67,512,15,512,0.1,1536,0.005,sgd,45,0.05,0.5828,0.3171
336,1024,15,512,0.1,2560,0.005,sgd,40,0.01,0.5821,0.3063
175,512,60,192,0.25,1536,0.05,adam,45,0.05,0.5817,0.1765
357,1024,15,512,0.25,1536,0.005,adam,40,0.05,0.5802,0.2568
190,512,60,192,0.25,2560,0.05,adam,45,0.01,0.5789,0.088
414,1024,60,192,0.1,2560,0.05,adam,45,0.01,0.5786,0.1013
42,512,15,192,0.25,1536,0.05,sgd,45,0.01,0.5784,0.294
24,512,15,192,0.1,2560,0.05,sgd,40,0.01,0.5783,0.3227
297,1024,15,192,0.25,1536,0.05,sgd,40,0.05,0.578,0.2905
74,512,15,512,0.1,1536,0.05,sgd,45,0.01,0.5764,0.2786
103,512,15,512,0.25,1536,0.005,adam,45,0.05,0.5764,0.2422
260,1024,15,192,0.1,1536,0.005,adam,40,0.01,0.5742,0.2819
8,512,15,192,0.1,1536,0.05,sgd,40,0.01,0.5739,0.32
471,1024,60,512,0.1,2560,0.005,adam,45,0.05,0.5731,0.1074
173,512,60,192,0.25,1536,0.05,adam,40,0.05,0.5712,0.1686
330,1024,15,512,0.1,1536,0.05,sgd,45,0.01,0.5702,0.294
313,1024,15,192,0.25,2560,0.05,sgd,40,0.05,0.5702,0.2818
314,1024,15,192,0.25,2560,0.05,sgd,45,0.01,0.5699,0.3067
262,1024,15,192,0.1,1536,0.005,adam,45,0.01,0.5692,0.3294
298,1024,15,192,0.25,1536,0.05,sgd,45,0.01,0.5692,0.291
84,512,15,512,0.1,2560,0.005,adam,40,0.01,0.569,0.2938
75,512,15,512,0.1,1536,0.05,sgd,45,0.05,0.5686,0.29
170,512,60,192,0.25,1536,0.05,sgd,45,0.01,0.5683,0.1527
326,1024,15,512,0.1,1536,0.005,adam,45,0.01,0.5676,0.2776
156,512,60,192,0.1,2560,0.05,adam,40,0.01,0.5671,0.1085
57,512,15,192,0.25,2560,0.05,sgd,40,0.05,0.5659,0.2572
356,1024,15,512,0.25,1536,0.005,adam,40,0.01,0.5649,0.3152
157,512,60,192,0.1,2560,0.05,adam,40,0.05,0.5634,0.135
296,1024,15,192,0.25,1536,0.05,sgd,40,0.01,0.5623,0.3295
82,512,15,512,0.1,2560,0.005,sgd,45,0.01,0.5621,0.3137
4,512,15,192,0.1,1536,0.005,adam,40,0.01,0.562,0.2922
359,1024,15,512,0.25,1536,0.005,adam,45,0.05,0.562,0.2181
83,512,15,512,0.1,2560,0.005,sgd,45,0.05,0.5619,0.3223
247,512,60,512,0.25,2560,0.005,adam,45,0.05,0.5611,0.0825
41,512,15,192,0.25,1536,0.05,sgd,40,0.05,0.5609,0.2368
280,1024,15,192,0.1,2560,0.05,sgd,40,0.01,0.5598,0.3238
282,1024,15,192,0.1,2560,0.05,sgd,45,0.01,0.5597,0.2873
295,1024,15,192,0.25,1536,0.005,adam,45,0.05,0.5597,0.2769
377,1024,15,512,0.25,2560,0.05,sgd,40,0.05,0.5597,0.2578
104,512,15,512,0.25,1536,0.05,sgd,40,0.01,0.559,0.3086
502,1024,60,512,0.25,2560,0.005,adam,45,0.01,0.5587,0.125
375,1024,15,512,0.25,2560,0.005,adam,45,0.05,0.5586,0.2417
90,512,15,512,0.1,2560,0.05,sgd,45,0.01,0.5585,0.259
237,512,60,512,0.25,1536,0.05,adam,40,0.05,0.5582,0.1152
447,1024,60,192,0.25,2560,0.05,adam,45,0.05,0.5577,0.1535
446,1024,60,192,0.25,2560,0.05,adam,45,0.01,0.5575,0.1059
378,1024,15,512,0.25,2560,0.05,sgd,45,0.01,0.556,0.3013
265,1024,15,192,0.1,1536,0.05,sgd,40,0.05,0.5549,0.3368
477,1024,60,512,0.1,2560,0.05,adam,40,0.05,0.5549,0.0869
494,1024,60,512,0.25,1536,0.05,adam,45,0.01,0.5548,0.0848
143,512,60,192,0.1,1536,0.05,adam,45,0.05,0.5541,0.1321
91,512,15,512,0.1,2560,0.05,sgd,45,0.05,0.554,0.2931
361,1024,15,512,0.25,1536,0.05,sgd,40,0.05,0.5538,0.2633
312,1024,15,192,0.25,2560,0.05,sgd,40,0.01,0.5536,0.3095
205,512,60,512,0.1,1536,0.05,adam,40,0.05,0.553,0.1633
27,512,15,192,0.1,2560,0.05,sgd,45,0.05,0.5511,0.3087
59,512,15,192,0.25,2560,0.05,sgd,45,0.05,0.5501,0.2694
266,1024,15,192,0.1,1536,0.05,sgd,45,0.01,0.55,0.2732
54,512,15,192,0.25,2560,0.005,adam,45,0.01,0.5494,0.2892
346,1024,15,512,0.1,2560,0.05,sgd,45,0.01,0.5493,0.3484
222,512,60,512,0.1,2560,0.05,adam,45,0.01,0.5493,0.1262
70,512,15,512,0.1,1536,0.005,adam,45,0.01,0.5488,0.2937
73,512,15,512,0.1,1536,0.05,sgd,40,0.05,0.5483,0.2983
485,1024,60,512,0.25,1536,0.005,adam,40,0.05,0.5474,0.1022
325,1024,15,512,0.1,1536,0.005,adam,40,0.05,0.5471,0.2982
362,1024,15,512,0.25,1536,0.05,sgd,45,0.01,0.5469,0.313
107,512,15,512,0.25,1536,0.05,sgd,45,0.05,0.5465,0.2826
