,batch_size,bce_pos_class_weight,cnn_filters,dropout_p,fc_size,lr,optimizer_type,sequence_length,weight_decay,tss,hss
223,1024,65,32,0.25,2048,0.025,adam,45,0.04,0.6379,0.1262
219,1024,65,32,0.25,2048,0.005,adam,45,0.04,0.637,0.1597
100,512,65,128,0.1,1024,0.025,sgd,45,0.02,0.6368,0.1531
76,512,65,32,0.1,2048,0.025,sgd,45,0.02,0.6362,0.1169
116,512,65,128,0.25,1024,0.025,sgd,45,0.02,0.636,0.1528
97,512,65,128,0.1,1024,0.005,sgd,45,0.04,0.636,0.1202
252,1024,65,128,0.25,2048,0.025,sgd,45,0.02,0.6354,0.1393
108,512,65,128,0.1,2048,0.025,sgd,45,0.02,0.6353,0.1592
81,512,65,32,0.25,1024,0.005,sgd,45,0.04,0.6346,0.1125
192,1024,65,32,0.1,1024,0.005,sgd,45,0.02,0.6339,0.116
235,1024,65,128,0.1,2048,0.005,adam,45,0.04,0.6335,0.1341
83,512,65,32,0.25,1024,0.005,adam,45,0.04,0.633,0.1188
80,512,65,32,0.25,1024,0.005,sgd,45,0.02,0.6321,0.1171
206,1024,65,32,0.1,2048,0.025,adam,45,0.02,0.6321,0.1134
218,1024,65,32,0.25,2048,0.005,adam,45,0.02,0.6319,0.1489
99,512,65,128,0.1,1024,0.005,adam,45,0.04,0.6309,0.1259
236,1024,65,128,0.1,2048,0.025,sgd,45,0.02,0.6307,0.1644
213,1024,65,32,0.25,1024,0.025,sgd,45,0.04,0.6306,0.1264
195,1024,65,32,0.1,1024,0.005,adam,45,0.04,0.6295,0.1288
222,1024,65,32,0.25,2048,0.025,adam,45,0.02,0.6295,0.1265
66,512,65,32,0.1,1024,0.005,adam,45,0.02,0.6283,0.1371
237,1024,65,128,0.1,2048,0.025,sgd,45,0.04,0.6283,0.1368
115,512,65,128,0.25,1024,0.005,adam,45,0.04,0.6272,0.1182
123,512,65,128,0.25,2048,0.005,adam,45,0.04,0.6269,0.125
82,512,65,32,0.25,1024,0.005,adam,45,0.02,0.6265,0.119
199,1024,65,32,0.1,1024,0.025,adam,45,0.04,0.6264,0.1048
93,512,65,32,0.25,2048,0.025,sgd,45,0.04,0.6259,0.1197
90,512,65,32,0.25,2048,0.005,adam,45,0.02,0.6257,0.1366
126,512,65,128,0.25,2048,0.025,adam,45,0.02,0.6219,0.1211
226,1024,65,128,0.1,1024,0.005,adam,45,0.02,0.621,0.1413
86,512,65,32,0.25,1024,0.025,adam,45,0.02,0.6207,0.1102
124,512,65,128,0.25,2048,0.025,sgd,45,0.02,0.6206,0.1063
73,512,65,32,0.1,2048,0.005,sgd,45,0.04,0.6203,0.1251
117,512,65,128,0.25,1024,0.025,sgd,45,0.04,0.6203,0.1109
101,512,65,128,0.1,1024,0.025,sgd,45,0.04,0.62,0.1261
202,1024,65,32,0.1,2048,0.005,adam,45,0.02,0.6185,0.1378
109,512,65,128,0.1,2048,0.025,sgd,45,0.04,0.6183,0.1025
85,512,65,32,0.25,1024,0.025,sgd,45,0.04,0.6171,0.1072
114,512,65,128,0.25,1024,0.005,adam,45,0.02,0.6167,0.1318
118,512,65,128,0.25,1024,0.025,adam,45,0.02,0.6147,0.1242
113,512,65,128,0.25,1024,0.005,sgd,45,0.04,0.6135,0.1142
78,512,65,32,0.1,2048,0.025,adam,45,0.02,0.6123,0.1019
111,512,65,128,0.1,2048,0.025,adam,45,0.04,0.6059,0.1314
70,512,65,32,0.1,1024,0.025,adam,45,0.02,0.6052,0.1047
75,512,65,32,0.1,2048,0.005,adam,45,0.04,0.6012,0.1377
214,1024,65,32,0.25,1024,0.025,adam,45,0.02,0.6012,0.1002
98,512,65,128,0.1,1024,0.005,adam,45,0.02,0.6005,0.1252
56,512,10,128,0.25,2048,0.005,sgd,45,0.02,0.5964,0.3098
215,1024,65,32,0.25,1024,0.025,adam,45,0.04,0.5953,0.1026
24,512,10,32,0.25,2048,0.005,sgd,45,0.02,0.5908,0.3043
49,512,10,128,0.25,1024,0.005,sgd,45,0.04,0.5897,0.3325
176,1024,10,128,0.25,1024,0.005,sgd,45,0.02,0.5862,0.3081
48,512,10,128,0.25,1024,0.005,sgd,45,0.02,0.5858,0.3078
255,1024,65,128,0.25,2048,0.025,adam,45,0.04,0.581,0.1673
144,1024,10,32,0.25,1024,0.005,sgd,45,0.02,0.5755,0.2992
32,512,10,128,0.1,1024,0.005,sgd,45,0.02,0.5742,0.3369
152,1024,10,32,0.25,2048,0.005,sgd,45,0.02,0.5728,0.3095
57,512,10,128,0.25,2048,0.005,sgd,45,0.04,0.5719,0.3103
184,1024,10,128,0.25,2048,0.005,sgd,45,0.02,0.5715,0.3134
177,1024,10,128,0.25,1024,0.005,sgd,45,0.04,0.571,0.3165
16,512,10,32,0.25,1024,0.005,sgd,45,0.02,0.5704,0.303
246,1024,65,128,0.25,1024,0.025,adam,45,0.02,0.5683,0.1075
40,512,10,128,0.1,2048,0.005,sgd,45,0.02,0.568,0.3346
9,512,10,32,0.1,2048,0.005,sgd,45,0.04,0.568,0.3149
110,512,65,128,0.1,2048,0.025,adam,45,0.02,0.5666,0.0863
185,1024,10,128,0.25,2048,0.005,sgd,45,0.04,0.5661,0.3189
8,512,10,32,0.1,2048,0.005,sgd,45,0.02,0.566,0.323
41,512,10,128,0.1,2048,0.005,sgd,45,0.04,0.5658,0.3295
180,1024,10,128,0.25,1024,0.025,sgd,45,0.02,0.5639,0.305
132,1024,10,32,0.1,1024,0.025,sgd,45,0.02,0.5633,0.3308
52,512,10,128,0.25,1024,0.025,sgd,45,0.02,0.5623,0.3452
25,512,10,32,0.25,2048,0.005,sgd,45,0.04,0.5606,0.3271
28,512,10,32,0.25,2048,0.025,sgd,45,0.02,0.556,0.2924
148,1024,10,32,0.25,1024,0.025,sgd,45,0.02,0.5551,0.3182
145,1024,10,32,0.25,1024,0.005,sgd,45,0.04,0.5547,0.3094
153,1024,10,32,0.25,2048,0.005,sgd,45,0.04,0.553,0.3109
168,1024,10,128,0.1,2048,0.005,sgd,45,0.02,0.5518,0.3396
17,512,10,32,0.25,1024,0.005,sgd,45,0.04,0.5511,0.3387
50,512,10,128,0.25,1024,0.005,adam,45,0.02,0.5511,0.3076
33,512,10,128,0.1,1024,0.005,sgd,45,0.04,0.5507,0.3295
20,512,10,32,0.25,1024,0.025,sgd,45,0.02,0.5477,0.3525
129,1024,10,32,0.1,1024,0.005,sgd,45,0.04,0.5468,0.3247
61,512,10,128,0.25,2048,0.025,sgd,45,0.04,0.545,0.334
136,1024,10,32,0.1,2048,0.005,sgd,45,0.02,0.5448,0.3361
160,1024,10,128,0.1,1024,0.005,sgd,45,0.02,0.5441,0.345
128,1024,10,32,0.1,1024,0.005,sgd,45,0.02,0.5436,0.3181
127,512,65,128,0.25,2048,0.025,adam,45,0.04,0.5431,0.1201
161,1024,10,128,0.1,1024,0.005,sgd,45,0.04,0.5428,0.3412
0,512,10,32,0.1,1024,0.005,sgd,45,0.02,0.5415,0.3347
169,1024,10,128,0.1,2048,0.005,sgd,45,0.04,0.5414,0.3429
137,1024,10,32,0.1,2048,0.005,sgd,45,0.04,0.5405,0.3406
188,1024,10,128,0.25,2048,0.025,sgd,45,0.02,0.5399,0.3478
5,512,10,32,0.1,1024,0.025,sgd,45,0.04,0.5377,0.3427
103,512,65,128,0.1,1024,0.025,adam,45,0.04,0.5371,0.1056
60,512,10,128,0.25,2048,0.025,sgd,45,0.02,0.5366,0.3029
12,512,10,32,0.1,2048,0.025,sgd,45,0.02,0.5364,0.3178
4,512,10,32,0.1,1024,0.025,sgd,45,0.02,0.5334,0.3061
172,1024,10,128,0.1,2048,0.025,sgd,45,0.02,0.533,0.333
238,1024,65,128,0.1,2048,0.025,adam,45,0.02,0.5328,0.0909
239,1024,65,128,0.1,2048,0.025,adam,45,0.04,0.5301,0.1021
102,512,65,128,0.1,1024,0.025,adam,45,0.02,0.53,0.1022
29,512,10,32,0.25,2048,0.025,sgd,45,0.04,0.5298,0.3274
254,1024,65,128,0.25,2048,0.025,adam,45,0.02,0.5298,0.1141
156,1024,10,32,0.25,2048,0.025,sgd,45,0.02,0.5281,0.3519
119,512,65,128,0.25,1024,0.025,adam,45,0.04,0.5275,0.0791
181,1024,10,128,0.25,1024,0.025,sgd,45,0.04,0.5251,0.354
155,1024,10,32,0.25,2048,0.005,adam,45,0.04,0.5244,0.3362
140,1024,10,32,0.1,2048,0.025,sgd,45,0.02,0.5219,0.3625
186,1024,10,128,0.25,2048,0.005,adam,45,0.02,0.5168,0.3233
133,1024,10,32,0.1,1024,0.025,sgd,45,0.04,0.5152,0.3322
1,512,10,32,0.1,1024,0.005,sgd,45,0.04,0.5146,0.3543
18,512,10,32,0.25,1024,0.005,adam,45,0.02,0.5145,0.3201
34,512,10,128,0.1,1024,0.005,adam,45,0.02,0.5143,0.3424
53,512,10,128,0.25,1024,0.025,sgd,45,0.04,0.5142,0.3523
79,512,65,32,0.1,2048,0.025,adam,45,0.04,0.5132,0.1107
149,1024,10,32,0.25,1024,0.025,sgd,45,0.04,0.5092,0.3404
26,512,10,32,0.25,2048,0.005,adam,45,0.02,0.5075,0.354
21,512,10,32,0.25,1024,0.025,sgd,45,0.04,0.5073,0.3422
179,1024,10,128,0.25,1024,0.005,adam,45,0.04,0.5059,0.3184
2,512,10,32,0.1,1024,0.005,adam,45,0.02,0.5055,0.3471
44,512,10,128,0.1,2048,0.025,sgd,45,0.02,0.5043,0.3642
178,1024,10,128,0.25,1024,0.005,adam,45,0.02,0.504,0.3515
58,512,10,128,0.25,2048,0.005,adam,45,0.02,0.5028,0.3289
170,1024,10,128,0.1,2048,0.005,adam,45,0.02,0.5024,0.3353
37,512,10,128,0.1,1024,0.025,sgd,45,0.04,0.5022,0.3468
42,512,10,128,0.1,2048,0.005,adam,45,0.02,0.5004,0.3329
130,1024,10,32,0.1,1024,0.005,adam,45,0.02,0.5002,0.3678
162,1024,10,128,0.1,1024,0.005,adam,45,0.02,0.4983,0.3635
230,1024,65,128,0.1,1024,0.025,adam,45,0.02,0.4964,0.1113
36,512,10,128,0.1,1024,0.025,sgd,45,0.02,0.4956,0.3373
45,512,10,128,0.1,2048,0.025,sgd,45,0.04,0.4896,0.3298
71,512,65,32,0.1,1024,0.025,adam,45,0.04,0.4885,0.0856
138,1024,10,32,0.1,2048,0.005,adam,45,0.02,0.4867,0.3833
154,1024,10,32,0.25,2048,0.005,adam,45,0.02,0.4838,0.358
189,1024,10,128,0.25,2048,0.025,sgd,45,0.04,0.4771,0.351
173,1024,10,128,0.1,2048,0.025,sgd,45,0.04,0.4758,0.3636
157,1024,10,32,0.25,2048,0.025,sgd,45,0.04,0.4756,0.3782
166,1024,10,128,0.1,1024,0.025,adam,45,0.02,0.4752,0.3562
164,1024,10,128,0.1,1024,0.025,sgd,45,0.02,0.4752,0.3432
165,1024,10,128,0.1,1024,0.025,sgd,45,0.04,0.4734,0.359
191,1024,10,128,0.25,2048,0.025,adam,45,0.04,0.4729,0.3446
3,512,10,32,0.1,1024,0.005,adam,45,0.04,0.4709,0.3476
10,512,10,32,0.1,2048,0.005,adam,45,0.02,0.4701,0.3647
182,1024,10,128,0.25,1024,0.025,adam,45,0.02,0.4667,0.3689
163,1024,10,128,0.1,1024,0.005,adam,45,0.04,0.4663,0.3252
141,1024,10,32,0.1,2048,0.025,sgd,45,0.04,0.466,0.3587
134,1024,10,32,0.1,1024,0.025,adam,45,0.02,0.4599,0.3521
13,512,10,32,0.1,2048,0.025,sgd,45,0.04,0.4509,0.3515
142,1024,10,32,0.1,2048,0.025,adam,45,0.02,0.4501,0.3695
187,1024,10,128,0.25,2048,0.005,adam,45,0.04,0.4486,0.3329
175,1024,10,128,0.1,2048,0.025,adam,45,0.04,0.4466,0.3323
190,1024,10,128,0.25,2048,0.025,adam,45,0.02,0.4453,0.3119
174,1024,10,128,0.1,2048,0.025,adam,45,0.02,0.4446,0.3611
158,1024,10,32,0.25,2048,0.025,adam,45,0.02,0.4403,0.3628
171,1024,10,128,0.1,2048,0.005,adam,45,0.04,0.4379,0.3312
167,1024,10,128,0.1,1024,0.025,adam,45,0.04,0.4341,0.3591
147,1024,10,32,0.25,1024,0.005,adam,45,0.04,0.4315,0.3728
19,512,10,32,0.25,1024,0.005,adam,45,0.04,0.4247,0.3362
146,1024,10,32,0.25,1024,0.005,adam,45,0.02,0.4238,0.369
46,512,10,128,0.1,2048,0.025,adam,45,0.02,0.4157,0.2815
150,1024,10,32,0.25,1024,0.025,adam,45,0.02,0.4037,0.3633
139,1024,10,32,0.1,2048,0.005,adam,45,0.04,0.4025,0.3794
183,1024,10,128,0.25,1024,0.025,adam,45,0.04,0.402,0.3586
54,512,10,128,0.25,1024,0.025,adam,45,0.02,0.3975,0.3233
27,512,10,32,0.25,2048,0.005,adam,45,0.04,0.3885,0.2453
131,1024,10,32,0.1,1024,0.005,adam,45,0.04,0.3719,0.3253
135,1024,10,32,0.1,1024,0.025,adam,45,0.04,0.3654,0.2608
38,512,10,128,0.1,1024,0.025,adam,45,0.02,0.3556,0.3204
14,512,10,32,0.1,2048,0.025,adam,45,0.02,0.3464,0.336
6,512,10,32,0.1,1024,0.025,adam,45,0.02,0.3352,0.2917
151,1024,10,32,0.25,1024,0.025,adam,45,0.04,0.3106,0.2456
35,512,10,128,0.1,1024,0.005,adam,45,0.04,0.3013,0.2038
51,512,10,128,0.25,1024,0.005,adam,45,0.04,0.3005,0.2279
62,512,10,128,0.25,2048,0.025,adam,45,0.02,0.2741,0.2283
43,512,10,128,0.1,2048,0.005,adam,45,0.04,0.2656,0.2187
30,512,10,32,0.25,2048,0.025,adam,45,0.02,0.2531,0.2279
159,1024,10,32,0.25,2048,0.025,adam,45,0.04,0.2462,0.1953
22,512,10,32,0.25,1024,0.025,adam,45,0.02,0.242,0.1556
47,512,10,128,0.1,2048,0.025,adam,45,0.04,0.2417,0.1732
59,512,10,128,0.25,2048,0.005,adam,45,0.04,0.2177,0.1489
39,512,10,128,0.1,1024,0.025,adam,45,0.04,0.2145,0.135
7,512,10,32,0.1,1024,0.025,adam,45,0.04,0.1882,0.1479
11,512,10,32,0.1,2048,0.005,adam,45,0.04,0.182,0.1531
143,1024,10,32,0.1,2048,0.025,adam,45,0.04,0.1802,0.1327
55,512,10,128,0.25,1024,0.025,adam,45,0.04,0.175,0.1637
23,512,10,32,0.25,1024,0.025,adam,45,0.04,0.1673,0.1614
63,512,10,128,0.25,2048,0.025,adam,45,0.04,0.1442,0.0949
15,512,10,32,0.1,2048,0.025,adam,45,0.04,0.1362,0.0871
31,512,10,32,0.25,2048,0.025,adam,45,0.04,0.1282,0.068
