,batch_size,bce_pos_class_weight,cnn_filters,dropout_p,fc_size,lr,optimizer_type,sequence_length,weight_decay,tss,hss
411,256,30,4,0.1,2560,0.015,adam,45,0.025,0.4205,0.145
743,256,60,24,0.35,1024,0.0075,sgd,45,0.025,0.4204,0.1477
231,128,60,4,0.35,1024,0.0075,sgd,45,0.025,0.4203,0.177
630,256,60,4,0.35,2560,0.0075,sgd,45,0.01,0.42,0.1441
47,128,30,4,0.35,1024,0.015,sgd,45,0.025,0.4196,0.1817
14,128,30,4,0.1,1024,0.015,sgd,45,0.01,0.4193,0.1972
107,128,30,8,0.35,1024,0.015,adam,45,0.025,0.419,0.1786
695,256,60,8,0.35,2560,0.0075,sgd,45,0.025,0.4184,0.1528
686,256,60,8,0.35,1024,0.015,sgd,45,0.01,0.4183,0.143
378,128,60,24,0.35,2560,0.015,adam,45,0.01,0.4178,0.1587
295,128,60,8,0.35,1024,0.0075,sgd,45,0.025,0.4177,0.1613
598,256,60,4,0.1,2560,0.0075,sgd,45,0.01,0.4176,0.1631
537,256,30,24,0.1,2560,0.015,adam,20,0.025,0.4169,0.2236
610,256,60,4,0.35,1024,0.0075,adam,45,0.01,0.4168,0.1524
711,256,60,24,0.1,1024,0.0075,sgd,45,0.025,0.4158,0.1626
730,256,60,24,0.1,2560,0.015,adam,45,0.01,0.4154,0.1619
455,256,30,8,0.1,1024,0.0075,sgd,45,0.025,0.414,0.2009
555,256,30,24,0.35,1024,0.015,adam,45,0.025,0.4138,0.1889
571,256,30,24,0.35,2560,0.015,adam,45,0.025,0.4136,0.2019
574,256,30,24,0.35,2560,0.015,sgd,45,0.01,0.4136,0.2008
589,256,60,4,0.1,1024,0.015,sgd,20,0.025,0.4136,0.1467
703,256,60,8,0.35,2560,0.015,sgd,45,0.025,0.4132,0.1764
626,256,60,4,0.35,2560,0.0075,adam,45,0.01,0.4129,0.1414
262,128,60,8,0.1,1024,0.0075,sgd,45,0.01,0.4128,0.1749
642,256,60,8,0.1,1024,0.0075,adam,45,0.01,0.4125,0.1741
278,128,60,8,0.1,2560,0.0075,sgd,45,0.01,0.4124,0.1774
495,256,30,8,0.35,1024,0.015,sgd,45,0.025,0.4121,0.1794
494,256,30,8,0.35,1024,0.015,sgd,45,0.01,0.4117,0.1771
147,128,30,24,0.1,2560,0.0075,adam,45,0.025,0.4115,0.1993
613,256,60,4,0.35,1024,0.0075,sgd,20,0.025,0.4115,0.197
665,256,60,8,0.1,2560,0.015,adam,20,0.025,0.4114,0.1887
726,256,60,24,0.1,2560,0.0075,sgd,45,0.01,0.4114,0.187
159,128,30,24,0.1,2560,0.015,sgd,45,0.025,0.4112,0.2136
761,256,60,24,0.35,2560,0.015,adam,20,0.025,0.4109,0.193
70,128,30,8,0.1,1024,0.0075,sgd,45,0.01,0.4106,0.1954
609,256,60,4,0.35,1024,0.0075,adam,20,0.025,0.4106,0.1421
550,256,30,24,0.35,1024,0.0075,sgd,45,0.01,0.41,0.1726
750,256,60,24,0.35,1024,0.015,sgd,45,0.01,0.4096,0.1544
346,128,60,24,0.1,2560,0.015,adam,45,0.01,0.4096,0.1451
119,128,30,8,0.35,2560,0.0075,sgd,45,0.025,0.4093,0.1951
602,256,60,4,0.1,2560,0.015,adam,45,0.01,0.4084,0.1636
440,256,30,4,0.35,2560,0.015,adam,20,0.01,0.4081,0.1857
499,256,30,8,0.35,2560,0.0075,adam,45,0.025,0.408,0.1774
400,256,30,4,0.1,2560,0.0075,adam,20,0.01,0.4077,0.238
479,256,30,8,0.1,2560,0.015,sgd,45,0.025,0.4076,0.1787
281,128,60,8,0.1,2560,0.015,adam,20,0.025,0.4076,0.1528
587,256,60,4,0.1,1024,0.015,adam,45,0.025,0.4075,0.1292
543,256,30,24,0.1,2560,0.015,sgd,45,0.025,0.4074,0.2017
186,128,30,24,0.35,2560,0.015,adam,45,0.01,0.4069,0.1882
586,256,60,4,0.1,1024,0.015,adam,45,0.01,0.4068,0.1648
374,128,60,24,0.35,2560,0.0075,sgd,45,0.01,0.4065,0.1616
398,256,30,4,0.1,1024,0.015,sgd,45,0.01,0.4063,0.1926
758,256,60,24,0.35,2560,0.0075,sgd,45,0.01,0.4063,0.1577
637,256,60,4,0.35,2560,0.015,sgd,20,0.025,0.4061,0.1589
71,128,30,8,0.1,1024,0.0075,sgd,45,0.025,0.405,0.19
182,128,30,24,0.35,2560,0.0075,sgd,45,0.01,0.4049,0.1904
594,256,60,4,0.1,2560,0.0075,adam,45,0.01,0.4047,0.1721
58,128,30,4,0.35,2560,0.015,adam,45,0.01,0.4047,0.1503
685,256,60,8,0.35,1024,0.015,sgd,20,0.025,0.4045,0.1468
757,256,60,24,0.35,2560,0.0075,sgd,20,0.025,0.404,0.1715
691,256,60,8,0.35,2560,0.0075,adam,45,0.025,0.4038,0.1306
173,128,30,24,0.35,1024,0.015,sgd,20,0.025,0.4036,0.2039
373,128,60,24,0.35,2560,0.0075,sgd,20,0.025,0.4036,0.1468
584,256,60,4,0.1,1024,0.015,adam,20,0.01,0.4032,0.1854
302,128,60,8,0.35,1024,0.015,sgd,45,0.01,0.4029,0.1564
590,256,60,4,0.1,1024,0.015,sgd,45,0.01,0.4029,0.1481
650,256,60,8,0.1,1024,0.015,adam,45,0.01,0.4027,0.1332
417,256,30,4,0.35,1024,0.0075,adam,20,0.025,0.4026,0.1768
559,256,30,24,0.35,1024,0.015,sgd,45,0.025,0.4026,0.1701
719,256,60,24,0.1,1024,0.015,sgd,45,0.025,0.4025,0.1992
75,128,30,8,0.1,1024,0.015,adam,45,0.025,0.4024,0.1783
510,256,30,8,0.35,2560,0.015,sgd,45,0.01,0.4023,0.1806
451,256,30,8,0.1,1024,0.0075,adam,45,0.025,0.4021,0.2153
763,256,60,24,0.35,2560,0.015,adam,45,0.025,0.402,0.1531
627,256,60,4,0.35,2560,0.0075,adam,45,0.025,0.4016,0.1375
523,256,30,24,0.1,1024,0.015,adam,45,0.025,0.4015,0.193
318,128,60,8,0.35,2560,0.015,sgd,45,0.01,0.4015,0.1799
675,256,60,8,0.35,1024,0.0075,adam,45,0.025,0.4015,0.1539
166,128,30,24,0.35,1024,0.0075,sgd,45,0.01,0.4011,0.1728
655,256,60,8,0.1,1024,0.015,sgd,45,0.025,0.4011,0.1472
341,128,60,24,0.1,2560,0.0075,sgd,20,0.025,0.4011,0.1438
599,256,60,4,0.1,2560,0.0075,sgd,45,0.025,0.4006,0.1384
606,256,60,4,0.1,2560,0.015,sgd,45,0.01,0.4005,0.1619
267,128,60,8,0.1,1024,0.015,adam,45,0.025,0.4002,0.1419
299,128,60,8,0.35,1024,0.015,adam,45,0.025,0.4002,0.1203
421,256,30,4,0.35,1024,0.0075,sgd,20,0.025,0.4001,0.2102
105,128,30,8,0.35,1024,0.015,adam,20,0.025,0.3999,0.1632
699,256,60,8,0.35,2560,0.015,adam,45,0.025,0.3998,0.1226
702,256,60,8,0.35,2560,0.015,sgd,45,0.01,0.3992,0.1364
638,256,60,4,0.35,2560,0.015,sgd,45,0.01,0.3987,0.148
399,256,30,4,0.1,1024,0.015,sgd,45,0.025,0.3984,0.1845
127,128,30,8,0.35,2560,0.015,sgd,45,0.025,0.3983,0.1941
731,256,60,24,0.1,2560,0.015,adam,45,0.025,0.3983,0.1619
358,128,60,24,0.35,1024,0.0075,sgd,45,0.01,0.3981,0.1631
250,128,60,4,0.35,2560,0.015,adam,45,0.01,0.398,0.141
110,128,30,8,0.35,1024,0.015,sgd,45,0.01,0.3979,0.1989
328,128,60,24,0.1,1024,0.015,adam,20,0.01,0.3979,0.1227
283,128,60,8,0.1,2560,0.015,adam,45,0.025,0.3976,0.1576
566,256,30,24,0.35,2560,0.0075,sgd,45,0.01,0.3975,0.1795
81,128,30,8,0.1,2560,0.0075,adam,20,0.025,0.3974,0.2138
67,128,30,8,0.1,1024,0.0075,adam,45,0.025,0.3973,0.1816
567,256,30,24,0.35,2560,0.0075,sgd,45,0.025,0.3973,0.1796
187,128,30,24,0.35,2560,0.015,adam,45,0.025,0.3973,0.1724
622,256,60,4,0.35,1024,0.015,sgd,45,0.01,0.3968,0.1536
666,256,60,8,0.1,2560,0.015,adam,45,0.01,0.3967,0.1575
349,128,60,24,0.1,2560,0.015,sgd,20,0.025,0.3966,0.1722
419,256,30,4,0.35,1024,0.0075,adam,45,0.025,0.3965,0.177
198,128,60,4,0.1,1024,0.0075,sgd,45,0.01,0.3964,0.1613
270,128,60,8,0.1,1024,0.015,sgd,45,0.01,0.3963,0.1472
663,256,60,8,0.1,2560,0.0075,sgd,45,0.025,0.3963,0.1372
639,256,60,4,0.35,2560,0.015,sgd,45,0.025,0.3961,0.1428
434,256,30,4,0.35,2560,0.0075,adam,45,0.01,0.396,0.1512
202,128,60,4,0.1,1024,0.015,adam,45,0.01,0.3957,0.1326
557,256,30,24,0.35,1024,0.015,sgd,20,0.025,0.3955,0.1988
317,128,60,8,0.35,2560,0.015,sgd,20,0.025,0.3953,0.1685
653,256,60,8,0.1,1024,0.015,sgd,20,0.025,0.3953,0.1638
210,128,60,4,0.1,2560,0.0075,adam,45,0.01,0.3953,0.1593
266,128,60,8,0.1,1024,0.015,adam,45,0.01,0.3952,0.1582
331,128,60,24,0.1,1024,0.015,adam,45,0.025,0.3949,0.1381
635,256,60,4,0.35,2560,0.015,adam,45,0.025,0.3947,0.1278
435,256,30,4,0.35,2560,0.0075,adam,45,0.025,0.3944,0.1695
263,128,60,8,0.1,1024,0.0075,sgd,45,0.025,0.3941,0.1524
19,128,30,4,0.1,2560,0.0075,adam,45,0.025,0.3939,0.1623
632,256,60,4,0.35,2560,0.015,adam,20,0.01,0.3936,0.1261
754,256,60,24,0.35,2560,0.0075,adam,45,0.01,0.3935,0.1641
742,256,60,24,0.35,1024,0.0075,sgd,45,0.01,0.3934,0.1426
578,256,60,4,0.1,1024,0.0075,adam,45,0.01,0.3933,0.1788
315,128,60,8,0.35,2560,0.015,adam,45,0.025,0.3933,0.1192
641,256,60,8,0.1,1024,0.0075,adam,20,0.025,0.393,0.1626
163,128,30,24,0.35,1024,0.0075,adam,45,0.025,0.3928,0.1814
223,128,60,4,0.1,2560,0.015,sgd,45,0.025,0.3928,0.1531
492,256,30,8,0.35,1024,0.015,sgd,20,0.01,0.3923,0.1695
759,256,60,24,0.35,2560,0.0075,sgd,45,0.025,0.3923,0.1506
483,256,30,8,0.35,1024,0.0075,adam,45,0.025,0.3922,0.1824
575,256,30,24,0.35,2560,0.015,sgd,45,0.025,0.3921,0.1794
423,256,30,4,0.35,1024,0.0075,sgd,45,0.025,0.3921,0.1605
647,256,60,8,0.1,1024,0.0075,sgd,45,0.025,0.3921,0.1389
445,256,30,4,0.35,2560,0.015,sgd,20,0.025,0.3915,0.2091
29,128,30,4,0.1,2560,0.015,sgd,20,0.025,0.3915,0.166
222,128,60,4,0.1,2560,0.015,sgd,45,0.01,0.3908,0.1671
227,128,60,4,0.35,1024,0.0075,adam,45,0.025,0.3907,0.126
431,256,30,4,0.35,1024,0.015,sgd,45,0.025,0.3905,0.19
670,256,60,8,0.1,2560,0.015,sgd,45,0.01,0.3905,0.1659
418,256,30,4,0.35,1024,0.0075,adam,45,0.01,0.3905,0.155
674,256,60,8,0.35,1024,0.0075,adam,45,0.01,0.3902,0.1472
446,256,30,4,0.35,2560,0.015,sgd,45,0.01,0.3901,0.1766
498,256,30,8,0.35,2560,0.0075,adam,45,0.01,0.3899,0.1852
26,128,30,4,0.1,2560,0.015,adam,45,0.01,0.3898,0.1793
727,256,60,24,0.1,2560,0.0075,sgd,45,0.025,0.3897,0.1706
157,128,30,24,0.1,2560,0.015,sgd,20,0.025,0.3896,0.1913
542,256,30,24,0.1,2560,0.015,sgd,45,0.01,0.3895,0.2188
77,128,30,8,0.1,1024,0.015,sgd,20,0.025,0.3895,0.176
319,128,60,8,0.35,2560,0.015,sgd,45,0.025,0.3895,0.1466
327,128,60,24,0.1,1024,0.0075,sgd,45,0.025,0.3894,0.1894
573,256,30,24,0.35,2560,0.015,sgd,20,0.025,0.3892,0.1795
135,128,30,24,0.1,1024,0.0075,sgd,45,0.025,0.3892,0.1713
486,256,30,8,0.35,1024,0.0075,sgd,45,0.01,0.3891,0.1626
238,128,60,4,0.35,1024,0.015,sgd,45,0.01,0.3891,0.147
471,256,30,8,0.1,2560,0.0075,sgd,45,0.025,0.3889,0.1954
766,256,60,24,0.35,2560,0.015,sgd,45,0.01,0.3888,0.1733
15,128,30,4,0.1,1024,0.015,sgd,45,0.025,0.3887,0.162
625,256,60,4,0.35,2560,0.0075,adam,20,0.025,0.3887,0.1269
379,128,60,24,0.35,2560,0.015,adam,45,0.025,0.3886,0.1344
122,128,30,8,0.35,2560,0.015,adam,45,0.01,0.3885,0.1968
2,128,30,4,0.1,1024,0.0075,adam,45,0.01,0.3885,0.1724
671,256,60,8,0.1,2560,0.015,sgd,45,0.025,0.3883,0.1576
583,256,60,4,0.1,1024,0.0075,sgd,45,0.025,0.3883,0.1412
745,256,60,24,0.35,1024,0.015,adam,20,0.025,0.3882,0.1522
321,128,60,24,0.1,1024,0.0075,adam,20,0.025,0.3881,0.1565
740,256,60,24,0.35,1024,0.0075,sgd,20,0.01,0.3879,0.1534
643,256,60,8,0.1,1024,0.0075,adam,45,0.025,0.3878,0.1582
747,256,60,24,0.35,1024,0.015,adam,45,0.025,0.3877,0.1408
354,128,60,24,0.35,1024,0.0075,adam,45,0.01,0.3875,0.1663
381,128,60,24,0.35,2560,0.015,sgd,20,0.025,0.3874,0.1384
6,128,30,4,0.1,1024,0.0075,sgd,45,0.01,0.3873,0.1866
361,128,60,24,0.35,1024,0.015,adam,20,0.025,0.3873,0.1668
52,128,30,4,0.35,2560,0.0075,sgd,20,0.01,0.3872,0.1774
40,128,30,4,0.35,1024,0.015,adam,20,0.01,0.3871,0.0953
103,128,30,8,0.35,1024,0.0075,sgd,45,0.025,0.387,0.1772
50,128,30,4,0.35,2560,0.0075,adam,45,0.01,0.387,0.1696
208,128,60,4,0.1,2560,0.0075,adam,20,0.01,0.3869,0.1766
300,128,60,8,0.35,1024,0.015,sgd,20,0.01,0.3869,0.1507
457,256,30,8,0.1,1024,0.015,adam,20,0.025,0.3867,0.194
237,128,60,4,0.35,1024,0.015,sgd,20,0.025,0.3866,0.1641
454,256,30,8,0.1,1024,0.0075,sgd,45,0.01,0.3864,0.1724
618,256,60,4,0.35,1024,0.015,adam,45,0.01,0.3862,0.1302
220,128,60,4,0.1,2560,0.015,sgd,20,0.01,0.3855,0.1905
83,128,30,8,0.1,2560,0.0075,adam,45,0.025,0.3853,0.2143
519,256,30,24,0.1,1024,0.0075,sgd,45,0.025,0.3852,0.1951
580,256,60,4,0.1,1024,0.0075,sgd,20,0.01,0.3852,0.1705
117,128,30,8,0.35,2560,0.0075,sgd,20,0.025,0.3848,0.1826
385,256,30,4,0.1,1024,0.0075,adam,20,0.025,0.3846,0.231
97,128,30,8,0.35,1024,0.0075,adam,20,0.025,0.3845,0.196
51,128,30,4,0.35,2560,0.0075,adam,45,0.025,0.3842,0.1601
558,256,30,24,0.35,1024,0.015,sgd,45,0.01,0.3841,0.1867
734,256,60,24,0.1,2560,0.015,sgd,45,0.01,0.3838,0.183
254,128,60,4,0.35,2560,0.015,sgd,45,0.01,0.3838,0.1552
388,256,30,4,0.1,1024,0.0075,sgd,20,0.01,0.3837,0.1882
554,256,30,24,0.35,1024,0.015,adam,45,0.01,0.3836,0.1929
285,128,60,8,0.1,2560,0.015,sgd,20,0.025,0.3836,0.1828
427,256,30,4,0.35,1024,0.015,adam,45,0.025,0.3836,0.1585
531,256,30,24,0.1,2560,0.0075,adam,45,0.025,0.3833,0.1859
3,128,30,4,0.1,1024,0.0075,adam,45,0.025,0.383,0.1434
432,256,30,4,0.35,2560,0.0075,adam,20,0.01,0.3829,0.1808
707,256,60,24,0.1,1024,0.0075,adam,45,0.025,0.3829,0.1698
462,256,30,8,0.1,1024,0.015,sgd,45,0.01,0.3827,0.2141
306,128,60,8,0.35,2560,0.0075,adam,45,0.01,0.3824,0.1565
217,128,60,4,0.1,2560,0.015,adam,20,0.025,0.3823,0.1478
724,256,60,24,0.1,2560,0.0075,sgd,20,0.01,0.3822,0.2106
342,128,60,24,0.1,2560,0.0075,sgd,45,0.01,0.3822,0.1556
600,256,60,4,0.1,2560,0.015,adam,20,0.01,0.3822,0.144
268,128,60,8,0.1,1024,0.015,sgd,20,0.01,0.3815,0.1774
679,256,60,8,0.35,1024,0.0075,sgd,45,0.025,0.3815,0.1229
436,256,30,4,0.35,2560,0.0075,sgd,20,0.01,0.3812,0.1828
251,128,60,4,0.35,2560,0.015,adam,45,0.025,0.3812,0.1319
199,128,60,4,0.1,1024,0.0075,sgd,45,0.025,0.3808,0.1499
662,256,60,8,0.1,2560,0.0075,sgd,45,0.01,0.3807,0.1528
334,128,60,24,0.1,1024,0.015,sgd,45,0.01,0.3805,0.1775
744,256,60,24,0.35,1024,0.015,adam,20,0.01,0.3801,0.1713
591,256,60,4,0.1,1024,0.015,sgd,45,0.025,0.3799,0.1338
290,128,60,8,0.35,1024,0.0075,adam,45,0.01,0.3798,0.153
521,256,30,24,0.1,1024,0.015,adam,20,0.025,0.3797,0.1823
171,128,30,24,0.35,1024,0.015,adam,45,0.025,0.3796,0.1996
90,128,30,8,0.1,2560,0.015,adam,45,0.01,0.3794,0.1648
99,128,30,8,0.35,1024,0.0075,adam,45,0.025,0.3794,0.1636
111,128,30,8,0.35,1024,0.015,sgd,45,0.025,0.3794,0.1583
619,256,60,4,0.35,1024,0.015,adam,45,0.025,0.3794,0.114
269,128,60,8,0.1,1024,0.015,sgd,20,0.025,0.3793,0.1778
677,256,60,8,0.35,1024,0.0075,sgd,20,0.025,0.3793,0.1596
347,128,60,24,0.1,2560,0.015,adam,45,0.025,0.3791,0.1588
415,256,30,4,0.1,2560,0.015,sgd,45,0.025,0.3789,0.2131
129,128,30,24,0.1,1024,0.0075,adam,20,0.025,0.3789,0.1916
690,256,60,8,0.35,2560,0.0075,adam,45,0.01,0.3788,0.1348
570,256,30,24,0.35,2560,0.015,adam,45,0.01,0.3787,0.174
673,256,60,8,0.35,1024,0.0075,adam,20,0.025,0.3787,0.1646
693,256,60,8,0.35,2560,0.0075,sgd,20,0.025,0.3785,0.1528
767,256,60,24,0.35,2560,0.015,sgd,45,0.025,0.3785,0.1482
623,256,60,4,0.35,1024,0.015,sgd,45,0.025,0.3785,0.1371
4,128,30,4,0.1,1024,0.0075,sgd,20,0.01,0.3782,0.1943
11,128,30,4,0.1,1024,0.015,adam,45,0.025,0.3782,0.188
621,256,60,4,0.35,1024,0.015,sgd,20,0.025,0.3782,0.1436
243,128,60,4,0.35,2560,0.0075,adam,45,0.025,0.3782,0.1237
687,256,60,8,0.35,1024,0.015,sgd,45,0.025,0.3779,0.1334
488,256,30,8,0.35,1024,0.015,adam,20,0.01,0.3778,0.1705
698,256,60,8,0.35,2560,0.015,adam,45,0.01,0.3776,0.137
259,128,60,8,0.1,1024,0.0075,adam,45,0.025,0.3775,0.168
120,128,30,8,0.35,2560,0.015,adam,20,0.01,0.3772,0.1356
529,256,30,24,0.1,2560,0.0075,adam,20,0.025,0.3771,0.2221
17,128,30,4,0.1,2560,0.0075,adam,20,0.025,0.3771,0.1914
134,128,30,24,0.1,1024,0.0075,sgd,45,0.01,0.3769,0.2077
279,128,60,8,0.1,2560,0.0075,sgd,45,0.025,0.3769,0.1174
10,128,30,4,0.1,1024,0.015,adam,45,0.01,0.3766,0.1973
541,256,30,24,0.1,2560,0.015,sgd,20,0.025,0.3766,0.1912
114,128,30,8,0.35,2560,0.0075,adam,45,0.01,0.3763,0.1659
729,256,60,24,0.1,2560,0.015,adam,20,0.025,0.3763,0.1458
330,128,60,24,0.1,1024,0.015,adam,45,0.01,0.3763,0.1404
308,128,60,8,0.35,2560,0.0075,sgd,20,0.01,0.3762,0.1493
545,256,30,24,0.35,1024,0.0075,adam,20,0.025,0.3761,0.1882
410,256,30,4,0.1,2560,0.015,adam,45,0.01,0.3761,0.1525
145,128,30,24,0.1,2560,0.0075,adam,20,0.025,0.376,0.2495
371,128,60,24,0.35,2560,0.0075,adam,45,0.025,0.3759,0.1637
247,128,60,4,0.35,2560,0.0075,sgd,45,0.025,0.3759,0.1177
343,128,60,24,0.1,2560,0.0075,sgd,45,0.025,0.3758,0.1907
169,128,30,24,0.35,1024,0.015,adam,20,0.025,0.3756,0.1388
463,256,30,8,0.1,1024,0.015,sgd,45,0.025,0.3754,0.1873
193,128,60,4,0.1,1024,0.0075,adam,20,0.025,0.3751,0.1561
595,256,60,4,0.1,2560,0.0075,adam,45,0.025,0.375,0.1422
158,128,30,24,0.1,2560,0.015,sgd,45,0.01,0.3747,0.2091
395,256,30,4,0.1,1024,0.015,adam,45,0.025,0.3745,0.1676
106,128,30,8,0.35,1024,0.015,adam,45,0.01,0.3744,0.1558
275,128,60,8,0.1,2560,0.0075,adam,45,0.025,0.3743,0.1253
62,128,30,4,0.35,2560,0.015,sgd,45,0.01,0.3742,0.1756
45,128,30,4,0.35,1024,0.015,sgd,20,0.025,0.374,0.2013
612,256,60,4,0.35,1024,0.0075,sgd,20,0.01,0.374,0.1625
646,256,60,8,0.1,1024,0.0075,sgd,45,0.01,0.3739,0.1442
718,256,60,24,0.1,1024,0.015,sgd,45,0.01,0.3738,0.1807
102,128,30,8,0.35,1024,0.0075,sgd,45,0.01,0.3738,0.1612
183,128,30,24,0.35,2560,0.0075,sgd,45,0.025,0.3738,0.1585
692,256,60,8,0.35,2560,0.0075,sgd,20,0.01,0.3737,0.1395
534,256,30,24,0.1,2560,0.0075,sgd,45,0.01,0.3736,0.1967
340,128,60,24,0.1,2560,0.0075,sgd,20,0.01,0.3736,0.1826
367,128,60,24,0.35,1024,0.015,sgd,45,0.025,0.3736,0.1462
236,128,60,4,0.35,1024,0.015,sgd,20,0.01,0.3734,0.1437
682,256,60,8,0.35,1024,0.015,adam,45,0.01,0.3733,0.1439
277,128,60,8,0.1,2560,0.0075,sgd,20,0.025,0.3732,0.1603
213,128,60,4,0.1,2560,0.0075,sgd,20,0.025,0.3732,0.1583
749,256,60,24,0.35,1024,0.015,sgd,20,0.025,0.373,0.1321
143,128,30,24,0.1,1024,0.015,sgd,45,0.025,0.3729,0.1647
366,128,60,24,0.35,1024,0.015,sgd,45,0.01,0.3728,0.1393
372,128,60,24,0.35,2560,0.0075,sgd,20,0.01,0.3726,0.1297
255,128,60,4,0.35,2560,0.015,sgd,45,0.025,0.3725,0.173
364,128,60,24,0.35,1024,0.015,sgd,20,0.01,0.3722,0.1423
667,256,60,8,0.1,2560,0.015,adam,45,0.025,0.3722,0.1421
333,128,60,24,0.1,1024,0.015,sgd,20,0.025,0.3718,0.1707
614,256,60,4,0.35,1024,0.0075,sgd,45,0.01,0.3717,0.1232
9,128,30,4,0.1,1024,0.015,adam,20,0.025,0.3713,0.171
680,256,60,8,0.35,1024,0.015,adam,20,0.01,0.3712,0.1387
175,128,30,24,0.35,1024,0.015,sgd,45,0.025,0.3711,0.188
177,128,30,24,0.35,2560,0.0075,adam,20,0.025,0.3708,0.1719
723,256,60,24,0.1,2560,0.0075,adam,45,0.025,0.3705,0.1873
382,128,60,24,0.35,2560,0.015,sgd,45,0.01,0.3705,0.1704
94,128,30,8,0.1,2560,0.015,sgd,45,0.01,0.3703,0.1871
735,256,60,24,0.1,2560,0.015,sgd,45,0.025,0.3703,0.175
359,128,60,24,0.35,1024,0.0075,sgd,45,0.025,0.3702,0.1045
35,128,30,4,0.35,1024,0.0075,adam,45,0.025,0.3701,0.1858
511,256,30,8,0.35,2560,0.015,sgd,45,0.025,0.3696,0.1719
376,128,60,24,0.35,2560,0.015,adam,20,0.01,0.3694,0.1259
715,256,60,24,0.1,1024,0.015,adam,45,0.025,0.369,0.162
487,256,30,8,0.35,1024,0.0075,sgd,45,0.025,0.3689,0.1699
562,256,30,24,0.35,2560,0.0075,adam,45,0.01,0.3688,0.1587
152,128,30,24,0.1,2560,0.015,adam,20,0.01,0.3688,0.1477
79,128,30,8,0.1,1024,0.015,sgd,45,0.025,0.3687,0.1943
108,128,30,8,0.35,1024,0.015,sgd,20,0.01,0.3684,0.1482
131,128,30,24,0.1,1024,0.0075,adam,45,0.025,0.3683,0.1799
184,128,30,24,0.35,2560,0.015,adam,20,0.01,0.3683,0.1289
113,128,30,8,0.35,2560,0.0075,adam,20,0.025,0.3682,0.1924
