,batch_size,bce_pos_class_weight,cnn_filters,dropout_p,fc_size,lr,optimizer_type,sequence_length,weight_decay,tss,hss
600,2048,60,4,0.1,1048,0.001,adam,60,0.001,0.2915,0.106
680,2048,60,32,0.1,64,0.001,sgd,120,0.001,0.2914,0.135
606,2048,60,4,0.1,1048,0.001,sgd,60,0.001,0.2914,0.0948
68,1024,30,4,0.3,64,0.01,sgd,120,0.001,0.2913,0.1309
568,2048,30,32,0.3,1048,0.01,adam,180,0.001,0.2911,0.1049
632,2048,60,4,0.3,64,0.001,sgd,120,0.001,0.2911,0.0951
641,2048,60,4,0.3,64,0.01,adam,180,0.01,0.291,0.0999
508,2048,30,32,0.1,1048,0.001,adam,180,0.001,0.2908,0.1714
457,2048,30,4,0.3,1048,0.001,adam,60,0.01,0.2906,0.1061
534,2048,30,32,0.3,64,0.001,sgd,60,0.001,0.2904,0.1169
464,2048,30,4,0.3,1048,0.001,sgd,120,0.001,0.29,0.1088
193,1024,60,4,0.1,64,0.001,adam,60,0.01,0.2899,0.1007
203,1024,60,4,0.1,64,0.001,sgd,180,0.01,0.2897,0.1039
461,2048,30,4,0.3,1048,0.001,adam,180,0.01,0.2896,0.1192
389,2048,30,4,0.1,64,0.001,adam,180,0.01,0.2894,0.1291
651,2048,60,4,0.3,1048,0.001,adam,120,0.01,0.2893,0.1156
252,1024,60,4,0.3,64,0.01,adam,60,0.001,0.2891,0.1231
466,2048,30,4,0.3,1048,0.001,sgd,180,0.001,0.2888,0.1437
559,2048,30,32,0.3,1048,0.001,sgd,60,0.01,0.2885,0.1158
607,2048,60,4,0.1,1048,0.001,sgd,60,0.01,0.2885,0.1136
18,1024,30,4,0.1,64,0.01,sgd,60,0.001,0.2883,0.1074
577,2048,60,4,0.1,64,0.001,adam,60,0.01,0.2882,0.0936
667,2048,60,4,0.3,1048,0.01,sgd,60,0.01,0.2882,0.06
441,2048,30,4,0.3,64,0.001,sgd,120,0.01,0.2879,0.122
385,2048,30,4,0.1,64,0.001,adam,60,0.01,0.2879,0.1209
602,2048,60,4,0.1,1048,0.001,adam,120,0.001,0.2875,0.0968
451,2048,30,4,0.3,64,0.01,sgd,60,0.01,0.2874,0.1367
449,2048,30,4,0.3,64,0.01,adam,180,0.01,0.2874,0.0965
515,2048,30,32,0.1,1048,0.001,sgd,180,0.01,0.2871,0.1644
37,1024,30,4,0.1,1048,0.01,adam,60,0.01,0.2871,0.0809
731,2048,60,32,0.3,64,0.001,sgd,180,0.01,0.2868,0.1103
47,1024,30,4,0.1,1048,0.01,sgd,180,0.01,0.2868,0.0845
681,2048,60,32,0.1,64,0.001,sgd,120,0.01,0.2864,0.0958
418,2048,30,4,0.1,1048,0.001,sgd,180,0.001,0.2859,0.1313
306,1024,60,32,0.1,64,0.01,sgd,60,0.001,0.2859,0.114
628,2048,60,4,0.3,64,0.001,adam,180,0.001,0.2857,0.0981
659,2048,60,4,0.3,1048,0.001,sgd,180,0.01,0.2856,0.0855
655,2048,60,4,0.3,1048,0.001,sgd,60,0.01,0.2856,0.0655
398,2048,30,4,0.1,64,0.01,adam,120,0.001,0.2855,0.1079
432,2048,30,4,0.3,64,0.001,adam,60,0.001,0.2853,0.1255
622,2048,60,4,0.1,1048,0.01,sgd,180,0.001,0.2848,0.0862
697,2048,60,32,0.1,1048,0.001,adam,60,0.01,0.2838,0.1048
535,2048,30,32,0.3,64,0.001,sgd,60,0.01,0.2837,0.1086
519,2048,30,32,0.1,1048,0.01,adam,120,0.01,0.2835,0.1115
582,2048,60,4,0.1,64,0.001,sgd,60,0.001,0.2835,0.1008
513,2048,30,32,0.1,1048,0.001,sgd,120,0.01,0.2834,0.1404
43,1024,30,4,0.1,1048,0.01,sgd,60,0.01,0.2834,0.1307
271,1024,60,4,0.3,1048,0.001,sgd,60,0.01,0.2831,0.0957
745,2048,60,32,0.3,1048,0.001,adam,60,0.01,0.2829,0.1014
752,2048,60,32,0.3,1048,0.001,sgd,120,0.001,0.2826,0.0829
343,1024,60,32,0.3,64,0.001,sgd,60,0.01,0.2823,0.1007
176,1024,30,32,0.3,1048,0.001,sgd,120,0.001,0.2822,0.1267
397,2048,30,4,0.1,64,0.01,adam,60,0.01,0.2822,0.1188
695,2048,60,32,0.1,64,0.01,sgd,180,0.01,0.2819,0.1009
175,1024,30,32,0.3,1048,0.001,sgd,60,0.01,0.2817,0.1234
92,1024,30,4,0.3,1048,0.01,sgd,120,0.001,0.2813,0.1154
501,2048,30,32,0.1,64,0.01,sgd,120,0.01,0.2811,0.1388
352,1024,60,32,0.3,64,0.01,adam,180,0.001,0.2807,0.0968
627,2048,60,4,0.3,64,0.001,adam,120,0.01,0.2805,0.0914
765,2048,60,32,0.3,1048,0.01,sgd,120,0.01,0.2805,0.0886
119,1024,30,32,0.1,64,0.01,sgd,180,0.01,0.2802,0.1354
439,2048,30,4,0.3,64,0.001,sgd,60,0.01,0.2801,0.1156
704,2048,60,32,0.1,1048,0.001,sgd,120,0.001,0.2799,0.1292
477,2048,30,4,0.3,1048,0.01,sgd,120,0.01,0.2799,0.1191
706,2048,60,32,0.1,1048,0.001,sgd,180,0.001,0.2795,0.1327
60,1024,30,4,0.3,64,0.01,adam,60,0.001,0.2795,0.1212
757,2048,60,32,0.3,1048,0.01,adam,60,0.01,0.2795,0.0674
617,2048,60,4,0.1,1048,0.01,adam,180,0.01,0.2795,0.0627
720,2048,60,32,0.3,64,0.001,adam,60,0.001,0.2791,0.1059
75,1024,30,4,0.3,1048,0.001,adam,120,0.01,0.2787,0.1403
753,2048,60,32,0.3,1048,0.001,sgd,120,0.01,0.2787,0.0941
435,2048,30,4,0.3,64,0.001,adam,120,0.01,0.2781,0.1201
7,1024,30,4,0.1,64,0.001,sgd,60,0.01,0.2779,0.1331
235,1024,60,4,0.1,1048,0.01,sgd,60,0.01,0.2778,0.0575
416,2048,30,4,0.1,1048,0.001,sgd,120,0.001,0.2771,0.1157
563,2048,30,32,0.3,1048,0.001,sgd,180,0.01,0.277,0.1217
378,1024,60,32,0.3,1048,0.01,sgd,60,0.001,0.2767,0.0957
411,2048,30,4,0.1,1048,0.001,adam,120,0.01,0.2764,0.1329
591,2048,60,4,0.1,64,0.01,adam,120,0.01,0.2762,0.0735
48,1024,30,4,0.3,64,0.001,adam,60,0.001,0.2757,0.1291
672,2048,60,32,0.1,64,0.001,adam,60,0.001,0.2756,0.1225
702,2048,60,32,0.1,1048,0.001,sgd,60,0.001,0.2753,0.1011
104,1024,30,32,0.1,64,0.001,sgd,120,0.001,0.2751,0.1664
445,2048,30,4,0.3,64,0.01,adam,60,0.01,0.2751,0.1065
572,2048,30,32,0.3,1048,0.01,sgd,120,0.001,0.2749,0.1721
58,1024,30,4,0.3,64,0.001,sgd,180,0.001,0.2748,0.1119
443,2048,30,4,0.3,64,0.001,sgd,180,0.01,0.2741,0.1451
510,2048,30,32,0.1,1048,0.001,sgd,60,0.001,0.2741,0.1335
653,2048,60,4,0.3,1048,0.001,adam,180,0.01,0.2737,0.1039
569,2048,30,32,0.3,1048,0.01,adam,180,0.01,0.2736,0.1311
417,2048,30,4,0.1,1048,0.001,sgd,120,0.01,0.2736,0.1161
758,2048,60,32,0.3,1048,0.01,adam,120,0.001,0.2734,0.0971
481,2048,30,32,0.1,64,0.001,adam,60,0.01,0.2733,0.1441
465,2048,30,4,0.3,1048,0.001,sgd,120,0.01,0.2733,0.1253
248,1024,60,4,0.3,64,0.001,sgd,120,0.001,0.2733,0.0871
637,2048,60,4,0.3,64,0.01,adam,60,0.01,0.2733,0.0597
646,2048,60,4,0.3,64,0.01,sgd,180,0.001,0.2732,0.0625
707,2048,60,32,0.1,1048,0.001,sgd,180,0.01,0.273,0.123
288,1024,60,32,0.1,64,0.001,adam,60,0.001,0.2729,0.1236
128,1024,30,32,0.1,1048,0.001,sgd,120,0.001,0.2727,0.1393
450,2048,30,4,0.3,64,0.01,sgd,60,0.001,0.2725,0.1266
295,1024,60,32,0.1,64,0.001,sgd,60,0.01,0.2725,0.0993
666,2048,60,4,0.3,1048,0.01,sgd,60,0.001,0.2725,0.0692
13,1024,30,4,0.1,64,0.01,adam,60,0.01,0.2715,0.0969
210,1024,60,4,0.1,64,0.01,sgd,60,0.001,0.2715,0.0613
222,1024,60,4,0.1,1048,0.001,sgd,60,0.001,0.2713,0.0853
557,2048,30,32,0.3,1048,0.001,adam,180,0.01,0.2712,0.0933
581,2048,60,4,0.1,64,0.001,adam,180,0.01,0.2712,0.0807
102,1024,30,32,0.1,64,0.001,sgd,60,0.001,0.271,0.1436
462,2048,30,4,0.3,1048,0.001,sgd,60,0.001,0.2709,0.1129
475,2048,30,4,0.3,1048,0.01,sgd,60,0.01,0.2708,0.0806
453,2048,30,4,0.3,64,0.01,sgd,120,0.01,0.2705,0.1122
379,1024,60,32,0.3,1048,0.01,sgd,60,0.01,0.2705,0.104
549,2048,30,32,0.3,64,0.01,sgd,120,0.01,0.2704,0.1416
543,2048,30,32,0.3,64,0.01,adam,120,0.01,0.2702,0.0944
635,2048,60,4,0.3,64,0.001,sgd,180,0.01,0.2702,0.0851
698,2048,60,32,0.1,1048,0.001,adam,120,0.001,0.2701,0.1495
683,2048,60,32,0.1,64,0.001,sgd,180,0.01,0.2701,0.113
103,1024,30,32,0.1,64,0.001,sgd,60,0.01,0.2699,0.148
548,2048,30,32,0.3,64,0.01,sgd,120,0.001,0.2691,0.1162
741,2048,60,32,0.3,64,0.01,sgd,120,0.01,0.2687,0.1329
368,1024,60,32,0.3,1048,0.001,sgd,120,0.001,0.2687,0.0876
526,2048,30,32,0.1,1048,0.01,sgd,180,0.001,0.2685,0.1873
307,1024,60,32,0.1,64,0.01,sgd,60,0.01,0.2685,0.1238
669,2048,60,4,0.3,1048,0.01,sgd,120,0.01,0.2685,0.0545
114,1024,30,32,0.1,64,0.01,sgd,60,0.001,0.2684,0.134
293,1024,60,32,0.1,64,0.001,adam,180,0.01,0.2684,0.0932
629,2048,60,4,0.3,64,0.001,adam,180,0.01,0.2683,0.0773
337,1024,60,32,0.3,64,0.001,adam,60,0.01,0.2682,0.1163
504,2048,30,32,0.1,1048,0.001,adam,60,0.001,0.2681,0.154
93,1024,30,4,0.3,1048,0.01,sgd,120,0.01,0.2681,0.1033
634,2048,60,4,0.3,64,0.001,sgd,180,0.001,0.2677,0.0951
156,1024,30,32,0.3,64,0.01,adam,60,0.001,0.2676,0.1202
266,1024,60,4,0.3,1048,0.001,adam,120,0.001,0.2674,0.0757
511,2048,30,32,0.1,1048,0.001,sgd,60,0.01,0.2673,0.1257
2,1024,30,4,0.1,64,0.001,adam,120,0.001,0.2671,0.1283
594,2048,60,4,0.1,64,0.01,sgd,60,0.001,0.267,0.1118
333,1024,60,32,0.1,1048,0.01,sgd,120,0.01,0.2669,0.1128
687,2048,60,32,0.1,64,0.01,adam,120,0.01,0.2669,0.0917
650,2048,60,4,0.3,1048,0.001,adam,120,0.001,0.2669,0.0779
206,1024,60,4,0.1,64,0.01,adam,120,0.001,0.2664,0.1093
202,1024,60,4,0.1,64,0.001,sgd,180,0.001,0.266,0.0926
709,2048,60,32,0.1,1048,0.01,adam,60,0.01,0.2659,0.0554
12,1024,30,4,0.1,64,0.01,adam,60,0.001,0.2657,0.0998
763,2048,60,32,0.3,1048,0.01,sgd,60,0.01,0.2652,0.0779
694,2048,60,32,0.1,64,0.01,sgd,180,0.001,0.2651,0.0831
199,1024,60,4,0.1,64,0.001,sgd,60,0.01,0.265,0.1158
751,2048,60,32,0.3,1048,0.001,sgd,60,0.01,0.2646,0.0887
166,1024,30,32,0.3,64,0.01,sgd,180,0.001,0.2641,0.151
598,2048,60,4,0.1,64,0.01,sgd,180,0.001,0.2637,0.0949
414,2048,30,4,0.1,1048,0.001,sgd,60,0.001,0.2631,0.1107
371,1024,60,32,0.3,1048,0.001,sgd,180,0.01,0.263,0.0834
668,2048,60,4,0.3,1048,0.01,sgd,120,0.001,0.2627,0.0606
538,2048,30,32,0.3,64,0.001,sgd,180,0.001,0.2626,0.1196
122,1024,30,32,0.1,1048,0.001,adam,120,0.001,0.2625,0.1631
20,1024,30,4,0.1,64,0.01,sgd,120,0.001,0.2624,0.1269
249,1024,60,4,0.3,64,0.001,sgd,120,0.01,0.2624,0.0858
718,2048,60,32,0.1,1048,0.01,sgd,180,0.001,0.2623,0.1172
541,2048,30,32,0.3,64,0.01,adam,60,0.01,0.262,0.107
587,2048,60,4,0.1,64,0.001,sgd,180,0.01,0.262,0.0977
82,1024,30,4,0.3,1048,0.001,sgd,180,0.001,0.2618,0.1355
404,2048,30,4,0.1,64,0.01,sgd,120,0.001,0.2617,0.1102
79,1024,30,4,0.3,1048,0.001,sgd,60,0.01,0.2615,0.1056
690,2048,60,32,0.1,64,0.01,sgd,60,0.001,0.2614,0.1018
55,1024,30,4,0.3,64,0.001,sgd,60,0.01,0.2613,0.1438
539,2048,30,32,0.3,64,0.001,sgd,180,0.01,0.261,0.1156
580,2048,60,4,0.1,64,0.001,adam,180,0.001,0.2605,0.0812
593,2048,60,4,0.1,64,0.01,adam,180,0.01,0.2604,0.0851
21,1024,30,4,0.1,64,0.01,sgd,120,0.01,0.2602,0.1178
678,2048,60,32,0.1,64,0.001,sgd,60,0.001,0.26,0.1067
320,1024,60,32,0.1,1048,0.001,sgd,120,0.001,0.2596,0.1053
80,1024,30,4,0.3,1048,0.001,sgd,120,0.001,0.2595,0.119
177,1024,30,32,0.3,1048,0.001,sgd,120,0.01,0.2595,0.1153
408,2048,30,4,0.1,1048,0.001,adam,60,0.001,0.2595,0.1147
83,1024,30,4,0.3,1048,0.001,sgd,180,0.01,0.2591,0.1232
413,2048,30,4,0.1,1048,0.001,adam,180,0.01,0.2591,0.1081
35,1024,30,4,0.1,1048,0.001,sgd,180,0.01,0.2587,0.1136
213,1024,60,4,0.1,64,0.01,sgd,120,0.01,0.2585,0.1202
325,1024,60,32,0.1,1048,0.01,adam,60,0.01,0.2583,0.0702
730,2048,60,32,0.3,64,0.001,sgd,180,0.001,0.2581,0.0933
442,2048,30,4,0.3,64,0.001,sgd,180,0.001,0.258,0.1334
474,2048,30,4,0.3,1048,0.01,sgd,60,0.001,0.258,0.116
673,2048,60,32,0.1,64,0.001,adam,60,0.01,0.2577,0.1069
636,2048,60,4,0.3,64,0.01,adam,60,0.001,0.2577,0.0772
298,1024,60,32,0.1,64,0.001,sgd,180,0.001,0.2574,0.1288
344,1024,60,32,0.3,64,0.001,sgd,120,0.001,0.2571,0.0684
267,1024,60,4,0.3,1048,0.001,adam,120,0.01,0.257,0.1134
386,2048,30,4,0.1,64,0.001,adam,120,0.001,0.2569,0.1084
705,2048,60,32,0.1,1048,0.001,sgd,120,0.01,0.2569,0.1047
734,2048,60,32,0.3,64,0.01,adam,120,0.001,0.2568,0.1052
90,1024,30,4,0.3,1048,0.01,sgd,60,0.001,0.2563,0.116
152,1024,30,32,0.3,64,0.001,sgd,120,0.001,0.2562,0.1293
188,1024,30,32,0.3,1048,0.01,sgd,120,0.001,0.2562,0.0834
427,2048,30,4,0.1,1048,0.01,sgd,60,0.01,0.2561,0.0897
81,1024,30,4,0.3,1048,0.001,sgd,120,0.01,0.2556,0.1118
643,2048,60,4,0.3,64,0.01,sgd,60,0.01,0.2555,0.0802
542,2048,30,32,0.3,64,0.01,adam,120,0.001,0.2554,0.1422
153,1024,30,32,0.3,64,0.001,sgd,120,0.01,0.2553,0.1059
428,2048,30,4,0.1,1048,0.01,sgd,120,0.001,0.2552,0.1058
211,1024,60,4,0.1,64,0.01,sgd,60,0.01,0.2551,0.0622
106,1024,30,32,0.1,64,0.001,sgd,180,0.001,0.2544,0.121
259,1024,60,4,0.3,64,0.01,sgd,60,0.01,0.2539,0.0765
570,2048,30,32,0.3,1048,0.01,sgd,60,0.001,0.2538,0.1272
744,2048,60,32,0.3,1048,0.001,adam,60,0.001,0.2538,0.0931
345,1024,60,32,0.3,64,0.001,sgd,120,0.01,0.2535,0.0841
406,2048,30,4,0.1,64,0.01,sgd,180,0.001,0.2534,0.1069
500,2048,30,32,0.1,64,0.01,sgd,120,0.001,0.2533,0.1195
196,1024,60,4,0.1,64,0.001,adam,180,0.001,0.2532,0.0865
512,2048,30,32,0.1,1048,0.001,sgd,120,0.001,0.2531,0.1391
240,1024,60,4,0.3,64,0.001,adam,60,0.001,0.2531,0.0901
186,1024,30,32,0.3,1048,0.01,sgd,60,0.001,0.253,0.1334
403,2048,30,4,0.1,64,0.01,sgd,60,0.01,0.2528,0.1434
217,1024,60,4,0.1,1048,0.001,adam,60,0.01,0.2528,0.0908
684,2048,60,32,0.1,64,0.01,adam,60,0.001,0.2528,0.0692
296,1024,60,32,0.1,64,0.001,sgd,120,0.001,0.2526,0.1091
531,2048,30,32,0.3,64,0.001,adam,120,0.01,0.2521,0.1478
621,2048,60,4,0.1,1048,0.01,sgd,120,0.01,0.2521,0.0597
624,2048,60,4,0.3,64,0.001,adam,60,0.001,0.2518,0.0822
614,2048,60,4,0.1,1048,0.01,adam,120,0.001,0.2516,0.061
219,1024,60,4,0.1,1048,0.001,adam,120,0.01,0.2515,0.1036
19,1024,30,4,0.1,64,0.01,sgd,60,0.01,0.2514,0.113
700,2048,60,32,0.1,1048,0.001,adam,180,0.001,0.2512,0.0994
485,2048,30,32,0.1,64,0.001,adam,180,0.01,0.2511,0.1387
717,2048,60,32,0.1,1048,0.01,sgd,120,0.01,0.2511,0.1033
251,1024,60,4,0.3,64,0.001,sgd,180,0.01,0.2511,0.0701
347,1024,60,32,0.3,64,0.001,sgd,180,0.01,0.251,0.0828
22,1024,30,4,0.1,64,0.01,sgd,180,0.001,0.2509,0.1267
527,2048,30,32,0.1,1048,0.01,sgd,180,0.01,0.2507,0.1305
226,1024,60,4,0.1,1048,0.001,sgd,180,0.001,0.2507,0.1166
174,1024,30,32,0.3,1048,0.001,sgd,60,0.001,0.2505,0.1049
198,1024,60,4,0.1,64,0.001,sgd,60,0.001,0.2502,0.0738
571,2048,30,32,0.3,1048,0.01,sgd,60,0.01,0.25,0.145
3,1024,30,4,0.1,64,0.001,adam,120,0.01,0.2493,0.1269
178,1024,30,32,0.3,1048,0.001,sgd,180,0.001,0.2493,0.0969
32,1024,30,4,0.1,1048,0.001,sgd,120,0.001,0.2492,0.1093
633,2048,60,4,0.3,64,0.001,sgd,120,0.01,0.2492,0.0941
380,1024,60,32,0.3,1048,0.01,sgd,120,0.001,0.2492,0.088
463,2048,30,4,0.3,1048,0.001,sgd,60,0.01,0.2492,0.0835
42,1024,30,4,0.1,1048,0.01,sgd,60,0.001,0.2491,0.1001
555,2048,30,32,0.3,1048,0.001,adam,120,0.01,0.249,0.1134
712,2048,60,32,0.1,1048,0.01,adam,180,0.001,0.249,0.0897
147,1024,30,32,0.3,64,0.001,adam,120,0.01,0.2488,0.1246
556,2048,30,32,0.3,1048,0.001,adam,180,0.001,0.2488,0.1151
533,2048,30,32,0.3,64,0.001,adam,180,0.01,0.2488,0.1123
