,batch_size,bce_pos_class_weight,dropout_p,hidden_layer_size,input_layer_norm,lr,num_layers,optimizer_type,sequence_length,weight_decay,tss,hss
288,128,60,0.1,2,False,0.0025,1,adam,15,0.005,0.4442,0.1533
187,128,40,0.1,4,False,0.01,2,adam,15,0.05,0.4441,0.196
736,256,60,0.1,2,False,0.01,1,adam,45,0.005,0.4438,0.1713
377,128,60,0.3,2,False,0.01,1,adam,45,0.05,0.4433,0.163
383,128,60,0.3,2,False,0.01,2,adam,45,0.05,0.4428,0.1801
862,256,60,0.3,8,False,0.01,2,adam,45,0.005,0.4425,0.19
378,128,60,0.3,2,False,0.01,2,adam,15,0.005,0.4421,0.1917
860,256,60,0.3,8,False,0.01,2,adam,40,0.005,0.4417,0.1894
213,128,40,0.1,8,False,0.01,2,adam,40,0.05,0.4417,0.178
628,256,40,0.1,8,False,0.0025,1,adam,45,0.005,0.4411,0.1742
835,256,60,0.3,4,False,0.01,2,adam,15,0.05,0.4408,0.1654
327,128,60,0.1,4,False,0.01,1,adam,40,0.05,0.4406,0.1645
410,128,60,0.3,8,False,0.0025,1,adam,40,0.005,0.4398,0.1763
331,128,60,0.1,4,False,0.01,2,adam,15,0.05,0.4396,0.1402
137,128,20,0.3,8,False,0.01,1,adam,45,0.05,0.4388,0.2235
341,128,60,0.1,8,False,0.0025,1,adam,45,0.05,0.438,0.2028
121,128,20,0.3,8,False,0.0025,1,adam,15,0.05,0.4378,0.2616
401,128,60,0.3,4,False,0.01,1,adam,45,0.05,0.4375,0.1502
113,128,20,0.3,4,False,0.01,1,adam,45,0.05,0.4367,0.2481
332,128,60,0.1,4,False,0.01,2,adam,40,0.005,0.4367,0.1706
181,128,40,0.1,4,False,0.01,1,adam,15,0.05,0.4359,0.1644
182,128,40,0.1,4,False,0.01,1,adam,40,0.005,0.4355,0.2061
569,256,20,0.3,8,False,0.01,1,adam,45,0.05,0.4354,0.2593
362,128,60,0.3,2,False,0.0025,1,adam,40,0.005,0.435,0.1023
302,128,60,0.1,2,False,0.01,1,adam,40,0.005,0.4339,0.1625
338,128,60,0.1,8,False,0.0025,1,adam,40,0.005,0.4338,0.1771
567,256,20,0.3,8,False,0.01,1,adam,40,0.05,0.4334,0.2259
644,256,40,0.1,8,False,0.01,2,adam,40,0.005,0.4334,0.2201
643,256,40,0.1,8,False,0.01,2,adam,15,0.05,0.4334,0.1823
37,128,20,0.1,4,False,0.01,1,adam,15,0.05,0.4332,0.2399
686,256,40,0.3,4,False,0.01,1,adam,40,0.005,0.4332,0.1743
301,128,60,0.1,2,False,0.01,1,adam,15,0.05,0.4329,0.1523
63,128,20,0.1,8,False,0.01,1,adam,40,0.05,0.4321,0.2444
379,128,60,0.3,2,False,0.01,2,adam,15,0.05,0.4319,0.1883
640,256,40,0.1,8,False,0.01,1,adam,45,0.005,0.4317,0.2018
207,128,40,0.1,8,False,0.01,1,adam,40,0.05,0.4312,0.1811
289,128,60,0.1,2,False,0.0025,1,adam,15,0.05,0.4307,0.1624
412,128,60,0.3,8,False,0.0025,1,adam,45,0.005,0.4303,0.1525
216,128,40,0.3,2,False,0.0025,1,adam,15,0.005,0.4292,0.2031
111,128,20,0.3,4,False,0.01,1,adam,40,0.05,0.4291,0.2307
413,128,60,0.3,8,False,0.0025,1,adam,45,0.05,0.4284,0.1663
754,256,60,0.1,4,False,0.0025,2,adam,45,0.005,0.4281,0.1478
576,256,40,0.1,2,False,0.0025,1,adam,15,0.005,0.4279,0.1743
240,128,40,0.3,4,False,0.0025,1,adam,15,0.005,0.4275,0.1903
230,128,40,0.3,2,False,0.01,1,adam,40,0.005,0.4274,0.1727
746,256,60,0.1,4,False,0.0025,1,adam,40,0.005,0.4271,0.1536
305,128,60,0.1,2,False,0.01,1,adam,45,0.05,0.427,0.1303
161,128,40,0.1,2,False,0.01,1,adam,45,0.05,0.4268,0.1909
715,256,40,0.3,8,False,0.01,2,adam,15,0.05,0.4268,0.188
821,256,60,0.3,4,False,0.0025,1,adam,45,0.05,0.426,0.1129
534,256,20,0.3,4,False,0.0025,2,adam,15,0.005,0.4259,0.2578
625,256,40,0.1,8,False,0.0025,1,adam,15,0.05,0.4258,0.1871
407,128,60,0.3,4,False,0.01,2,adam,45,0.05,0.4258,0.1393
254,128,40,0.3,4,False,0.01,1,adam,40,0.005,0.4253,0.1849
310,128,60,0.1,2,False,0.01,2,adam,45,0.005,0.4253,0.1506
118,128,20,0.3,4,False,0.01,2,adam,45,0.005,0.425,0.2765
346,128,60,0.1,8,False,0.0025,2,adam,45,0.005,0.425,0.1987
601,256,40,0.1,4,False,0.0025,1,adam,15,0.05,0.4229,0.1731
232,128,40,0.3,2,False,0.01,1,adam,45,0.005,0.4225,0.1632
262,128,40,0.3,4,False,0.01,2,adam,45,0.005,0.4224,0.1983
459,256,20,0.1,4,False,0.0025,1,adam,40,0.05,0.4216,0.1811
584,256,40,0.1,2,False,0.0025,2,adam,40,0.005,0.4213,0.1801
566,256,20,0.3,8,False,0.01,1,adam,40,0.005,0.4212,0.2582
160,128,40,0.1,2,False,0.01,1,adam,45,0.005,0.4211,0.197
638,256,40,0.1,8,False,0.01,1,adam,40,0.005,0.4207,0.197
404,128,60,0.3,4,False,0.01,2,adam,40,0.005,0.4207,0.1783
162,128,40,0.1,2,False,0.01,2,adam,15,0.005,0.4207,0.1435
710,256,40,0.3,8,False,0.01,1,adam,40,0.005,0.4203,0.2006
697,256,40,0.3,8,False,0.0025,1,adam,15,0.05,0.4203,0.1874
185,128,40,0.1,4,False,0.01,1,adam,45,0.05,0.4197,0.1936
266,128,40,0.3,8,False,0.0025,1,adam,40,0.005,0.4197,0.1901
495,256,20,0.1,8,False,0.01,1,adam,40,0.05,0.4195,0.2277
494,256,20,0.1,8,False,0.01,1,adam,40,0.005,0.4194,0.2204
839,256,60,0.3,4,False,0.01,2,adam,45,0.05,0.4189,0.1345
197,128,40,0.1,8,False,0.0025,1,adam,45,0.05,0.4177,0.1964
208,128,40,0.1,8,False,0.01,1,adam,45,0.005,0.4177,0.176
545,256,20,0.3,4,False,0.01,1,adam,45,0.05,0.4176,0.2463
399,128,60,0.3,4,False,0.01,1,adam,40,0.05,0.4171,0.1528
102,128,20,0.3,4,False,0.0025,2,adam,15,0.005,0.4165,0.2495
403,128,60,0.3,4,False,0.01,2,adam,15,0.05,0.4164,0.1231
253,128,40,0.3,4,False,0.01,1,adam,15,0.05,0.4159,0.174
548,256,20,0.3,4,False,0.01,2,adam,40,0.005,0.4158,0.2085
269,128,40,0.3,8,False,0.0025,1,adam,45,0.05,0.4157,0.1872
314,128,60,0.1,4,False,0.0025,1,adam,40,0.005,0.4152,0.1748
418,128,60,0.3,8,False,0.0025,2,adam,45,0.005,0.4143,0.1774
239,128,40,0.3,2,False,0.01,2,adam,45,0.05,0.414,0.1884
425,128,60,0.3,8,False,0.01,1,adam,45,0.05,0.4137,0.1379
782,256,60,0.1,8,False,0.01,1,adam,40,0.005,0.4136,0.1655
422,128,60,0.3,8,False,0.01,1,adam,40,0.005,0.4134,0.1803
293,128,60,0.1,2,False,0.0025,1,adam,45,0.05,0.4125,0.1301
787,256,60,0.1,8,False,0.01,2,adam,15,0.05,0.412,0.1451
237,128,40,0.3,2,False,0.01,2,adam,40,0.05,0.4119,0.1383
431,128,60,0.3,8,False,0.01,2,adam,45,0.05,0.4117,0.1392
134,128,20,0.3,8,False,0.01,1,adam,40,0.005,0.4114,0.2193
340,128,60,0.1,8,False,0.0025,1,adam,45,0.005,0.4114,0.1403
836,256,60,0.3,4,False,0.01,2,adam,40,0.005,0.4108,0.1886
194,128,40,0.1,8,False,0.0025,1,adam,40,0.005,0.4107,0.1724
823,256,60,0.3,4,False,0.0025,2,adam,15,0.05,0.4107,0.1314
423,128,60,0.3,8,False,0.01,1,adam,40,0.05,0.4105,0.1409
140,128,20,0.3,8,False,0.01,2,adam,40,0.005,0.4103,0.2339
370,128,60,0.3,2,False,0.0025,2,adam,45,0.005,0.4102,0.1217
594,256,40,0.1,2,False,0.01,2,adam,15,0.005,0.41,0.1851
804,256,60,0.3,2,False,0.01,1,adam,15,0.005,0.41,0.1522
816,256,60,0.3,4,False,0.0025,1,adam,15,0.005,0.4098,0.1538
397,128,60,0.3,4,False,0.01,1,adam,15,0.05,0.4097,0.1399
133,128,20,0.3,8,False,0.01,1,adam,15,0.05,0.4094,0.2172
772,256,60,0.1,8,False,0.0025,1,adam,45,0.005,0.4087,0.1272
504,256,20,0.3,2,False,0.0025,1,adam,15,0.005,0.4086,0.2424
820,256,60,0.3,4,False,0.0025,1,adam,45,0.005,0.4086,0.1223
541,256,20,0.3,4,False,0.01,1,adam,15,0.05,0.4083,0.2232
89,128,20,0.3,2,False,0.01,1,adam,45,0.05,0.4082,0.236
274,128,40,0.3,8,False,0.0025,2,adam,45,0.005,0.4082,0.2021
360,128,60,0.3,2,False,0.0025,1,adam,15,0.005,0.4081,0.1366
661,256,40,0.3,2,False,0.01,1,adam,15,0.05,0.4079,0.172
245,128,40,0.3,4,False,0.0025,1,adam,45,0.05,0.4077,0.1913
200,128,40,0.1,8,False,0.0025,2,adam,40,0.005,0.4075,0.2156
856,256,60,0.3,8,False,0.01,1,adam,45,0.005,0.4074,0.1502
325,128,60,0.1,4,False,0.01,1,adam,15,0.05,0.4073,0.1411
96,128,20,0.3,4,False,0.0025,1,adam,15,0.005,0.407,0.216
769,256,60,0.1,8,False,0.0025,1,adam,15,0.05,0.407,0.1565
38,128,20,0.1,4,False,0.01,1,adam,40,0.005,0.4069,0.2406
49,128,20,0.1,8,False,0.0025,1,adam,15,0.05,0.4069,0.2369
175,128,40,0.1,4,False,0.0025,2,adam,15,0.05,0.4069,0.1721
316,128,60,0.1,4,False,0.0025,1,adam,45,0.005,0.4068,0.1253
339,128,60,0.1,8,False,0.0025,1,adam,40,0.05,0.4067,0.1676
209,128,40,0.1,8,False,0.01,1,adam,45,0.05,0.4067,0.149
16,128,20,0.1,2,False,0.01,1,adam,45,0.005,0.4064,0.2176
400,128,60,0.3,4,False,0.01,1,adam,45,0.005,0.4062,0.1522
145,128,40,0.1,2,False,0.0025,1,adam,15,0.05,0.4057,0.1635
807,256,60,0.3,2,False,0.01,1,adam,40,0.05,0.405,0.1612
619,256,40,0.1,4,False,0.01,2,adam,15,0.05,0.4049,0.1747
776,256,60,0.1,8,False,0.0025,2,adam,40,0.005,0.4048,0.1835
345,128,60,0.1,8,False,0.0025,2,adam,40,0.05,0.4044,0.1567
791,256,60,0.1,8,False,0.01,2,adam,45,0.05,0.4042,0.1333
692,256,40,0.3,4,False,0.01,2,adam,40,0.005,0.404,0.1864
675,256,40,0.3,4,False,0.0025,1,adam,40,0.05,0.4037,0.1925
843,256,60,0.3,8,False,0.0025,1,adam,40,0.05,0.4036,0.1591
68,128,20,0.1,8,False,0.01,2,adam,40,0.005,0.4035,0.2432
859,256,60,0.3,8,False,0.01,2,adam,15,0.05,0.4035,0.1267
751,256,60,0.1,4,False,0.0025,2,adam,15,0.05,0.4031,0.1503
794,256,60,0.3,2,False,0.0025,1,adam,40,0.005,0.4021,0.1115
780,256,60,0.1,8,False,0.01,1,adam,15,0.005,0.402,0.1651
324,128,60,0.1,4,False,0.01,1,adam,15,0.005,0.4017,0.1581
712,256,40,0.3,8,False,0.01,1,adam,45,0.005,0.4016,0.1947
773,256,60,0.1,8,False,0.0025,1,adam,45,0.05,0.4016,0.1308
677,256,40,0.3,4,False,0.0025,1,adam,45,0.05,0.4011,0.1319
473,256,20,0.1,4,False,0.01,1,adam,45,0.05,0.401,0.2276
732,256,60,0.1,2,False,0.01,1,adam,15,0.005,0.4009,0.1365
125,128,20,0.3,8,False,0.0025,1,adam,45,0.05,0.4006,0.2138
469,256,20,0.1,4,False,0.01,1,adam,15,0.05,0.4005,0.2106
687,256,40,0.3,4,False,0.01,1,adam,40,0.05,0.4003,0.1836
247,128,40,0.3,4,False,0.0025,2,adam,15,0.05,0.4003,0.1821
158,128,40,0.1,2,False,0.01,1,adam,40,0.005,0.4002,0.1839
631,256,40,0.1,8,False,0.0025,2,adam,15,0.05,0.4002,0.1806
199,128,40,0.1,8,False,0.0025,2,adam,15,0.05,0.4001,0.1603
662,256,40,0.3,2,False,0.01,1,adam,40,0.005,0.4,0.1848
205,128,40,0.1,8,False,0.01,1,adam,15,0.05,0.4,0.1647
771,256,60,0.1,8,False,0.0025,1,adam,40,0.05,0.3999,0.1528
632,256,40,0.1,8,False,0.0025,2,adam,40,0.005,0.3997,0.1904
701,256,40,0.3,8,False,0.0025,1,adam,45,0.05,0.3997,0.1587
13,128,20,0.1,2,False,0.01,1,adam,15,0.05,0.3996,0.2263
818,256,60,0.3,4,False,0.0025,1,adam,40,0.005,0.3996,0.1177
144,128,40,0.1,2,False,0.0025,1,adam,15,0.005,0.3995,0.1472
408,128,60,0.3,8,False,0.0025,1,adam,15,0.005,0.3992,0.1616
595,256,40,0.1,2,False,0.01,2,adam,15,0.05,0.3992,0.1602
531,256,20,0.3,4,False,0.0025,1,adam,40,0.05,0.3991,0.2611
627,256,40,0.1,8,False,0.0025,1,adam,40,0.05,0.3989,0.1729
303,128,60,0.1,2,False,0.01,1,adam,40,0.05,0.3989,0.1504
777,256,60,0.1,8,False,0.0025,2,adam,40,0.05,0.3985,0.144
391,128,60,0.3,4,False,0.0025,2,adam,15,0.05,0.398,0.1478
267,128,40,0.3,8,False,0.0025,1,adam,40,0.05,0.3979,0.1737
329,128,60,0.1,4,False,0.01,1,adam,45,0.05,0.3978,0.125
387,128,60,0.3,4,False,0.0025,1,adam,40,0.05,0.3974,0.151
246,128,40,0.3,4,False,0.0025,2,adam,15,0.005,0.3973,0.1741
699,256,40,0.3,8,False,0.0025,1,adam,40,0.05,0.3973,0.1702
629,256,40,0.1,8,False,0.0025,1,adam,45,0.05,0.397,0.1558
195,128,40,0.1,8,False,0.0025,1,adam,40,0.05,0.3969,0.1711
295,128,60,0.1,2,False,0.0025,2,adam,15,0.05,0.3968,0.1478
389,128,60,0.3,4,False,0.0025,1,adam,45,0.05,0.3968,0.1328
620,256,40,0.1,4,False,0.01,2,adam,40,0.005,0.3966,0.1783
170,128,40,0.1,4,False,0.0025,1,adam,40,0.005,0.3963,0.148
685,256,40,0.3,4,False,0.01,1,adam,15,0.05,0.3962,0.1579
622,256,40,0.1,4,False,0.01,2,adam,45,0.005,0.3961,0.1772
304,128,60,0.1,2,False,0.01,1,adam,45,0.005,0.396,0.1422
775,256,60,0.1,8,False,0.0025,2,adam,15,0.05,0.3959,0.149
543,256,20,0.3,4,False,0.01,1,adam,40,0.05,0.3958,0.213
235,128,40,0.3,2,False,0.01,2,adam,15,0.05,0.3958,0.1476
228,128,40,0.3,2,False,0.01,1,adam,15,0.005,0.3956,0.1682
416,128,60,0.3,8,False,0.0025,2,adam,40,0.005,0.3955,0.1952
164,128,40,0.1,2,False,0.01,2,adam,40,0.005,0.3955,0.1794
667,256,40,0.3,2,False,0.01,2,adam,15,0.05,0.3955,0.1431
318,128,60,0.1,4,False,0.0025,2,adam,15,0.005,0.3954,0.1663
447,256,20,0.1,2,False,0.01,1,adam,40,0.05,0.395,0.2342
271,128,40,0.3,8,False,0.0025,2,adam,15,0.05,0.395,0.1756
673,256,40,0.3,4,False,0.0025,1,adam,15,0.05,0.395,0.1727
27,128,20,0.1,4,False,0.0025,1,adam,40,0.05,0.3948,0.2373
72,128,20,0.3,2,False,0.0025,1,adam,15,0.005,0.3948,0.2126
61,128,20,0.1,8,False,0.01,1,adam,15,0.05,0.3948,0.1973
198,128,40,0.1,8,False,0.0025,2,adam,15,0.005,0.3946,0.1809
829,256,60,0.3,4,False,0.01,1,adam,15,0.05,0.3946,0.1289
353,128,60,0.1,8,False,0.01,1,adam,45,0.05,0.3946,0.1166
190,128,40,0.1,4,False,0.01,2,adam,45,0.005,0.3945,0.1821
778,256,60,0.1,8,False,0.0025,2,adam,45,0.005,0.3943,0.1762
703,256,40,0.3,8,False,0.0025,2,adam,15,0.05,0.3943,0.1677
122,128,20,0.3,8,False,0.0025,1,adam,40,0.005,0.394,0.2281
848,256,60,0.3,8,False,0.0025,2,adam,40,0.005,0.3938,0.1914
273,128,40,0.3,8,False,0.0025,2,adam,40,0.05,0.3935,0.1651
709,256,40,0.3,8,False,0.01,1,adam,15,0.05,0.3935,0.1557
817,256,60,0.3,4,False,0.0025,1,adam,15,0.05,0.3932,0.1363
55,128,20,0.1,8,False,0.0025,2,adam,15,0.05,0.3931,0.2094
367,128,60,0.3,2,False,0.0025,2,adam,15,0.05,0.3931,0.1478
147,128,40,0.1,2,False,0.0025,1,adam,40,0.05,0.3931,0.1253
351,128,60,0.1,8,False,0.01,1,adam,40,0.05,0.393,0.1347
50,128,20,0.1,8,False,0.0025,1,adam,40,0.005,0.3926,0.1995
633,256,40,0.1,8,False,0.0025,2,adam,40,0.05,0.3926,0.1691
361,128,60,0.3,2,False,0.0025,1,adam,15,0.05,0.3926,0.1399
493,256,20,0.1,8,False,0.01,1,adam,15,0.05,0.3925,0.2129
616,256,40,0.1,4,False,0.01,1,adam,45,0.005,0.3925,0.2023
120,128,20,0.3,8,False,0.0025,1,adam,15,0.005,0.3923,0.2205
642,256,40,0.1,8,False,0.01,2,adam,15,0.005,0.3923,0.1669
268,128,40,0.3,8,False,0.0025,1,adam,45,0.005,0.3918,0.1778
90,128,20,0.3,2,False,0.01,2,adam,15,0.005,0.3916,0.1861
110,128,20,0.3,4,False,0.01,1,adam,40,0.005,0.3915,0.2414
690,256,40,0.3,4,False,0.01,2,adam,15,0.005,0.3915,0.1935
693,256,40,0.3,4,False,0.01,2,adam,40,0.05,0.3914,0.1632
343,128,60,0.1,8,False,0.0025,2,adam,15,0.05,0.3913,0.1501
294,128,60,0.1,2,False,0.0025,2,adam,15,0.005,0.3913,0.1433
863,256,60,0.3,8,False,0.01,2,adam,45,0.05,0.3913,0.1359
322,128,60,0.1,4,False,0.0025,2,adam,45,0.005,0.3912,0.1476
529,256,20,0.3,4,False,0.0025,1,adam,15,0.05,0.391,0.2087
805,256,60,0.3,2,False,0.01,1,adam,15,0.05,0.3909,0.1473
165,128,40,0.1,2,False,0.01,2,adam,40,0.05,0.3907,0.1614
386,128,60,0.3,4,False,0.0025,1,adam,40,0.005,0.3907,0.1517
600,256,40,0.1,4,False,0.0025,1,adam,15,0.005,0.3906,0.1719
355,128,60,0.1,8,False,0.01,2,adam,15,0.05,0.3906,0.1225
593,256,40,0.1,2,False,0.01,1,adam,45,0.05,0.3903,0.1728
319,128,60,0.1,4,False,0.0025,2,adam,15,0.05,0.3903,0.1414
277,128,40,0.3,8,False,0.01,1,adam,15,0.05,0.3903,0.1348
275,128,40,0.3,8,False,0.0025,2,adam,45,0.05,0.3902,0.1927
672,256,40,0.3,4,False,0.0025,1,adam,15,0.005,0.3902,0.1582
464,256,20,0.1,4,False,0.0025,2,adam,40,0.005,0.3899,0.2022
481,256,20,0.1,8,False,0.0025,1,adam,15,0.05,0.3898,0.206
217,128,40,0.3,2,False,0.0025,1,adam,15,0.05,0.3898,0.1631
621,256,40,0.1,4,False,0.01,2,adam,40,0.05,0.3897,0.1808
553,256,20,0.3,8,False,0.0025,1,adam,15,0.05,0.3896,0.2094
613,256,40,0.1,4,False,0.01,1,adam,15,0.05,0.3896,0.1501
321,128,60,0.1,4,False,0.0025,2,adam,40,0.05,0.3894,0.1564
57,128,20,0.1,8,False,0.0025,2,adam,40,0.05,0.3893,0.2016
850,256,60,0.3,8,False,0.0025,2,adam,45,0.005,0.3892,0.1666
296,128,60,0.1,2,False,0.0025,2,adam,40,0.005,0.3891,0.1376
281,128,40,0.3,8,False,0.01,1,adam,45,0.05,0.389,0.1543
264,128,40,0.3,8,False,0.0025,1,adam,15,0.005,0.3886,0.1681
726,256,60,0.1,2,False,0.0025,2,adam,15,0.005,0.3885,0.1286
21,128,20,0.1,2,False,0.01,2,adam,40,0.05,0.3884,0.1905
73,128,20,0.3,2,False,0.0025,1,adam,15,0.05,0.3883,0.2136
201,128,40,0.1,8,False,0.0025,2,adam,40,0.05,0.3883,0.1654
141,128,20,0.3,8,False,0.01,2,adam,40,0.05,0.3882,0.2032
573,256,20,0.3,8,False,0.01,2,adam,40,0.05,0.3882,0.1948
309,128,60,0.1,2,False,0.01,2,adam,40,0.05,0.3882,0.1354
381,128,60,0.3,2,False,0.01,2,adam,40,0.05,0.3877,0.1285
150,128,40,0.1,2,False,0.0025,2,adam,15,0.005,0.3876,0.1794
575,256,20,0.3,8,False,0.01,2,adam,45,0.05,0.3874,0.2103
95,128,20,0.3,2,False,0.01,2,adam,45,0.05,0.3874,0.1968
840,256,60,0.3,8,False,0.0025,1,adam,15,0.005,0.3874,0.156
790,256,60,0.1,8,False,0.01,2,adam,45,0.005,0.3872,0.1696
674,256,40,0.3,4,False,0.0025,1,adam,40,0.005,0.3872,0.1359
636,256,40,0.1,8,False,0.01,1,adam,15,0.005,0.3867,0.1711
828,256,60,0.3,4,False,0.01,1,adam,15,0.005,0.3867,0.1473
234,128,40,0.3,2,False,0.01,2,adam,15,0.005,0.3866,0.1579
668,256,40,0.3,2,False,0.01,2,adam,40,0.005,0.3865,0.2
97,128,20,0.3,4,False,0.0025,1,adam,15,0.05,0.3864,0.2077
770,256,60,0.1,8,False,0.0025,1,adam,40,0.005,0.3863,0.1439
705,256,40,0.3,8,False,0.0025,2,adam,40,0.05,0.3861,0.1571
842,256,60,0.3,8,False,0.0025,1,adam,40,0.005,0.3859,0.1607
476,256,20,0.1,4,False,0.01,2,adam,40,0.005,0.3856,0.1798
852,256,60,0.3,8,False,0.01,1,adam,15,0.005,0.3855,0.1296
129,128,20,0.3,8,False,0.0025,2,adam,40,0.05,0.3853,0.1929
249,128,40,0.3,4,False,0.0025,2,adam,40,0.05,0.385,0.1597
388,128,60,0.3,4,False,0.0025,1,adam,45,0.005,0.385,0.137
637,256,40,0.1,8,False,0.01,1,adam,15,0.05,0.385,0.1323
604,256,40,0.1,4,False,0.0025,1,adam,45,0.005,0.3849,0.1298
243,128,40,0.3,4,False,0.0025,1,adam,40,0.05,0.3848,0.1575
623,256,40,0.1,4,False,0.01,2,adam,45,0.05,0.3846,0.1649
215,128,40,0.1,8,False,0.01,2,adam,45,0.05,0.3846,0.1582
188,128,40,0.1,4,False,0.01,2,adam,40,0.005,0.3844,0.1803
707,256,40,0.3,8,False,0.0025,2,adam,45,0.05,0.3844,0.1698
544,256,20,0.3,4,False,0.01,1,adam,45,0.005,0.3842,0.2104
624,256,40,0.1,8,False,0.0025,1,adam,15,0.005,0.3842,0.1518
