,batch_size,bce_pos_class_weight,dropout_p,hidden_layer_size,input_layer_norm,lr,num_layers,optimizer_type,sequence_length,weight_decay,tss,hss
215,128,50,0.1,16,False,0.015,2,adam,45,0.05,0.4229,0.145
733,256,80,0.1,2,False,0.015,1,adam,10,0.05,0.4228,0.147
844,256,80,0.2,16,False,0.0065,1,adam,45,0.01,0.4226,0.1678
747,256,80,0.1,4,False,0.0065,1,adam,35,0.05,0.4224,0.1715
281,128,50,0.2,16,False,0.015,1,adam,45,0.05,0.4224,0.1288
721,256,80,0.1,2,False,0.0065,1,adam,10,0.05,0.4221,0.1523
720,256,80,0.1,2,False,0.0065,1,adam,10,0.01,0.422,0.1378
351,128,80,0.1,16,False,0.015,1,adam,35,0.05,0.4218,0.1312
353,128,80,0.1,16,False,0.015,1,adam,45,0.05,0.4216,0.1302
203,128,50,0.1,16,False,0.0065,2,adam,45,0.05,0.4215,0.1554
690,256,50,0.2,4,False,0.015,2,adam,10,0.01,0.4213,0.1436
817,256,80,0.2,4,False,0.0065,1,adam,10,0.05,0.4213,0.1382
783,256,80,0.1,16,False,0.015,1,adam,35,0.05,0.421,0.1317
702,256,50,0.2,16,False,0.0065,2,adam,10,0.01,0.4209,0.1859
807,256,80,0.2,2,False,0.015,1,adam,35,0.05,0.4205,0.1546
340,128,80,0.1,16,False,0.0065,1,adam,45,0.01,0.4203,0.1376
292,128,80,0.1,2,False,0.0065,1,adam,45,0.01,0.4202,0.149
250,128,50,0.2,4,False,0.0065,2,adam,45,0.01,0.4199,0.1694
344,128,80,0.1,16,False,0.0065,2,adam,35,0.01,0.4198,0.1545
333,128,80,0.1,4,False,0.015,2,adam,35,0.05,0.4196,0.1495
370,128,80,0.2,2,False,0.0065,2,adam,45,0.01,0.419,0.1672
710,256,50,0.2,16,False,0.015,1,adam,35,0.01,0.4185,0.1771
246,128,50,0.2,4,False,0.0065,2,adam,10,0.01,0.4184,0.1752
168,128,50,0.1,4,False,0.0065,1,adam,10,0.01,0.4183,0.1662
727,256,80,0.1,2,False,0.0065,2,adam,10,0.05,0.4175,0.1598
832,256,80,0.2,4,False,0.015,1,adam,45,0.01,0.4174,0.1402
604,256,50,0.1,4,False,0.0065,1,adam,45,0.01,0.416,0.1636
739,256,80,0.1,2,False,0.015,2,adam,10,0.05,0.416,0.118
779,256,80,0.1,16,False,0.0065,2,adam,45,0.05,0.4158,0.1586
759,256,80,0.1,4,False,0.015,1,adam,35,0.05,0.4154,0.1412
174,128,50,0.1,4,False,0.0065,2,adam,10,0.01,0.4152,0.1746
409,128,80,0.2,16,False,0.0065,1,adam,10,0.05,0.4145,0.1446
621,256,50,0.1,4,False,0.015,2,adam,35,0.05,0.4144,0.1646
378,128,80,0.2,2,False,0.015,2,adam,10,0.01,0.4142,0.1439
785,256,80,0.1,16,False,0.015,1,adam,45,0.05,0.4142,0.1301
290,128,80,0.1,2,False,0.0065,1,adam,35,0.01,0.4141,0.1308
366,128,80,0.2,2,False,0.0065,2,adam,10,0.01,0.4141,0.1295
632,256,50,0.1,16,False,0.0065,2,adam,35,0.01,0.4139,0.1767
385,128,80,0.2,4,False,0.0065,1,adam,10,0.05,0.4139,0.1629
704,256,50,0.2,16,False,0.0065,2,adam,35,0.01,0.4136,0.1876
219,128,50,0.2,2,False,0.0065,1,adam,35,0.05,0.4136,0.182
637,256,50,0.1,16,False,0.015,1,adam,10,0.05,0.4136,0.1245
641,256,50,0.1,16,False,0.015,1,adam,45,0.05,0.4135,0.1588
395,128,80,0.2,4,False,0.0065,2,adam,45,0.05,0.4131,0.1237
305,128,80,0.1,2,False,0.015,1,adam,45,0.05,0.4129,0.1239
252,128,50,0.2,4,False,0.015,1,adam,10,0.01,0.4126,0.1561
354,128,80,0.1,16,False,0.015,2,adam,10,0.01,0.4126,0.1398
705,256,50,0.2,16,False,0.0065,2,adam,35,0.05,0.4125,0.1549
313,128,80,0.1,4,False,0.0065,1,adam,10,0.05,0.4123,0.1467
191,128,50,0.1,4,False,0.015,2,adam,45,0.05,0.4122,0.1615
212,128,50,0.1,16,False,0.015,2,adam,35,0.01,0.4119,0.1803
361,128,80,0.2,2,False,0.0065,1,adam,10,0.05,0.4117,0.1422
244,128,50,0.2,4,False,0.0065,1,adam,45,0.01,0.4116,0.164
234,128,50,0.2,2,False,0.015,2,adam,10,0.01,0.4112,0.1617
415,128,80,0.2,16,False,0.0065,2,adam,10,0.05,0.4105,0.1218
402,128,80,0.2,4,False,0.015,2,adam,10,0.01,0.4102,0.1391
790,256,80,0.1,16,False,0.015,2,adam,45,0.01,0.4095,0.157
625,256,50,0.1,16,False,0.0065,1,adam,10,0.05,0.4091,0.1622
630,256,50,0.1,16,False,0.0065,2,adam,10,0.01,0.409,0.1986
294,128,80,0.1,2,False,0.0065,2,adam,10,0.01,0.4089,0.1398
412,128,80,0.2,16,False,0.0065,1,adam,45,0.01,0.4081,0.1551
282,128,50,0.2,16,False,0.015,2,adam,10,0.01,0.408,0.1634
603,256,50,0.1,4,False,0.0065,1,adam,35,0.05,0.408,0.156
809,256,80,0.2,2,False,0.015,1,adam,45,0.05,0.408,0.1532
620,256,50,0.1,4,False,0.015,2,adam,35,0.01,0.4077,0.1677
581,256,50,0.1,2,False,0.0065,1,adam,45,0.05,0.4077,0.1511
257,128,50,0.2,4,False,0.015,1,adam,45,0.05,0.4075,0.1661
679,256,50,0.2,4,False,0.0065,2,adam,10,0.05,0.4075,0.1593
200,128,50,0.1,16,False,0.0065,2,adam,35,0.01,0.4074,0.1904
726,256,80,0.1,2,False,0.0065,2,adam,10,0.01,0.4073,0.137
842,256,80,0.2,16,False,0.0065,1,adam,35,0.01,0.4072,0.1519
144,128,50,0.1,2,False,0.0065,1,adam,10,0.01,0.4067,0.1603
703,256,50,0.2,16,False,0.0065,2,adam,10,0.05,0.4067,0.1473
314,128,80,0.1,4,False,0.0065,1,adam,35,0.01,0.4061,0.1375
392,128,80,0.2,4,False,0.0065,2,adam,35,0.01,0.4059,0.1669
837,256,80,0.2,4,False,0.015,2,adam,35,0.05,0.4058,0.1534
717,256,50,0.2,16,False,0.015,2,adam,35,0.05,0.4058,0.1422
249,128,50,0.2,4,False,0.0065,2,adam,35,0.05,0.4055,0.1639
201,128,50,0.1,16,False,0.0065,2,adam,35,0.05,0.4052,0.1483
674,256,50,0.2,4,False,0.0065,1,adam,35,0.01,0.405,0.1597
628,256,50,0.1,16,False,0.0065,1,adam,45,0.01,0.405,0.1494
793,256,80,0.2,2,False,0.0065,1,adam,10,0.05,0.4049,0.1411
789,256,80,0.1,16,False,0.015,2,adam,35,0.05,0.4049,0.124
651,256,50,0.2,2,False,0.0065,1,adam,35,0.05,0.4047,0.1704
626,256,50,0.1,16,False,0.0065,1,adam,35,0.01,0.4046,0.1541
778,256,80,0.1,16,False,0.0065,2,adam,45,0.01,0.4044,0.1541
730,256,80,0.1,2,False,0.0065,2,adam,45,0.01,0.4036,0.1543
341,128,80,0.1,16,False,0.0065,1,adam,45,0.05,0.4036,0.125
383,128,80,0.2,2,False,0.015,2,adam,45,0.05,0.4035,0.1368
389,128,80,0.2,4,False,0.0065,1,adam,45,0.05,0.4034,0.1431
594,256,50,0.1,2,False,0.015,2,adam,10,0.01,0.4032,0.1631
364,128,80,0.2,2,False,0.0065,1,adam,45,0.01,0.4029,0.1264
648,256,50,0.2,2,False,0.0065,1,adam,10,0.01,0.4023,0.16
214,128,50,0.1,16,False,0.015,2,adam,45,0.01,0.402,0.1824
857,256,80,0.2,16,False,0.015,1,adam,45,0.05,0.4019,0.1186
608,256,50,0.1,4,False,0.0065,2,adam,35,0.01,0.4016,0.1766
784,256,80,0.1,16,False,0.015,1,adam,45,0.01,0.4016,0.1506
833,256,80,0.2,4,False,0.015,1,adam,45,0.05,0.4014,0.1207
725,256,80,0.1,2,False,0.0065,1,adam,45,0.05,0.4013,0.0984
218,128,50,0.2,2,False,0.0065,1,adam,35,0.01,0.4011,0.1697
147,128,50,0.1,2,False,0.0065,1,adam,35,0.05,0.401,0.1492
178,128,50,0.1,4,False,0.0065,2,adam,45,0.01,0.4008,0.1635
750,256,80,0.1,4,False,0.0065,2,adam,10,0.01,0.4007,0.1613
753,256,80,0.1,4,False,0.0065,2,adam,35,0.05,0.4005,0.1398
692,256,50,0.2,4,False,0.015,2,adam,35,0.01,0.4004,0.1758
322,128,80,0.1,4,False,0.0065,2,adam,45,0.01,0.4004,0.1307
718,256,50,0.2,16,False,0.015,2,adam,45,0.01,0.4003,0.1525
605,256,50,0.1,4,False,0.0065,1,adam,45,0.05,0.4002,0.1733
616,256,50,0.1,4,False,0.015,1,adam,45,0.01,0.3999,0.1718
642,256,50,0.1,16,False,0.015,2,adam,10,0.01,0.3998,0.1584
645,256,50,0.1,16,False,0.015,2,adam,35,0.05,0.3996,0.1506
808,256,80,0.2,2,False,0.015,1,adam,45,0.01,0.3996,0.1196
678,256,50,0.2,4,False,0.0065,2,adam,10,0.01,0.3995,0.1646
206,128,50,0.1,16,False,0.015,1,adam,35,0.01,0.3993,0.1559
633,256,50,0.1,16,False,0.0065,2,adam,35,0.05,0.3993,0.1419
683,256,50,0.2,4,False,0.0065,2,adam,45,0.05,0.3992,0.1762
240,128,50,0.2,4,False,0.0065,1,adam,10,0.01,0.399,0.1543
684,256,50,0.2,4,False,0.015,1,adam,10,0.01,0.399,0.1543
764,256,80,0.1,4,False,0.015,2,adam,35,0.01,0.399,0.1537
417,128,80,0.2,16,False,0.0065,2,adam,35,0.05,0.399,0.1319
318,128,80,0.1,4,False,0.0065,2,adam,10,0.01,0.3988,0.1404
394,128,80,0.2,4,False,0.0065,2,adam,45,0.01,0.3988,0.1221
823,256,80,0.2,4,False,0.0065,2,adam,10,0.05,0.3982,0.1237
298,128,80,0.1,2,False,0.0065,2,adam,45,0.01,0.3979,0.1368
770,256,80,0.1,16,False,0.0065,1,adam,35,0.01,0.3978,0.1553
618,256,50,0.1,4,False,0.015,2,adam,10,0.01,0.3977,0.1585
173,128,50,0.1,4,False,0.0065,1,adam,45,0.05,0.3976,0.1554
204,128,50,0.1,16,False,0.015,1,adam,10,0.01,0.3976,0.1529
716,256,50,0.2,16,False,0.015,2,adam,35,0.01,0.3973,0.1705
319,128,80,0.1,4,False,0.0065,2,adam,10,0.05,0.397,0.1272
158,128,50,0.1,2,False,0.015,1,adam,35,0.01,0.3965,0.1562
850,256,80,0.2,16,False,0.0065,2,adam,45,0.01,0.3964,0.1553
398,128,80,0.2,4,False,0.015,1,adam,35,0.01,0.3963,0.1181
345,128,80,0.1,16,False,0.0065,2,adam,35,0.05,0.3962,0.1304
396,128,80,0.2,4,False,0.015,1,adam,10,0.01,0.3957,0.1139
289,128,80,0.1,2,False,0.0065,1,adam,10,0.05,0.3956,0.1164
612,256,50,0.1,4,False,0.015,1,adam,10,0.01,0.3955,0.1502
331,128,80,0.1,4,False,0.015,2,adam,10,0.05,0.3954,0.1117
182,128,50,0.1,4,False,0.015,1,adam,35,0.01,0.3953,0.1666
846,256,80,0.2,16,False,0.0065,2,adam,10,0.01,0.3952,0.1568
755,256,80,0.1,4,False,0.0065,2,adam,45,0.05,0.3952,0.1429
786,256,80,0.1,16,False,0.015,2,adam,10,0.01,0.3945,0.1454
600,256,50,0.1,4,False,0.0065,1,adam,10,0.01,0.3942,0.1482
419,128,80,0.2,16,False,0.0065,2,adam,45,0.05,0.3941,0.1196
237,128,50,0.2,2,False,0.015,2,adam,35,0.05,0.394,0.1457
186,128,50,0.1,4,False,0.015,2,adam,10,0.01,0.3938,0.165
681,256,50,0.2,4,False,0.0065,2,adam,35,0.05,0.3935,0.1666
288,128,80,0.1,2,False,0.0065,1,adam,10,0.01,0.3932,0.1445
669,256,50,0.2,2,False,0.015,2,adam,35,0.05,0.393,0.1573
728,256,80,0.1,2,False,0.0065,2,adam,35,0.01,0.393,0.1166
610,256,50,0.1,4,False,0.0065,2,adam,45,0.01,0.3926,0.1654
749,256,80,0.1,4,False,0.0065,1,adam,45,0.05,0.3921,0.1602
667,256,50,0.2,2,False,0.015,2,adam,10,0.05,0.3921,0.1357
414,128,80,0.2,16,False,0.0065,2,adam,10,0.01,0.3919,0.1493
677,256,50,0.2,4,False,0.0065,1,adam,45,0.05,0.3918,0.1446
856,256,80,0.2,16,False,0.015,1,adam,45,0.01,0.3918,0.1427
296,128,80,0.1,2,False,0.0065,2,adam,35,0.01,0.3916,0.1373
653,256,50,0.2,2,False,0.0065,1,adam,45,0.05,0.3912,0.1354
192,128,50,0.1,16,False,0.0065,1,adam,10,0.01,0.3909,0.1584
425,128,80,0.2,16,False,0.015,1,adam,45,0.05,0.3907,0.1126
254,128,50,0.2,4,False,0.015,1,adam,35,0.01,0.3906,0.155
635,256,50,0.1,16,False,0.0065,2,adam,45,0.05,0.3906,0.152
579,256,50,0.1,2,False,0.0065,1,adam,35,0.05,0.3903,0.1512
595,256,50,0.1,2,False,0.015,2,adam,10,0.05,0.3903,0.1459
830,256,80,0.2,4,False,0.015,1,adam,35,0.01,0.3903,0.1112
775,256,80,0.1,16,False,0.0065,2,adam,10,0.05,0.3902,0.1226
426,128,80,0.2,16,False,0.015,2,adam,10,0.01,0.3902,0.1178
795,256,80,0.2,2,False,0.0065,1,adam,35,0.05,0.3902,0.1158
330,128,80,0.1,4,False,0.015,2,adam,10,0.01,0.3898,0.1355
410,128,80,0.2,16,False,0.0065,1,adam,35,0.01,0.3897,0.1309
836,256,80,0.2,4,False,0.015,2,adam,35,0.01,0.3896,0.1303
706,256,50,0.2,16,False,0.0065,2,adam,45,0.01,0.3895,0.16
266,128,50,0.2,16,False,0.0065,1,adam,35,0.01,0.3894,0.1579
609,256,50,0.1,4,False,0.0065,2,adam,35,0.05,0.3893,0.1604
401,128,80,0.2,4,False,0.015,1,adam,45,0.05,0.3892,0.109
772,256,80,0.1,16,False,0.0065,1,adam,45,0.01,0.3891,0.141
177,128,50,0.1,4,False,0.0065,2,adam,35,0.05,0.3888,0.1535
427,128,80,0.2,16,False,0.015,2,adam,10,0.05,0.3885,0.0868
827,256,80,0.2,4,False,0.0065,2,adam,45,0.05,0.3884,0.1453
799,256,80,0.2,2,False,0.0065,2,adam,10,0.05,0.3883,0.1346
239,128,50,0.2,2,False,0.015,2,adam,45,0.05,0.3882,0.149
359,128,80,0.1,16,False,0.015,2,adam,45,0.05,0.3879,0.1166
157,128,50,0.1,2,False,0.015,1,adam,10,0.05,0.3878,0.1525
311,128,80,0.1,2,False,0.015,2,adam,45,0.05,0.3877,0.1389
213,128,50,0.1,16,False,0.015,2,adam,35,0.05,0.3877,0.1304
371,128,80,0.2,2,False,0.0065,2,adam,45,0.05,0.3876,0.1456
179,128,50,0.1,4,False,0.0065,2,adam,45,0.05,0.3875,0.1544
762,256,80,0.1,4,False,0.015,2,adam,10,0.01,0.3875,0.1266
588,256,50,0.1,2,False,0.015,1,adam,10,0.01,0.3871,0.1497
175,128,50,0.1,4,False,0.0065,2,adam,10,0.05,0.3868,0.1447
811,256,80,0.2,2,False,0.015,2,adam,10,0.05,0.3868,0.1038
602,256,50,0.1,4,False,0.0065,1,adam,35,0.01,0.3867,0.1571
