,batch_size,bce_pos_class_weight,cnn_filters,dropout_p,fc_size,lr,optimizer_type,sequence_length,weight_decay,tss,hss
630,4096,50,8,0.3,128,0.0075,sgd,30,0.001,0.4439,0.1438
673,4096,50,32,0.1,128,0.0075,adam,30,0.05,0.4119,0.1194
714,4096,50,32,0.1,512,0.03,sgd,30,0.001,0.3973,0.1374
582,4096,50,8,0.1,128,0.0075,sgd,30,0.001,0.393,0.1395
762,4096,50,32,0.3,512,0.03,sgd,30,0.001,0.3914,0.126
733,4096,50,32,0.3,128,0.03,adam,30,0.05,0.388,0.1226
241,2048,50,8,0.3,128,0.0075,adam,30,0.05,0.3842,0.1772
577,4096,50,8,0.1,128,0.0075,adam,30,0.05,0.3836,0.1608
739,4096,50,32,0.3,128,0.03,sgd,30,0.05,0.3825,0.0978
601,4096,50,8,0.1,512,0.0075,adam,30,0.05,0.382,0.117
384,4096,15,8,0.1,128,0.0075,adam,30,0.001,0.3805,0.2024
657,4096,50,8,0.3,512,0.0075,sgd,60,0.05,0.3794,0.1189
643,4096,50,8,0.3,128,0.03,sgd,30,0.05,0.3712,0.1366
705,4096,50,32,0.1,512,0.0075,sgd,60,0.05,0.3699,0.1546
591,4096,50,8,0.1,128,0.03,adam,60,0.05,0.3693,0.0994
626,4096,50,8,0.3,128,0.0075,adam,60,0.001,0.3674,0.1021
631,4096,50,8,0.3,128,0.0075,sgd,30,0.05,0.3671,0.1155
583,4096,50,8,0.1,128,0.0075,sgd,30,0.05,0.3628,0.1309
738,4096,50,32,0.3,128,0.03,sgd,30,0.001,0.3601,0.105
624,4096,50,8,0.3,128,0.0075,adam,30,0.001,0.3585,0.0882
751,4096,50,32,0.3,512,0.0075,sgd,30,0.05,0.3581,0.1333
516,4096,15,32,0.1,512,0.03,adam,30,0.001,0.3576,0.1646
195,2048,50,8,0.1,128,0.0075,adam,60,0.05,0.3554,0.1214
141,2048,15,32,0.1,512,0.03,sgd,60,0.05,0.3553,0.121
757,4096,50,32,0.3,512,0.03,adam,30,0.05,0.3547,0.0839
727,4096,50,32,0.3,128,0.0075,sgd,30,0.05,0.3546,0.1229
659,4096,50,8,0.3,512,0.0075,sgd,120,0.05,0.3523,0.1382
222,2048,50,8,0.1,512,0.0075,sgd,30,0.001,0.3519,0.1173
587,4096,50,8,0.1,128,0.0075,sgd,120,0.05,0.3493,0.1534
618,4096,50,8,0.1,512,0.03,sgd,30,0.001,0.3493,0.1173
652,4096,50,8,0.3,512,0.0075,adam,120,0.001,0.3488,0.1171
253,2048,50,8,0.3,128,0.03,adam,30,0.05,0.3486,0.0883
721,4096,50,32,0.3,128,0.0075,adam,30,0.05,0.3482,0.1253
726,4096,50,32,0.3,128,0.0075,sgd,30,0.001,0.3469,0.1199
756,4096,50,32,0.3,512,0.03,adam,30,0.001,0.3456,0.0913
42,2048,15,8,0.1,512,0.03,sgd,30,0.001,0.3454,0.157
755,4096,50,32,0.3,512,0.0075,sgd,120,0.05,0.345,0.129
632,4096,50,8,0.3,128,0.0075,sgd,60,0.001,0.3449,0.1208
693,4096,50,32,0.1,128,0.03,sgd,60,0.05,0.3449,0.1179
764,4096,50,32,0.3,512,0.03,sgd,60,0.001,0.3445,0.1291
602,4096,50,8,0.1,512,0.0075,adam,60,0.001,0.3444,0.1029
696,4096,50,32,0.1,512,0.0075,adam,30,0.001,0.3443,0.1141
282,2048,50,8,0.3,512,0.03,sgd,30,0.001,0.3441,0.0747
745,4096,50,32,0.3,512,0.0075,adam,30,0.05,0.3435,0.0865
444,4096,15,8,0.3,128,0.03,adam,30,0.001,0.3431,0.1595
94,2048,15,8,0.3,512,0.03,sgd,120,0.001,0.3426,0.1948
197,2048,50,8,0.1,128,0.0075,adam,120,0.05,0.3424,0.112
599,4096,50,8,0.1,128,0.03,sgd,120,0.05,0.3424,0.1067
645,4096,50,8,0.3,128,0.03,sgd,60,0.05,0.3422,0.1081
334,2048,50,32,0.1,512,0.03,sgd,120,0.001,0.3418,0.1148
656,4096,50,8,0.3,512,0.0075,sgd,60,0.001,0.3407,0.1403
763,4096,50,32,0.3,512,0.03,sgd,30,0.05,0.3403,0.0937
35,2048,15,8,0.1,512,0.0075,sgd,120,0.05,0.3382,0.1778
433,4096,15,8,0.3,128,0.0075,adam,30,0.05,0.3381,0.155
272,2048,50,8,0.3,512,0.0075,sgd,60,0.001,0.3378,0.0975
613,4096,50,8,0.1,512,0.03,adam,30,0.05,0.3367,0.1008
83,2048,15,8,0.3,512,0.0075,sgd,120,0.05,0.3354,0.1774
625,4096,50,8,0.3,128,0.0075,adam,30,0.05,0.3341,0.1087
611,4096,50,8,0.1,512,0.0075,sgd,120,0.05,0.3328,0.1296
446,4096,15,8,0.3,128,0.03,adam,60,0.001,0.3321,0.1442
697,4096,50,32,0.1,512,0.0075,adam,30,0.05,0.3307,0.1287
737,4096,50,32,0.3,128,0.03,adam,120,0.05,0.3306,0.094
138,2048,15,32,0.1,512,0.03,sgd,30,0.001,0.3305,0.1665
622,4096,50,8,0.1,512,0.03,sgd,120,0.001,0.3304,0.1186
199,2048,50,8,0.1,128,0.0075,sgd,30,0.05,0.3298,0.0981
620,4096,50,8,0.1,512,0.03,sgd,60,0.001,0.3296,0.1184
442,4096,15,8,0.3,128,0.0075,sgd,120,0.001,0.3294,0.158
765,4096,50,32,0.3,512,0.03,sgd,60,0.05,0.3285,0.1398
218,2048,50,8,0.1,512,0.0075,adam,60,0.001,0.3272,0.1218
179,2048,15,32,0.3,512,0.0075,sgd,120,0.05,0.327,0.1718
709,4096,50,32,0.1,512,0.03,adam,30,0.05,0.327,0.1009
563,4096,15,32,0.3,512,0.0075,sgd,120,0.05,0.3269,0.1206
731,4096,50,32,0.3,128,0.0075,sgd,120,0.05,0.3265,0.128
438,4096,15,8,0.3,128,0.0075,sgd,30,0.001,0.3264,0.1757
720,4096,50,32,0.3,128,0.0075,adam,30,0.001,0.3262,0.1305
320,2048,50,32,0.1,512,0.0075,sgd,60,0.001,0.326,0.1251
289,2048,50,32,0.1,128,0.0075,adam,30,0.05,0.3256,0.1108
510,4096,15,32,0.1,512,0.0075,sgd,30,0.001,0.3254,0.1627
234,2048,50,8,0.1,512,0.03,sgd,30,0.001,0.324,0.0973
615,4096,50,8,0.1,512,0.03,adam,60,0.05,0.324,0.0883
691,4096,50,32,0.1,128,0.03,sgd,30,0.05,0.3237,0.08
456,4096,15,8,0.3,512,0.0075,adam,30,0.001,0.3236,0.1775
588,4096,50,8,0.1,128,0.03,adam,30,0.001,0.3232,0.0987
627,4096,50,8,0.3,128,0.0075,adam,60,0.05,0.3229,0.0875
291,2048,50,32,0.1,128,0.0075,adam,60,0.05,0.3225,0.0785
684,4096,50,32,0.1,128,0.03,adam,30,0.001,0.322,0.094
367,2048,50,32,0.3,512,0.0075,sgd,30,0.05,0.3215,0.11
616,4096,50,8,0.1,512,0.03,adam,120,0.001,0.3214,0.0871
499,4096,15,32,0.1,128,0.03,sgd,30,0.05,0.3212,0.1549
427,4096,15,8,0.1,512,0.03,sgd,30,0.05,0.3211,0.1581
201,2048,50,8,0.1,128,0.0075,sgd,60,0.05,0.3208,0.1233
347,2048,50,32,0.3,128,0.0075,sgd,120,0.05,0.3196,0.1561
480,4096,15,32,0.1,128,0.0075,adam,30,0.001,0.3195,0.1633
609,4096,50,8,0.1,512,0.0075,sgd,60,0.05,0.3193,0.1447
725,4096,50,32,0.3,128,0.0075,adam,120,0.05,0.3189,0.0908
675,4096,50,32,0.1,128,0.0075,adam,60,0.05,0.3186,0.0926
565,4096,15,32,0.3,512,0.03,adam,30,0.05,0.3185,0.1776
497,4096,15,32,0.1,128,0.03,adam,120,0.05,0.3181,0.1855
487,4096,15,32,0.1,128,0.0075,sgd,30,0.05,0.318,0.1517
639,4096,50,8,0.3,128,0.03,adam,60,0.05,0.318,0.0799
710,4096,50,32,0.1,512,0.03,adam,60,0.001,0.3176,0.0949
279,2048,50,8,0.3,512,0.03,adam,60,0.05,0.3165,0.0772
229,2048,50,8,0.1,512,0.03,adam,30,0.05,0.3162,0.0615
744,4096,50,32,0.3,512,0.0075,adam,30,0.001,0.3157,0.1047
610,4096,50,8,0.1,512,0.0075,sgd,120,0.001,0.3155,0.162
683,4096,50,32,0.1,128,0.0075,sgd,120,0.05,0.3154,0.1642
654,4096,50,8,0.3,512,0.0075,sgd,30,0.001,0.3154,0.1443
250,2048,50,8,0.3,128,0.0075,sgd,120,0.001,0.3154,0.1099
518,4096,15,32,0.1,512,0.03,adam,60,0.001,0.3151,0.1332
747,4096,50,32,0.3,512,0.0075,adam,60,0.05,0.3151,0.0933
730,4096,50,32,0.3,128,0.0075,sgd,120,0.001,0.3146,0.1266
637,4096,50,8,0.3,128,0.03,adam,30,0.05,0.3144,0.0714
667,4096,50,8,0.3,512,0.03,sgd,30,0.05,0.3143,0.1171
321,2048,50,32,0.1,512,0.0075,sgd,60,0.05,0.3133,0.1042
754,4096,50,32,0.3,512,0.0075,sgd,120,0.001,0.3126,0.1019
607,4096,50,8,0.1,512,0.0075,sgd,30,0.05,0.3124,0.1148
7,2048,15,8,0.1,128,0.0075,sgd,30,0.05,0.3123,0.1729
