,batch_size,bce_pos_class_weight,cnn_filters,dropout_p,fc_size,lr,optimizer_type,sequence_length,weight_decay,tss,hss
165,1024,35,256,0.05,1024,0.01,sgd,45,0.05,0.6828,0.1942
57,512,35,256,0.35,2048,0.005,sgd,45,0.05,0.6827,0.1843
224,1024,50,256,0.05,1024,0.005,sgd,45,0.03,0.6826,0.1746
205,1024,50,48,0.05,2048,0.01,sgd,45,0.05,0.68,0.1726
105,512,50,256,0.05,2048,0.005,sgd,45,0.05,0.6797,0.1773
220,1024,50,48,0.35,2048,0.01,sgd,45,0.03,0.6791,0.1611
97,512,50,256,0.05,1024,0.005,sgd,45,0.05,0.6774,0.1748
28,512,35,48,0.35,2048,0.01,sgd,45,0.03,0.6753,0.1967
49,512,35,256,0.35,1024,0.005,sgd,45,0.05,0.6747,0.1827
22,512,35,48,0.35,1024,0.01,adam,45,0.03,0.6742,0.1888
249,1024,50,256,0.35,2048,0.005,sgd,45,0.05,0.6742,0.1622
59,512,35,256,0.35,2048,0.005,adam,45,0.05,0.6741,0.1912
209,1024,50,48,0.35,1024,0.005,sgd,45,0.05,0.6738,0.1483
185,1024,35,256,0.35,2048,0.005,sgd,45,0.05,0.6736,0.1947
156,1024,35,48,0.35,2048,0.01,sgd,45,0.03,0.6727,0.2042
196,1024,50,48,0.05,1024,0.01,sgd,45,0.03,0.6727,0.1732
241,1024,50,256,0.35,1024,0.005,sgd,45,0.05,0.6721,0.1659
177,1024,35,256,0.35,1024,0.005,sgd,45,0.05,0.672,0.1917
233,1024,50,256,0.05,2048,0.005,sgd,45,0.05,0.6709,0.1741
229,1024,50,256,0.05,1024,0.01,sgd,45,0.05,0.6707,0.1888
184,1024,35,256,0.35,2048,0.005,sgd,45,0.03,0.6704,0.1942
140,1024,35,48,0.05,2048,0.01,sgd,45,0.03,0.6703,0.2211
41,512,35,256,0.05,2048,0.005,sgd,45,0.05,0.6699,0.2112
226,1024,50,256,0.05,1024,0.005,adam,45,0.03,0.6694,0.1903
252,1024,50,256,0.35,2048,0.01,sgd,45,0.03,0.6694,0.1538
208,1024,50,48,0.35,1024,0.005,sgd,45,0.03,0.669,0.1479
24,512,35,48,0.35,2048,0.005,sgd,45,0.03,0.6688,0.1771
116,512,50,256,0.35,1024,0.01,sgd,45,0.03,0.6684,0.1516
236,1024,50,256,0.05,2048,0.01,sgd,45,0.03,0.6677,0.1966
120,512,50,256,0.35,2048,0.005,sgd,45,0.03,0.6677,0.1474
144,1024,35,48,0.35,1024,0.005,sgd,45,0.03,0.6675,0.1732
38,512,35,256,0.05,1024,0.01,adam,45,0.03,0.6673,0.1828
66,512,50,48,0.05,1024,0.005,adam,45,0.03,0.6672,0.1468
181,1024,35,256,0.35,1024,0.01,sgd,45,0.05,0.6671,0.1951
162,1024,35,256,0.05,1024,0.005,adam,45,0.03,0.6666,0.1893
129,1024,35,48,0.05,1024,0.005,sgd,45,0.05,0.6664,0.1963
149,1024,35,48,0.35,1024,0.01,sgd,45,0.05,0.6663,0.1909
62,512,35,256,0.35,2048,0.01,adam,45,0.03,0.6662,0.1776
193,1024,50,48,0.05,1024,0.005,sgd,45,0.05,0.6662,0.1563
176,1024,35,256,0.35,1024,0.005,sgd,45,0.03,0.6659,0.1859
245,1024,50,256,0.35,1024,0.01,sgd,45,0.05,0.6659,0.1532
72,512,50,48,0.05,2048,0.005,sgd,45,0.03,0.6659,0.1512
4,512,35,48,0.05,1024,0.01,sgd,45,0.03,0.6657,0.1644
27,512,35,48,0.35,2048,0.005,adam,45,0.05,0.6657,0.1641
152,1024,35,48,0.35,2048,0.005,sgd,45,0.03,0.6654,0.1795
225,1024,50,256,0.05,1024,0.005,sgd,45,0.05,0.6653,0.17
3,512,35,48,0.05,1024,0.005,adam,45,0.05,0.665,0.1892
157,1024,35,48,0.35,2048,0.01,sgd,45,0.05,0.6649,0.2132
96,512,50,256,0.05,1024,0.005,sgd,45,0.03,0.6648,0.1847
215,1024,50,48,0.35,1024,0.01,adam,45,0.05,0.6646,0.1897
31,512,35,48,0.35,2048,0.01,adam,45,0.05,0.6646,0.1628
145,1024,35,48,0.35,1024,0.005,sgd,45,0.05,0.6645,0.1848
47,512,35,256,0.05,2048,0.01,adam,45,0.05,0.6644,0.1623
48,512,35,256,0.35,1024,0.005,sgd,45,0.03,0.6644,0.1534
217,1024,50,48,0.35,2048,0.005,sgd,45,0.05,0.6643,0.1607
14,512,35,48,0.05,2048,0.01,adam,45,0.03,0.6642,0.1872
54,512,35,256,0.35,1024,0.01,adam,45,0.03,0.6642,0.151
30,512,35,48,0.35,2048,0.01,adam,45,0.03,0.664,0.1543
141,1024,35,48,0.05,2048,0.01,sgd,45,0.05,0.6637,0.242
153,1024,35,48,0.35,2048,0.005,sgd,45,0.05,0.6634,0.1846
240,1024,50,256,0.35,1024,0.005,sgd,45,0.03,0.6634,0.1602
216,1024,50,48,0.35,2048,0.005,sgd,45,0.03,0.6632,0.1507
17,512,35,48,0.35,1024,0.005,sgd,45,0.05,0.6631,0.1642
16,512,35,48,0.35,1024,0.005,sgd,45,0.03,0.663,0.1739
56,512,35,256,0.35,2048,0.005,sgd,45,0.03,0.663,0.1642
112,512,50,256,0.35,1024,0.005,sgd,45,0.03,0.663,0.1553
189,1024,35,256,0.35,2048,0.01,sgd,45,0.05,0.6626,0.2069
210,1024,50,48,0.35,1024,0.005,adam,45,0.03,0.6626,0.1801
77,512,50,48,0.05,2048,0.01,sgd,45,0.05,0.6624,0.1487
91,512,50,48,0.35,2048,0.005,adam,45,0.05,0.6624,0.1434
228,1024,50,256,0.05,1024,0.01,sgd,45,0.03,0.6622,0.2048
242,1024,50,256,0.35,1024,0.005,adam,45,0.03,0.662,0.152
113,512,50,256,0.35,1024,0.005,sgd,45,0.05,0.662,0.1477
195,1024,50,48,0.05,1024,0.005,adam,45,0.05,0.6618,0.1685
200,1024,50,48,0.05,2048,0.005,sgd,45,0.03,0.661,0.1534
138,1024,35,48,0.05,2048,0.005,adam,45,0.03,0.6608,0.197
180,1024,35,256,0.35,1024,0.01,sgd,45,0.03,0.6607,0.2022
204,1024,50,48,0.05,2048,0.01,sgd,45,0.03,0.6607,0.1694
221,1024,50,48,0.35,2048,0.01,sgd,45,0.05,0.6603,0.1579
248,1024,50,256,0.35,2048,0.005,sgd,45,0.03,0.6596,0.1613
64,512,50,48,0.05,1024,0.005,sgd,45,0.03,0.6592,0.1698
136,1024,35,48,0.05,2048,0.005,sgd,45,0.03,0.6591,0.205
230,1024,50,256,0.05,1024,0.01,adam,45,0.03,0.6591,0.1796
63,512,35,256,0.35,2048,0.01,adam,45,0.05,0.659,0.1713
73,512,50,48,0.05,2048,0.005,sgd,45,0.05,0.659,0.1461
234,1024,50,256,0.05,2048,0.005,adam,45,0.03,0.6589,0.1843
148,1024,35,48,0.35,1024,0.01,sgd,45,0.03,0.6584,0.1798
137,1024,35,48,0.05,2048,0.005,sgd,45,0.05,0.6583,0.2087
104,512,50,256,0.05,2048,0.005,sgd,45,0.03,0.6583,0.1788
39,512,35,256,0.05,1024,0.01,adam,45,0.05,0.6582,0.1507
199,1024,50,48,0.05,1024,0.01,adam,45,0.05,0.6581,0.1998
11,512,35,48,0.05,2048,0.005,adam,45,0.05,0.6581,0.1619
55,512,35,256,0.35,1024,0.01,adam,45,0.05,0.6581,0.1618
58,512,35,256,0.35,2048,0.005,adam,45,0.03,0.6579,0.1838
192,1024,50,48,0.05,1024,0.005,sgd,45,0.03,0.6577,0.1616
33,512,35,256,0.05,1024,0.005,sgd,45,0.05,0.6576,0.1923
