,batch_size,bce_pos_class_weight,cnn_filters,dropout_p,fc_size,lr,optimizer_type,sequence_length,weight_decay,tss,hss
411,1024,80,96,0.1,2048,0.01,sgd,45,0.04,0.6729,0.1377
442,1024,80,96,0.25,2048,0.01,sgd,45,0.02,0.6681,0.137
195,512,80,256,0.1,1536,0.005,sgd,45,0.04,0.6664,0.144
466,1024,80,256,0.1,2048,0.005,sgd,45,0.02,0.6658,0.1454
422,1024,80,96,0.25,1536,0.005,adam,45,0.02,0.6655,0.1482
506,1024,80,256,0.25,2048,0.01,sgd,45,0.02,0.6639,0.1392
459,1024,80,256,0.1,1536,0.01,sgd,45,0.04,0.6634,0.1338
211,512,80,256,0.1,2048,0.005,sgd,45,0.04,0.661,0.1312
410,1024,80,96,0.1,2048,0.01,sgd,45,0.02,0.6604,0.1483
498,1024,80,256,0.25,2048,0.005,sgd,45,0.02,0.6602,0.1345
386,1024,80,96,0.1,1536,0.005,sgd,45,0.02,0.6598,0.1286
138,512,80,96,0.1,1536,0.01,sgd,45,0.02,0.6588,0.1544
474,1024,80,256,0.1,2048,0.01,sgd,45,0.02,0.6579,0.1444
406,1024,80,96,0.1,2048,0.005,adam,45,0.02,0.6577,0.1425
482,1024,80,256,0.25,1536,0.005,sgd,45,0.02,0.656,0.1355
502,1024,80,256,0.25,2048,0.005,adam,45,0.02,0.655,0.1331
242,512,80,256,0.25,2048,0.005,sgd,45,0.02,0.653,0.1212
499,1024,80,256,0.25,2048,0.005,sgd,45,0.04,0.6511,0.1298
418,1024,80,96,0.25,1536,0.005,sgd,45,0.02,0.6505,0.1301
226,512,80,256,0.25,1536,0.005,sgd,45,0.02,0.6503,0.1176
427,1024,80,96,0.25,1536,0.01,sgd,45,0.04,0.6496,0.1248
390,1024,80,96,0.1,1536,0.005,adam,45,0.02,0.6491,0.125
451,1024,80,256,0.1,1536,0.005,sgd,45,0.04,0.6488,0.1471
234,512,80,256,0.25,1536,0.01,sgd,45,0.02,0.6487,0.1497
439,1024,80,96,0.25,2048,0.005,adam,45,0.04,0.6477,0.1314
407,1024,80,96,0.1,2048,0.005,adam,45,0.04,0.6473,0.1252
483,1024,80,256,0.25,1536,0.005,sgd,45,0.04,0.6472,0.1272
419,1024,80,96,0.25,1536,0.005,sgd,45,0.04,0.6468,0.1184
443,1024,80,96,0.25,2048,0.01,sgd,45,0.04,0.6463,0.1234
243,512,80,256,0.25,2048,0.005,sgd,45,0.04,0.6463,0.1175
147,512,80,96,0.1,2048,0.005,sgd,45,0.04,0.6455,0.1196
154,512,80,96,0.1,2048,0.01,sgd,45,0.02,0.6446,0.1617
130,512,80,96,0.1,1536,0.005,sgd,45,0.02,0.6445,0.1349
391,1024,80,96,0.1,1536,0.005,adam,45,0.04,0.6444,0.1211
202,512,80,256,0.1,1536,0.01,sgd,45,0.02,0.6443,0.1751
458,1024,80,256,0.1,1536,0.01,sgd,45,0.02,0.6443,0.1385
219,512,80,256,0.1,2048,0.01,sgd,45,0.04,0.644,0.1286
178,512,80,96,0.25,2048,0.005,sgd,45,0.02,0.644,0.122
471,1024,80,256,0.1,2048,0.005,adam,45,0.04,0.6432,0.1287
426,1024,80,96,0.25,1536,0.01,sgd,45,0.02,0.6431,0.1327
395,1024,80,96,0.1,1536,0.01,sgd,45,0.04,0.6431,0.1167
203,512,80,256,0.1,1536,0.01,sgd,45,0.04,0.6418,0.1299
186,512,80,96,0.25,2048,0.01,sgd,45,0.02,0.6414,0.1281
434,1024,80,96,0.25,2048,0.005,sgd,45,0.02,0.641,0.1182
174,512,80,96,0.25,1536,0.01,adam,45,0.02,0.6409,0.1148
394,1024,80,96,0.1,1536,0.01,sgd,45,0.02,0.6407,0.1389
475,1024,80,256,0.1,2048,0.01,sgd,45,0.04,0.6405,0.1174
450,1024,80,256,0.1,1536,0.005,sgd,45,0.02,0.6401,0.1526
206,512,80,256,0.1,1536,0.01,adam,45,0.02,0.6401,0.111
490,1024,80,256,0.25,1536,0.01,sgd,45,0.02,0.64,0.1292
454,1024,80,256,0.1,1536,0.005,adam,45,0.02,0.6399,0.1414
467,1024,80,256,0.1,2048,0.005,sgd,45,0.04,0.6398,0.1372
158,512,80,96,0.1,2048,0.01,adam,45,0.02,0.6398,0.1219
505,1024,80,256,0.25,2048,0.01,sgd,10,0.04,0.6394,0.1411
162,512,80,96,0.25,1536,0.005,sgd,45,0.02,0.639,0.1181
503,1024,80,256,0.25,2048,0.005,adam,45,0.04,0.639,0.118
227,512,80,256,0.25,1536,0.005,sgd,45,0.04,0.6382,0.1168
251,512,80,256,0.25,2048,0.01,sgd,45,0.04,0.6374,0.1261
488,1024,80,256,0.25,1536,0.01,sgd,10,0.02,0.6373,0.1261
430,1024,80,96,0.25,1536,0.01,adam,45,0.02,0.637,0.1161
504,1024,80,256,0.25,2048,0.01,sgd,10,0.02,0.6368,0.1469
222,512,80,256,0.1,2048,0.01,adam,45,0.02,0.6368,0.1084
146,512,80,96,0.1,2048,0.005,sgd,45,0.02,0.6365,0.1376
250,512,80,256,0.25,2048,0.01,sgd,45,0.02,0.6362,0.1383
440,1024,80,96,0.25,2048,0.01,sgd,10,0.02,0.6355,0.1266
400,1024,80,96,0.1,2048,0.005,sgd,10,0.02,0.6354,0.1397
496,1024,80,256,0.25,2048,0.005,sgd,10,0.02,0.6346,0.144
401,1024,80,96,0.1,2048,0.005,sgd,10,0.04,0.6342,0.1271
134,512,80,96,0.1,1536,0.005,adam,45,0.02,0.6342,0.1223
424,1024,80,96,0.25,1536,0.01,sgd,10,0.02,0.634,0.1256
507,1024,80,256,0.25,2048,0.01,sgd,45,0.04,0.6338,0.1218
194,512,80,256,0.1,1536,0.005,sgd,45,0.02,0.633,0.1501
446,1024,80,96,0.25,2048,0.01,adam,45,0.02,0.6328,0.1156
183,512,80,96,0.25,2048,0.005,adam,45,0.04,0.6321,0.1096
214,512,80,256,0.1,2048,0.005,adam,45,0.02,0.6316,0.138
385,1024,80,96,0.1,1536,0.005,sgd,10,0.04,0.6313,0.1356
423,1024,80,96,0.25,1536,0.005,adam,45,0.04,0.6312,0.1225
139,512,80,96,0.1,1536,0.01,sgd,45,0.04,0.6311,0.1234
457,1024,80,256,0.1,1536,0.01,sgd,10,0.04,0.6309,0.1324
135,512,80,96,0.1,1536,0.005,adam,45,0.04,0.6309,0.1251
218,512,80,256,0.1,2048,0.01,sgd,45,0.02,0.6306,0.1712
438,1024,80,96,0.25,2048,0.005,adam,45,0.02,0.6305,0.1453
486,1024,80,256,0.25,1536,0.005,adam,45,0.02,0.6303,0.1109
