,batch_size,bce_pos_class_weight,cnn_filters,dropout_p,fc_size,lr,optimizer_type,sequence_length,weight_decay,tss,hss
246,512,75,64,0.5,1048,0.005,sgd,45,0.001,0.3662,0.1041
162,512,75,16,0.5,64,0.005,adam,45,0.001,0.366,0.1455
326,1024,30,64,0.1,64,0.005,sgd,45,0.001,0.366,0.0917
305,1024,30,16,0.5,1048,0.005,adam,30,0.01,0.3656,0.2079
468,1024,75,64,0.1,1048,0.005,sgd,30,0.001,0.3656,0.1166
490,1024,75,64,0.5,64,0.03,adam,45,0.001,0.3655,0.1729
373,1024,30,64,0.5,1048,0.005,sgd,30,0.01,0.3654,0.1144
278,1024,30,16,0.1,1048,0.005,sgd,45,0.001,0.3654,0.0914
251,512,75,64,0.5,1048,0.03,adam,45,0.01,0.3652,0.102
445,1024,75,16,0.5,1048,0.03,sgd,30,0.01,0.3651,0.1441
71,512,30,64,0.1,64,0.005,sgd,45,0.01,0.3642,0.1709
78,512,30,64,0.1,64,0.03,sgd,45,0.001,0.3637,0.2357
499,1024,75,64,0.5,1048,0.005,adam,45,0.01,0.3635,0.1895
55,512,30,16,0.5,1048,0.005,sgd,45,0.01,0.3632,0.1176
393,1024,75,16,0.1,64,0.03,adam,30,0.01,0.363,0.1995
426,1024,75,16,0.5,64,0.03,adam,45,0.001,0.363,0.1373
86,512,30,64,0.1,1048,0.005,sgd,45,0.001,0.3629,0.1793
429,1024,75,16,0.5,64,0.03,sgd,30,0.01,0.3629,0.1325
154,512,75,16,0.1,1048,0.03,adam,45,0.001,0.3626,0.1734
395,1024,75,16,0.1,64,0.03,adam,45,0.01,0.3626,0.1516
270,1024,30,16,0.1,64,0.03,sgd,45,0.001,0.3622,0.169
340,1024,30,64,0.1,1048,0.005,sgd,30,0.001,0.3622,0.1559
247,512,75,64,0.5,1048,0.005,sgd,45,0.01,0.3622,0.0958
498,1024,75,64,0.5,1048,0.005,adam,45,0.001,0.362,0.1796
187,512,75,16,0.5,1048,0.03,adam,45,0.01,0.3619,0.1232
359,1024,30,64,0.5,64,0.005,sgd,45,0.01,0.3619,0.0802
143,512,75,16,0.1,64,0.03,sgd,45,0.01,0.3616,0.1622
482,1024,75,64,0.5,64,0.005,adam,45,0.001,0.3615,0.1589
488,1024,75,64,0.5,64,0.03,adam,30,0.001,0.3613,0.171
153,512,75,16,0.1,1048,0.03,adam,30,0.01,0.3612,0.1679
491,1024,75,64,0.5,64,0.03,adam,45,0.01,0.3611,0.2028
285,1024,30,16,0.1,1048,0.03,sgd,30,0.01,0.3607,0.2044
463,1024,75,64,0.1,64,0.03,sgd,45,0.01,0.3602,0.1725
424,1024,75,16,0.5,64,0.03,adam,30,0.001,0.3599,0.1591
432,1024,75,16,0.5,1048,0.005,adam,30,0.001,0.3597,0.1446
119,512,30,64,0.5,1048,0.005,sgd,45,0.01,0.3596,0.1377
309,1024,30,16,0.5,1048,0.005,sgd,30,0.01,0.3589,0.1086
53,512,30,16,0.5,1048,0.005,sgd,30,0.01,0.3586,0.1365
35,512,30,16,0.5,64,0.005,adam,45,0.01,0.3585,0.1847
341,1024,30,64,0.1,1048,0.005,sgd,30,0.01,0.3585,0.1458
487,1024,75,64,0.5,64,0.005,sgd,45,0.01,0.3584,0.0663
310,1024,30,16,0.5,1048,0.005,sgd,45,0.001,0.3583,0.0775
378,1024,30,64,0.5,1048,0.03,adam,45,0.001,0.3582,0.1609
201,512,75,64,0.1,64,0.03,adam,30,0.01,0.3581,0.1792
109,512,30,64,0.5,64,0.03,sgd,30,0.01,0.3581,0.1738
106,512,30,64,0.5,64,0.03,adam,45,0.001,0.3577,0.2272
189,512,75,16,0.5,1048,0.03,sgd,30,0.01,0.3577,0.1465
61,512,30,16,0.5,1048,0.03,sgd,30,0.01,0.3576,0.1687
3,512,30,16,0.1,64,0.005,adam,45,0.01,0.3574,0.2211
460,1024,75,64,0.1,64,0.03,sgd,30,0.001,0.3574,0.1776
401,1024,75,16,0.1,1048,0.005,adam,30,0.01,0.3573,0.1771
155,512,75,16,0.1,1048,0.03,adam,45,0.01,0.3572,0.1565
273,1024,30,16,0.1,1048,0.005,adam,30,0.01,0.3568,0.2488
304,1024,30,16,0.5,1048,0.005,adam,30,0.001,0.3568,0.1562
237,512,75,64,0.5,64,0.03,sgd,30,0.01,0.3568,0.1529
314,1024,30,16,0.5,1048,0.03,adam,45,0.001,0.3568,0.145
30,512,30,16,0.1,1048,0.03,sgd,45,0.001,0.3566,0.1983
370,1024,30,64,0.5,1048,0.005,adam,45,0.001,0.3563,0.2066
324,1024,30,64,0.1,64,0.005,sgd,30,0.001,0.3563,0.1269
282,1024,30,16,0.1,1048,0.03,adam,45,0.001,0.356,0.1987
23,512,30,16,0.1,1048,0.005,sgd,45,0.01,0.3556,0.1344
170,512,75,16,0.5,64,0.03,adam,45,0.001,0.3549,0.1675
178,512,75,16,0.5,1048,0.005,adam,45,0.001,0.3549,0.1585
54,512,30,16,0.5,1048,0.005,sgd,45,0.001,0.3548,0.1289
505,1024,75,64,0.5,1048,0.03,adam,30,0.01,0.3548,0.1264
360,1024,30,64,0.5,64,0.03,adam,30,0.001,0.3547,0.2176
117,512,30,64,0.5,1048,0.005,sgd,30,0.01,0.3547,0.1372
497,1024,75,64,0.5,1048,0.005,adam,30,0.01,0.3544,0.1596
325,1024,30,64,0.1,64,0.005,sgd,30,0.01,0.3543,0.1282
454,1024,75,64,0.1,64,0.005,sgd,45,0.001,0.3541,0.0694
259,1024,30,16,0.1,64,0.005,adam,45,0.01,0.3539,0.2215
116,512,30,64,0.5,1048,0.005,sgd,30,0.001,0.3539,0.1397
332,1024,30,64,0.1,64,0.03,sgd,30,0.001,0.3533,0.2021
504,1024,75,64,0.5,1048,0.03,adam,30,0.001,0.353,0.1386
296,1024,30,16,0.5,64,0.03,adam,30,0.001,0.3528,0.1971
376,1024,30,64,0.5,1048,0.03,adam,30,0.001,0.3522,0.1841
69,512,30,64,0.1,64,0.005,sgd,30,0.01,0.3522,0.1796
233,512,75,64,0.5,64,0.03,adam,30,0.01,0.3518,0.1517
485,1024,75,64,0.5,64,0.005,sgd,30,0.01,0.3516,0.0856
87,512,30,64,0.1,1048,0.005,sgd,45,0.01,0.3515,0.1769
431,1024,75,16,0.5,64,0.03,sgd,45,0.01,0.3512,0.105
406,1024,75,16,0.1,1048,0.005,sgd,45,0.001,0.351,0.0639
290,1024,30,16,0.5,64,0.005,adam,45,0.001,0.3508,0.1482
199,512,75,64,0.1,64,0.005,sgd,45,0.01,0.3499,0.0884
188,512,75,16,0.5,1048,0.03,sgd,30,0.001,0.3497,0.1504
140,512,75,16,0.1,64,0.03,sgd,30,0.001,0.3493,0.1671
57,512,30,16,0.5,1048,0.03,adam,30,0.01,0.3492,0.1534
500,1024,75,64,0.5,1048,0.005,sgd,30,0.001,0.3492,0.0899
481,1024,75,64,0.5,64,0.005,adam,30,0.01,0.349,0.1868
371,1024,30,64,0.5,1048,0.005,adam,45,0.01,0.3483,0.2087
242,512,75,64,0.5,1048,0.005,adam,45,0.001,0.3483,0.1919
124,512,30,64,0.5,1048,0.03,sgd,30,0.001,0.3474,0.1492
22,512,30,16,0.1,1048,0.005,sgd,45,0.001,0.347,0.1368
433,1024,75,16,0.5,1048,0.005,adam,30,0.01,0.3467,0.1527
356,1024,30,64,0.5,64,0.005,sgd,30,0.001,0.3464,0.0986
150,512,75,16,0.1,1048,0.005,sgd,45,0.001,0.3464,0.0807
461,1024,75,64,0.1,64,0.03,sgd,30,0.01,0.3463,0.1928
496,1024,75,64,0.5,1048,0.005,adam,30,0.001,0.3463,0.1759
70,512,30,64,0.1,64,0.005,sgd,45,0.001,0.3463,0.1535
180,512,75,16,0.5,1048,0.005,sgd,30,0.001,0.3459,0.1083
297,1024,30,16,0.5,64,0.03,adam,30,0.01,0.3457,0.1946
311,1024,30,16,0.5,1048,0.005,sgd,45,0.01,0.3455,0.0701
235,512,75,64,0.5,64,0.03,adam,45,0.01,0.3454,0.1984
27,512,30,16,0.1,1048,0.03,adam,45,0.01,0.3453,0.1751
413,1024,75,16,0.1,1048,0.03,sgd,30,0.01,0.3453,0.1576
142,512,75,16,0.1,64,0.03,sgd,45,0.001,0.3452,0.1653
120,512,30,64,0.5,1048,0.03,adam,30,0.001,0.3452,0.16
409,1024,75,16,0.1,1048,0.03,adam,30,0.01,0.3452,0.1261
135,512,75,16,0.1,64,0.005,sgd,45,0.01,0.3451,0.0585
355,1024,30,64,0.5,64,0.005,adam,45,0.01,0.345,0.2092
45,512,30,16,0.5,64,0.03,sgd,30,0.01,0.3447,0.1651
52,512,30,16,0.5,1048,0.005,sgd,30,0.001,0.3447,0.136
354,1024,30,64,0.5,64,0.005,adam,45,0.001,0.3445,0.1799
264,1024,30,16,0.1,64,0.03,adam,30,0.001,0.3444,0.2307
212,512,75,64,0.1,1048,0.005,sgd,30,0.001,0.3444,0.1457
308,1024,30,16,0.5,1048,0.005,sgd,30,0.001,0.3444,0.0984
102,512,30,64,0.5,64,0.005,sgd,45,0.001,0.3442,0.1287
186,512,75,16,0.5,1048,0.03,adam,45,0.001,0.3441,0.134
121,512,30,64,0.5,1048,0.03,adam,30,0.01,0.3439,0.1161
333,1024,30,64,0.1,64,0.03,sgd,30,0.01,0.3436,0.194
456,1024,75,64,0.1,64,0.03,adam,30,0.001,0.3434,0.1873
226,512,75,64,0.5,64,0.005,adam,45,0.001,0.3433,0.1728
453,1024,75,64,0.1,64,0.005,sgd,30,0.01,0.3432,0.0984
284,1024,30,16,0.1,1048,0.03,sgd,30,0.001,0.3429,0.1917
394,1024,75,16,0.1,64,0.03,adam,45,0.001,0.3429,0.1754
34,512,30,16,0.5,64,0.005,adam,45,0.001,0.3426,0.1769
59,512,30,16,0.5,1048,0.03,adam,45,0.01,0.3425,0.1719
131,512,75,16,0.1,64,0.005,adam,45,0.01,0.3422,0.1792
444,1024,75,16,0.5,1048,0.03,sgd,30,0.001,0.3422,0.1284
349,1024,30,64,0.1,1048,0.03,sgd,30,0.01,0.3421,0.1907
249,512,75,64,0.5,1048,0.03,adam,30,0.01,0.3421,0.1138
107,512,30,64,0.5,64,0.03,adam,45,0.01,0.3415,0.241
101,512,30,64,0.5,64,0.005,sgd,30,0.01,0.3415,0.1322
268,1024,30,16,0.1,64,0.03,sgd,30,0.001,0.3413,0.1781
44,512,30,16,0.5,64,0.03,sgd,30,0.001,0.3412,0.1513
100,512,30,64,0.5,64,0.005,sgd,30,0.001,0.3411,0.1326
89,512,30,64,0.1,1048,0.03,adam,30,0.01,0.341,0.1724
213,512,75,64,0.1,1048,0.005,sgd,30,0.01,0.3409,0.1409
234,512,75,64,0.5,64,0.03,adam,45,0.001,0.3403,0.1676
368,1024,30,64,0.5,1048,0.005,adam,30,0.001,0.3401,0.203
58,512,30,16,0.5,1048,0.03,adam,45,0.001,0.3398,0.1812
430,1024,75,16,0.5,64,0.03,sgd,45,0.001,0.3397,0.0978
118,512,30,64,0.5,1048,0.005,sgd,45,0.001,0.3395,0.1228
501,1024,75,64,0.5,1048,0.005,sgd,30,0.01,0.3394,0.0886
476,1024,75,64,0.1,1048,0.03,sgd,30,0.001,0.3393,0.1859
79,512,30,64,0.1,64,0.03,sgd,45,0.01,0.3391,0.2355
206,512,75,64,0.1,64,0.03,sgd,45,0.001,0.339,0.204
99,512,30,64,0.5,64,0.005,adam,45,0.01,0.3384,0.2026
75,512,30,64,0.1,64,0.03,adam,45,0.01,0.3384,0.1937
177,512,75,16,0.5,1048,0.005,adam,30,0.01,0.3383,0.1352
480,1024,75,64,0.5,64,0.005,adam,30,0.001,0.3376,0.1614
197,512,75,64,0.1,64,0.005,sgd,30,0.01,0.3375,0.1258
245,512,75,64,0.5,1048,0.005,sgd,30,0.01,0.3375,0.1116
19,512,30,16,0.1,1048,0.005,adam,45,0.01,0.3373,0.19
94,512,30,64,0.1,1048,0.03,sgd,45,0.001,0.3372,0.224
25,512,30,16,0.1,1048,0.03,adam,30,0.01,0.3371,0.1545
417,1024,75,16,0.5,64,0.005,adam,30,0.01,0.3371,0.1468
29,512,30,16,0.1,1048,0.03,sgd,30,0.01,0.337,0.1843
164,512,75,16,0.5,64,0.005,sgd,30,0.001,0.337,0.0853
312,1024,30,16,0.5,1048,0.03,adam,30,0.001,0.3368,0.1382
440,1024,75,16,0.5,1048,0.03,adam,30,0.001,0.3363,0.1185
85,512,30,64,0.1,1048,0.005,sgd,30,0.01,0.336,0.1843
84,512,30,64,0.1,1048,0.005,sgd,30,0.001,0.336,0.1818
202,512,75,64,0.1,64,0.03,adam,45,0.001,0.3357,0.1931
358,1024,30,64,0.5,64,0.005,sgd,45,0.001,0.3357,0.0659
438,1024,75,16,0.5,1048,0.005,sgd,45,0.001,0.3355,0.0533
357,1024,30,64,0.5,64,0.005,sgd,30,0.01,0.3354,0.1026
369,1024,30,64,0.5,1048,0.005,adam,30,0.01,0.3353,0.2079
222,512,75,64,0.1,1048,0.03,sgd,45,0.001,0.3351,0.1932
68,512,30,64,0.1,64,0.005,sgd,30,0.001,0.3347,0.1671
386,1024,75,16,0.1,64,0.005,adam,45,0.001,0.3346,0.1681
20,512,30,16,0.1,1048,0.005,sgd,30,0.001,0.3345,0.1628
183,512,75,16,0.5,1048,0.005,sgd,45,0.01,0.3345,0.0641
134,512,75,16,0.1,64,0.005,sgd,45,0.001,0.3344,0.0689
408,1024,75,16,0.1,1048,0.03,adam,30,0.001,0.3342,0.1636
196,512,75,64,0.1,64,0.005,sgd,30,0.001,0.3337,0.133
157,512,75,16,0.1,1048,0.03,sgd,30,0.01,0.3332,0.1607
436,1024,75,16,0.5,1048,0.005,sgd,30,0.001,0.333,0.0746
236,512,75,64,0.5,64,0.03,sgd,30,0.001,0.3322,0.151
405,1024,75,16,0.1,1048,0.005,sgd,30,0.01,0.3321,0.0854
36,512,30,16,0.5,64,0.005,sgd,30,0.001,0.332,0.1029
403,1024,75,16,0.1,1048,0.005,adam,45,0.01,0.3317,0.175
230,512,75,64,0.5,64,0.005,sgd,45,0.001,0.3312,0.0878
4,512,30,16,0.1,64,0.005,sgd,30,0.001,0.3311,0.1184
280,1024,30,16,0.1,1048,0.03,adam,30,0.001,0.331,0.2166
173,512,75,16,0.5,64,0.03,sgd,30,0.01,0.3308,0.129
377,1024,30,64,0.5,1048,0.03,adam,30,0.01,0.3306,0.2178
489,1024,75,64,0.5,64,0.03,adam,30,0.01,0.3302,0.2379
21,512,30,16,0.1,1048,0.005,sgd,30,0.01,0.3302,0.1533
327,1024,30,64,0.1,64,0.005,sgd,45,0.01,0.3302,0.0747
298,1024,30,16,0.5,64,0.03,adam,45,0.001,0.33,0.1816
248,512,75,64,0.5,1048,0.03,adam,30,0.001,0.3298,0.117
9,512,30,16,0.1,64,0.03,adam,30,0.01,0.3294,0.171
97,512,30,64,0.5,64,0.005,adam,30,0.01,0.3294,0.1671
256,1024,30,16,0.1,64,0.005,adam,30,0.001,0.3293,0.2162
147,512,75,16,0.1,1048,0.005,adam,45,0.01,0.329,0.1648
105,512,30,64,0.5,64,0.03,adam,30,0.01,0.3289,0.1857
484,1024,75,64,0.5,64,0.005,sgd,30,0.001,0.3289,0.0786
385,1024,75,16,0.1,64,0.005,adam,30,0.01,0.3287,0.1769
31,512,30,16,0.1,1048,0.03,sgd,45,0.01,0.3285,0.2232
339,1024,30,64,0.1,1048,0.005,adam,45,0.01,0.3284,0.2102
244,512,75,64,0.5,1048,0.005,sgd,30,0.001,0.3284,0.1096
91,512,30,64,0.1,1048,0.03,adam,45,0.01,0.3283,0.1827
362,1024,30,64,0.5,64,0.03,adam,45,0.001,0.3276,0.1961
241,512,75,64,0.5,1048,0.005,adam,30,0.01,0.3273,0.1345
40,512,30,16,0.5,64,0.03,adam,30,0.001,0.3271,0.1683
13,512,30,16,0.1,64,0.03,sgd,30,0.01,0.3266,0.1716
113,512,30,64,0.5,1048,0.005,adam,30,0.01,0.326,0.1635
328,1024,30,64,0.1,64,0.03,adam,30,0.001,0.3259,0.2213
281,1024,30,16,0.1,1048,0.03,adam,30,0.01,0.3257,0.1973
60,512,30,16,0.5,1048,0.03,sgd,30,0.001,0.3254,0.1547
474,1024,75,64,0.1,1048,0.03,adam,45,0.001,0.3254,0.1523
185,512,75,16,0.5,1048,0.03,adam,30,0.01,0.3254,0.1123
225,512,75,64,0.5,64,0.005,adam,30,0.01,0.3253,0.1559
115,512,30,64,0.5,1048,0.005,adam,45,0.01,0.3253,0.1449
470,1024,75,64,0.1,1048,0.005,sgd,45,0.001,0.3252,0.0882
108,512,30,64,0.5,64,0.03,sgd,30,0.001,0.325,0.151
231,512,75,64,0.5,64,0.005,sgd,45,0.01,0.325,0.0784
353,1024,30,64,0.5,64,0.005,adam,30,0.01,0.3246,0.1716
148,512,75,16,0.1,1048,0.005,sgd,30,0.001,0.3246,0.1177
477,1024,75,64,0.1,1048,0.03,sgd,30,0.01,0.3244,0.1623
92,512,30,64,0.1,1048,0.03,sgd,30,0.001,0.3239,0.2007
43,512,30,16,0.5,64,0.03,adam,45,0.01,0.3237,0.204
348,1024,30,64,0.1,1048,0.03,sgd,30,0.001,0.3235,0.2107
486,1024,75,64,0.5,64,0.005,sgd,45,0.001,0.3234,0.0574
181,512,75,16,0.5,1048,0.005,sgd,30,0.01,0.3231,0.094
387,1024,75,16,0.1,64,0.005,adam,45,0.01,0.3227,0.1808
392,1024,75,16,0.1,64,0.03,adam,30,0.001,0.3225,0.1625
211,512,75,64,0.1,1048,0.005,adam,45,0.01,0.3223,0.1895
452,1024,75,64,0.1,64,0.005,sgd,30,0.001,0.3221,0.0896
223,512,75,64,0.1,1048,0.03,sgd,45,0.01,0.3217,0.1829
37,512,30,16,0.5,64,0.005,sgd,30,0.01,0.3212,0.1024
176,512,75,16,0.5,1048,0.005,adam,30,0.001,0.3211,0.1402
344,1024,30,64,0.1,1048,0.03,adam,30,0.001,0.3208,0.1843
7,512,30,16,0.1,64,0.005,sgd,45,0.01,0.3207,0.0898
182,512,75,16,0.5,1048,0.005,sgd,45,0.001,0.3207,0.0729
384,1024,75,16,0.1,64,0.005,adam,30,0.001,0.3206,0.167
149,512,75,16,0.1,1048,0.005,sgd,30,0.01,0.3206,0.1037
103,512,30,64,0.5,64,0.005,sgd,45,0.01,0.3205,0.1051
437,1024,75,16,0.5,1048,0.005,sgd,30,0.01,0.3204,0.0771
