,batch_size,bce_pos_class_weight,cnn_filters,dropout_p,fc_size,lr,optimizer_type,sequence_length,weight_decay,tss,hss
218,128,60,4,0.1,1024,0.025,adam,45,0.005,0.402,0.1347
387,256,30,4,0.1,512,0.001,adam,45,0.075,0.4019,0.1828
211,128,60,4,0.1,1024,0.001,adam,45,0.075,0.4019,0.1327
463,256,30,8,0.1,512,0.025,sgd,45,0.075,0.4014,0.1951
79,128,30,8,0.1,512,0.025,sgd,45,0.075,0.4007,0.2063
506,256,30,8,0.5,1024,0.025,adam,45,0.005,0.4007,0.169
362,128,60,32,0.5,512,0.025,adam,45,0.005,0.4003,0.1292
430,256,30,4,0.5,512,0.025,sgd,45,0.005,0.4,0.1741
482,256,30,8,0.5,512,0.001,adam,45,0.005,0.3999,0.1704
114,128,30,8,0.5,1024,0.001,adam,45,0.005,0.3997,0.1661
315,128,60,8,0.5,1024,0.025,adam,45,0.075,0.3997,0.1432
235,128,60,4,0.5,512,0.025,adam,45,0.075,0.3984,0.1325
182,128,30,32,0.5,1024,0.001,sgd,45,0.005,0.398,0.1185
19,128,30,4,0.1,1024,0.001,adam,45,0.075,0.3977,0.1924
551,256,30,32,0.5,512,0.001,sgd,45,0.075,0.3976,0.1019
700,256,60,8,0.5,1024,0.025,sgd,30,0.005,0.3973,0.1509
755,256,60,32,0.5,1024,0.001,adam,45,0.075,0.3967,0.1407
238,128,60,4,0.5,512,0.025,sgd,45,0.005,0.3965,0.1789
173,128,30,32,0.5,512,0.025,sgd,30,0.075,0.3957,0.1712
303,128,60,8,0.5,512,0.025,sgd,45,0.075,0.3952,0.1237
442,256,30,4,0.5,1024,0.025,adam,45,0.005,0.3948,0.1671
191,128,30,32,0.5,1024,0.025,sgd,45,0.075,0.3942,0.1505
515,256,30,32,0.1,512,0.001,adam,45,0.075,0.3939,0.1984
602,256,60,4,0.1,1024,0.025,adam,45,0.005,0.3931,0.136
674,256,60,8,0.5,512,0.001,adam,45,0.005,0.393,0.1221
339,128,60,32,0.1,1024,0.001,adam,45,0.075,0.3924,0.1623
767,256,60,32,0.5,1024,0.025,sgd,45,0.075,0.3923,0.1145
606,256,60,4,0.1,1024,0.025,sgd,45,0.005,0.3921,0.1708
546,256,30,32,0.5,512,0.001,adam,45,0.005,0.3921,0.1653
747,256,60,32,0.5,512,0.025,adam,45,0.075,0.3921,0.1379
545,256,30,32,0.5,512,0.001,adam,30,0.075,0.392,0.1635
509,256,30,8,0.5,1024,0.025,sgd,30,0.075,0.3919,0.1902
70,128,30,8,0.1,512,0.001,sgd,45,0.005,0.3913,0.1113
627,256,60,4,0.5,1024,0.001,adam,45,0.075,0.391,0.1177
461,256,30,8,0.1,512,0.025,sgd,30,0.075,0.3906,0.1733
205,128,60,4,0.1,512,0.025,sgd,30,0.075,0.3902,0.0964
98,128,30,8,0.5,512,0.001,adam,45,0.005,0.3899,0.1745
99,128,30,8,0.5,512,0.001,adam,45,0.075,0.3895,0.1571
138,128,30,32,0.1,512,0.025,adam,45,0.005,0.3894,0.1965
750,256,60,32,0.5,512,0.025,sgd,45,0.005,0.3894,0.1458
682,256,60,8,0.5,512,0.025,adam,45,0.005,0.3891,0.1542
222,128,60,4,0.1,1024,0.025,sgd,45,0.005,0.3887,0.1823
498,256,30,8,0.5,1024,0.001,adam,45,0.005,0.3886,0.148
204,128,60,4,0.1,512,0.025,sgd,30,0.005,0.3884,0.1645
497,256,30,8,0.5,1024,0.001,adam,30,0.075,0.3882,0.1655
559,256,30,32,0.5,512,0.025,sgd,45,0.075,0.3881,0.1877
623,256,60,4,0.5,512,0.025,sgd,45,0.075,0.3877,0.0902
735,256,60,32,0.1,1024,0.025,sgd,45,0.075,0.3872,0.1443
306,128,60,8,0.5,1024,0.001,adam,45,0.005,0.3871,0.1388
567,256,30,32,0.5,1024,0.001,sgd,45,0.075,0.3869,0.0867
577,256,60,4,0.1,512,0.001,adam,30,0.075,0.3868,0.1148
31,128,30,4,0.1,1024,0.025,sgd,45,0.075,0.3865,0.1842
110,128,30,8,0.5,512,0.025,sgd,45,0.005,0.3864,0.1865
163,128,30,32,0.5,512,0.001,adam,45,0.075,0.3861,0.1545
42,128,30,4,0.5,512,0.025,adam,45,0.005,0.3861,0.1503
90,128,30,8,0.1,1024,0.025,adam,45,0.005,0.3854,0.1539
641,256,60,8,0.1,512,0.001,adam,30,0.075,0.3853,0.144
243,128,60,4,0.5,1024,0.001,adam,45,0.075,0.3853,0.1361
381,128,60,32,0.5,1024,0.025,sgd,30,0.075,0.3853,0.1258
189,128,30,32,0.5,1024,0.025,sgd,30,0.075,0.3852,0.1915
535,256,30,32,0.1,1024,0.001,sgd,45,0.075,0.3851,0.0946
511,256,30,8,0.5,1024,0.025,sgd,45,0.075,0.3841,0.1396
766,256,60,32,0.5,1024,0.025,sgd,45,0.005,0.3838,0.1651
418,256,30,4,0.5,512,0.001,adam,45,0.005,0.3838,0.1565
127,128,30,8,0.5,1024,0.025,sgd,45,0.075,0.3829,0.1322
519,256,30,32,0.1,512,0.001,sgd,45,0.075,0.3828,0.0951
643,256,60,8,0.1,512,0.001,adam,45,0.075,0.3824,0.1315
46,128,30,4,0.5,512,0.025,sgd,45,0.005,0.3822,0.1742
762,256,60,32,0.5,1024,0.025,adam,45,0.005,0.3821,0.1556
518,256,30,32,0.1,512,0.001,sgd,45,0.005,0.3821,0.1012
547,256,30,32,0.5,512,0.001,adam,45,0.075,0.382,0.1456
234,128,60,4,0.5,512,0.025,adam,45,0.005,0.3816,0.1474
654,256,60,8,0.1,512,0.025,sgd,45,0.005,0.3814,0.1417
355,128,60,32,0.5,512,0.001,adam,45,0.075,0.3814,0.1335
525,256,30,32,0.1,512,0.025,sgd,30,0.075,0.3811,0.1619
383,128,60,32,0.5,1024,0.025,sgd,45,0.075,0.3806,0.1705
226,128,60,4,0.5,512,0.001,adam,45,0.005,0.3806,0.1248
534,256,30,32,0.1,1024,0.001,sgd,45,0.005,0.3805,0.1016
667,256,60,8,0.1,1024,0.025,adam,45,0.075,0.3804,0.1117
346,128,60,32,0.1,1024,0.025,adam,45,0.005,0.3802,0.1787
574,256,30,32,0.5,1024,0.025,sgd,45,0.005,0.3801,0.169
733,256,60,32,0.1,1024,0.025,sgd,30,0.075,0.3801,0.1327
86,128,30,8,0.1,1024,0.001,sgd,45,0.005,0.3801,0.1218
94,128,30,8,0.1,1024,0.025,sgd,45,0.005,0.38,0.2018
650,256,60,8,0.1,512,0.025,adam,45,0.005,0.3799,0.1679
703,256,60,8,0.5,1024,0.025,sgd,45,0.075,0.3799,0.1503
477,256,30,8,0.1,1024,0.025,sgd,30,0.075,0.3797,0.2306
690,256,60,8,0.5,1024,0.001,adam,45,0.005,0.3797,0.1215
595,256,60,4,0.1,1024,0.001,adam,45,0.075,0.3796,0.1117
298,128,60,8,0.5,512,0.025,adam,45,0.005,0.3795,0.1478
190,128,30,32,0.5,1024,0.025,sgd,45,0.005,0.3792,0.1872
649,256,60,8,0.1,512,0.025,adam,30,0.075,0.3792,0.1166
120,128,30,8,0.5,1024,0.025,adam,30,0.005,0.3792,0.115
290,128,60,8,0.5,512,0.001,adam,45,0.005,0.3788,0.1283
113,128,30,8,0.5,1024,0.001,adam,30,0.075,0.3787,0.1716
15,128,30,4,0.1,512,0.025,sgd,45,0.075,0.3783,0.1602
611,256,60,4,0.5,512,0.001,adam,45,0.075,0.3781,0.1182
717,256,60,32,0.1,512,0.025,sgd,30,0.075,0.3776,0.123
87,128,30,8,0.1,1024,0.001,sgd,45,0.075,0.3776,0.1175
319,128,60,8,0.5,1024,0.025,sgd,45,0.075,0.377,0.0864
470,256,30,8,0.1,1024,0.001,sgd,45,0.005,0.3765,0.0889
300,128,60,8,0.5,512,0.025,sgd,30,0.005,0.3764,0.1681
398,256,30,4,0.1,512,0.025,sgd,45,0.005,0.3762,0.1746
359,128,60,32,0.5,512,0.001,sgd,45,0.075,0.3762,0.0826
289,128,60,8,0.5,512,0.001,adam,30,0.075,0.3761,0.1319
166,128,30,32,0.5,512,0.001,sgd,45,0.005,0.3759,0.1142
95,128,30,8,0.1,1024,0.025,sgd,45,0.075,0.3758,0.2227
26,128,30,4,0.1,1024,0.025,adam,45,0.005,0.3756,0.1764
3,128,30,4,0.1,512,0.001,adam,45,0.075,0.3756,0.1522
282,128,60,8,0.1,1024,0.025,adam,45,0.005,0.3754,0.131
619,256,60,4,0.5,512,0.025,adam,45,0.075,0.3754,0.1204
115,128,30,8,0.5,1024,0.001,adam,45,0.075,0.3752,0.164
259,128,60,8,0.1,512,0.001,adam,45,0.075,0.375,0.1469
698,256,60,8,0.5,1024,0.025,adam,45,0.005,0.3749,0.1372
179,128,30,32,0.5,1024,0.001,adam,45,0.075,0.3742,0.1382
288,128,60,8,0.5,512,0.001,adam,30,0.005,0.3742,0.1179
715,256,60,32,0.1,512,0.025,adam,45,0.075,0.3742,0.1148
377,128,60,32,0.5,1024,0.025,adam,30,0.075,0.3742,0.111
738,256,60,32,0.5,512,0.001,adam,45,0.005,0.3739,0.1637
240,128,60,4,0.5,1024,0.001,adam,30,0.005,0.3739,0.1147
449,256,30,8,0.1,512,0.001,adam,30,0.075,0.3737,0.1824
429,256,30,4,0.5,512,0.025,sgd,30,0.075,0.3736,0.1682
723,256,60,32,0.1,1024,0.001,adam,45,0.075,0.3735,0.1638
557,256,30,32,0.5,512,0.025,sgd,30,0.075,0.3733,0.1582
731,256,60,32,0.1,1024,0.025,adam,45,0.075,0.3733,0.1535
658,256,60,8,0.1,1024,0.001,adam,45,0.005,0.3732,0.185
159,128,30,32,0.1,1024,0.025,sgd,45,0.075,0.3732,0.182
255,128,60,4,0.5,1024,0.025,sgd,45,0.075,0.3732,0.1257
483,256,30,8,0.5,512,0.001,adam,45,0.075,0.3731,0.1617
651,256,60,8,0.1,512,0.025,adam,45,0.075,0.3726,0.1167
666,256,60,8,0.1,1024,0.025,adam,45,0.005,0.3724,0.1679
620,256,60,4,0.5,512,0.025,sgd,30,0.005,0.3717,0.1609
474,256,30,8,0.1,1024,0.025,adam,45,0.005,0.3716,0.2059
385,256,30,4,0.1,512,0.001,adam,30,0.075,0.3714,0.1676
542,256,30,32,0.1,1024,0.025,sgd,45,0.005,0.3713,0.1976
225,128,60,4,0.5,512,0.001,adam,30,0.075,0.3711,0.1318
637,256,60,4,0.5,1024,0.025,sgd,30,0.075,0.3711,0.126
468,256,30,8,0.1,1024,0.001,sgd,30,0.005,0.371,0.11
34,128,30,4,0.5,512,0.001,adam,45,0.005,0.3709,0.147
246,128,60,4,0.5,1024,0.001,sgd,45,0.005,0.3707,0.0813
478,256,30,8,0.1,1024,0.025,sgd,45,0.005,0.3704,0.1925
186,128,30,32,0.5,1024,0.025,adam,45,0.005,0.3703,0.155
522,256,30,32,0.1,512,0.025,adam,45,0.005,0.3699,0.1714
174,128,30,32,0.5,512,0.025,sgd,45,0.005,0.3699,0.1485
673,256,60,8,0.5,512,0.001,adam,30,0.075,0.3693,0.1223
242,128,60,4,0.5,1024,0.001,adam,45,0.005,0.3688,0.116
642,256,60,8,0.1,512,0.001,adam,45,0.005,0.3685,0.1864
351,128,60,32,0.1,1024,0.025,sgd,45,0.075,0.3684,0.1065
653,256,60,8,0.1,512,0.025,sgd,30,0.075,0.3682,0.1105
206,128,60,4,0.1,512,0.025,sgd,45,0.005,0.368,0.1846
379,128,60,32,0.5,1024,0.025,adam,45,0.075,0.368,0.0937
444,256,30,4,0.5,1024,0.025,sgd,30,0.005,0.3679,0.1739
302,128,60,8,0.5,512,0.025,sgd,45,0.005,0.3679,0.1545
78,128,30,8,0.1,512,0.025,sgd,45,0.005,0.3676,0.1997
626,256,60,4,0.5,1024,0.001,adam,45,0.005,0.3676,0.1317
487,256,30,8,0.5,512,0.001,sgd,45,0.075,0.3675,0.1044
273,128,60,8,0.1,1024,0.001,adam,30,0.075,0.3673,0.1548
570,256,30,32,0.5,1024,0.025,adam,45,0.005,0.3671,0.148
251,128,60,4,0.5,1024,0.025,adam,45,0.075,0.3666,0.1469
97,128,30,8,0.5,512,0.001,adam,30,0.075,0.3665,0.1596
253,128,60,4,0.5,1024,0.025,sgd,30,0.075,0.3665,0.1007
754,256,60,32,0.5,1024,0.001,adam,45,0.005,0.3664,0.1536
608,256,60,4,0.5,512,0.001,adam,30,0.005,0.3662,0.1271
384,256,30,4,0.1,512,0.001,adam,30,0.005,0.366,0.1894
62,128,30,4,0.5,1024,0.025,sgd,45,0.005,0.366,0.153
499,256,30,8,0.5,1024,0.001,adam,45,0.075,0.3659,0.1487
13,128,30,4,0.1,512,0.025,sgd,30,0.075,0.3658,0.1416
141,128,30,32,0.1,512,0.025,sgd,30,0.075,0.3652,0.1817
593,256,60,4,0.1,1024,0.001,adam,30,0.075,0.3652,0.1141
510,256,30,8,0.5,1024,0.025,sgd,45,0.005,0.3649,0.1796
432,256,30,4,0.5,1024,0.001,adam,30,0.005,0.3648,0.1495
269,128,60,8,0.1,512,0.025,sgd,30,0.075,0.3647,0.1638
221,128,60,4,0.1,1024,0.025,sgd,30,0.075,0.3646,0.1066
375,128,60,32,0.5,1024,0.001,sgd,45,0.075,0.3645,0.0757
701,256,60,8,0.5,1024,0.025,sgd,30,0.075,0.3641,0.1077
579,256,60,4,0.1,512,0.001,adam,45,0.075,0.3637,0.116
513,256,30,32,0.1,512,0.001,adam,30,0.075,0.3636,0.2004
361,128,60,32,0.5,512,0.025,adam,30,0.075,0.3631,0.1151
415,256,30,4,0.1,1024,0.025,sgd,45,0.075,0.363,0.1852
35,128,30,4,0.5,512,0.001,adam,45,0.075,0.363,0.1666
576,256,60,4,0.1,512,0.001,adam,30,0.005,0.363,0.1178
125,128,30,8,0.5,1024,0.025,sgd,30,0.075,0.3628,0.1953
382,128,60,32,0.5,1024,0.025,sgd,45,0.005,0.3623,0.1733
610,256,60,4,0.5,512,0.001,adam,45,0.005,0.3615,0.1279
366,128,60,32,0.5,512,0.025,sgd,45,0.005,0.3614,0.154
134,128,30,32,0.1,512,0.001,sgd,45,0.005,0.3608,0.1346
150,128,30,32,0.1,1024,0.001,sgd,45,0.005,0.3606,0.1468
638,256,60,4,0.5,1024,0.025,sgd,45,0.005,0.3602,0.1521
74,128,30,8,0.1,512,0.025,adam,45,0.005,0.3598,0.1343
119,128,30,8,0.5,1024,0.001,sgd,45,0.075,0.3598,0.1079
529,256,30,32,0.1,1024,0.001,adam,30,0.075,0.3596,0.2125
217,128,60,4,0.1,1024,0.025,adam,30,0.075,0.3594,0.1339
227,128,60,4,0.5,512,0.001,adam,45,0.075,0.3594,0.1125
165,128,30,32,0.5,512,0.001,sgd,30,0.075,0.3593,0.1346
330,128,60,32,0.1,512,0.025,adam,45,0.005,0.3592,0.165
462,256,30,8,0.1,512,0.025,sgd,45,0.005,0.3589,0.1585
343,128,60,32,0.1,1024,0.001,sgd,45,0.075,0.3584,0.0817
147,128,30,32,0.1,1024,0.001,adam,45,0.075,0.3583,0.2175
342,128,60,32,0.1,1024,0.001,sgd,45,0.005,0.3582,0.0919
451,256,30,8,0.1,512,0.001,adam,45,0.075,0.358,0.1774
329,128,60,32,0.1,512,0.025,adam,30,0.075,0.358,0.0999
299,128,60,8,0.5,512,0.025,adam,45,0.075,0.3579,0.1215
318,128,60,8,0.5,1024,0.025,sgd,45,0.005,0.3578,0.1412
589,256,60,4,0.1,512,0.025,sgd,30,0.075,0.3574,0.1122
541,256,30,32,0.1,1024,0.025,sgd,30,0.075,0.3572,0.1591
543,256,30,32,0.1,1024,0.025,sgd,45,0.075,0.3568,0.1634
277,128,60,8,0.1,1024,0.001,sgd,30,0.075,0.3567,0.087
323,128,60,32,0.1,512,0.001,adam,45,0.075,0.3566,0.1805
287,128,60,8,0.1,1024,0.025,sgd,45,0.075,0.3563,0.1239
550,256,30,32,0.5,512,0.001,sgd,45,0.005,0.3563,0.0889
201,128,60,4,0.1,512,0.025,adam,30,0.075,0.3557,0.1246
625,256,60,4,0.5,1024,0.001,adam,30,0.075,0.3555,0.1145
554,256,30,32,0.5,512,0.025,adam,45,0.005,0.3554,0.1464
48,128,30,4,0.5,1024,0.001,adam,30,0.005,0.3552,0.1665
414,256,30,4,0.1,1024,0.025,sgd,45,0.005,0.355,0.1641
562,256,30,32,0.5,1024,0.001,adam,45,0.005,0.3549,0.1616
285,128,60,8,0.1,1024,0.025,sgd,30,0.075,0.3543,0.1061
167,128,30,32,0.5,512,0.001,sgd,45,0.075,0.3542,0.1086
407,256,30,4,0.1,1024,0.001,sgd,45,0.075,0.3542,0.0886
257,128,60,8,0.1,512,0.001,adam,30,0.075,0.3539,0.1379
254,128,60,4,0.5,1024,0.025,sgd,45,0.005,0.3537,0.1432
1,128,30,4,0.1,512,0.001,adam,30,0.075,0.3535,0.1671
132,128,30,32,0.1,512,0.001,sgd,30,0.005,0.3533,0.1504
502,256,30,8,0.5,1024,0.001,sgd,45,0.005,0.3532,0.0838
116,128,30,8,0.5,1024,0.001,sgd,30,0.005,0.3531,0.1245
50,128,30,4,0.5,1024,0.001,adam,45,0.005,0.3528,0.1289
555,256,30,32,0.5,512,0.025,adam,45,0.075,0.3527,0.1805
569,256,30,32,0.5,1024,0.025,adam,30,0.075,0.3527,0.1738
316,128,60,8,0.5,1024,0.025,sgd,30,0.005,0.3526,0.186
447,256,30,4,0.5,1024,0.025,sgd,45,0.075,0.3524,0.1955
609,256,60,4,0.5,512,0.001,adam,30,0.075,0.3522,0.1062
314,128,60,8,0.5,1024,0.025,adam,45,0.005,0.352,0.1111
278,128,60,8,0.1,1024,0.001,sgd,45,0.005,0.3509,0.069
10,128,30,4,0.1,512,0.025,adam,45,0.005,0.3507,0.153
250,128,60,4,0.5,1024,0.025,adam,45,0.005,0.3507,0.1119
588,256,60,4,0.1,512,0.025,sgd,30,0.005,0.3506,0.1395
84,128,30,8,0.1,1024,0.001,sgd,30,0.005,0.3501,0.1464
244,128,60,4,0.5,1024,0.001,sgd,30,0.005,0.3501,0.0987
417,256,30,4,0.5,512,0.001,adam,30,0.075,0.35,0.1598
672,256,60,8,0.5,512,0.001,adam,30,0.005,0.3494,0.1127
426,256,30,4,0.5,512,0.025,adam,45,0.005,0.3492,0.1352
758,256,60,32,0.5,1024,0.001,sgd,45,0.005,0.3491,0.0669
30,128,30,4,0.1,1024,0.025,sgd,45,0.005,0.3488,0.1762
162,128,30,32,0.5,512,0.001,adam,45,0.005,0.3487,0.1803
45,128,30,4,0.5,512,0.025,sgd,30,0.075,0.3486,0.1418
416,256,30,4,0.5,512,0.001,adam,30,0.005,0.3484,0.1654
639,256,60,4,0.5,1024,0.025,sgd,45,0.075,0.3484,0.1177
333,128,60,32,0.1,512,0.025,sgd,30,0.075,0.3483,0.125
484,256,30,8,0.5,512,0.001,sgd,30,0.005,0.3483,0.0921
737,256,60,32,0.5,512,0.001,adam,30,0.075,0.348,0.1227
286,128,60,8,0.1,1024,0.025,sgd,45,0.005,0.3478,0.1567
133,128,30,32,0.1,512,0.001,sgd,30,0.075,0.3478,0.1294
472,256,30,8,0.1,1024,0.025,adam,30,0.005,0.3476,0.1606
423,256,30,4,0.5,512,0.001,sgd,45,0.075,0.3476,0.1255
601,256,60,4,0.1,1024,0.025,adam,30,0.075,0.3474,0.1296
143,128,30,32,0.1,512,0.025,sgd,45,0.075,0.3473,0.13
135,128,30,32,0.1,512,0.001,sgd,45,0.075,0.3471,0.1084
753,256,60,32,0.5,1024,0.001,adam,30,0.075,0.347,0.1224
266,128,60,8,0.1,512,0.025,adam,45,0.005,0.3468,0.1452
296,128,60,8,0.5,512,0.025,adam,30,0.005,0.3467,0.0872
549,256,30,32,0.5,512,0.001,sgd,30,0.075,0.3466,0.1029
618,256,60,4,0.5,512,0.025,adam,45,0.005,0.3465,0.1348
61,128,30,4,0.5,1024,0.025,sgd,30,0.075,0.346,0.1704
481,256,30,8,0.5,512,0.001,adam,30,0.075,0.346,0.139
402,256,30,4,0.1,1024,0.001,adam,45,0.005,0.3455,0.1725
151,128,30,32,0.1,1024,0.001,sgd,45,0.075,0.3455,0.1219
603,256,60,4,0.1,1024,0.025,adam,45,0.075,0.3454,0.1069
714,256,60,32,0.1,512,0.025,adam,45,0.005,0.3453,0.1818
178,128,30,32,0.5,1024,0.001,adam,45,0.005,0.3453,0.1555
194,128,60,4,0.1,512,0.001,adam,45,0.005,0.3451,0.1421
586,256,60,4,0.1,512,0.025,adam,45,0.005,0.3449,0.1387
68,128,30,8,0.1,512,0.001,sgd,30,0.005,0.3443,0.1162
531,256,30,32,0.1,1024,0.001,adam,45,0.075,0.3442,0.1785
142,128,30,32,0.1,512,0.025,sgd,45,0.005,0.3437,0.2075
180,128,30,32,0.5,1024,0.001,sgd,30,0.005,0.3437,0.1205
230,128,60,4,0.5,512,0.001,sgd,45,0.005,0.3437,0.0675
270,128,60,8,0.1,512,0.025,sgd,45,0.005,0.3436,0.1733
380,128,60,32,0.5,1024,0.025,sgd,30,0.005,0.3436,0.1535
564,256,30,32,0.5,1024,0.001,sgd,30,0.005,0.3435,0.1101
71,128,30,8,0.1,512,0.001,sgd,45,0.075,0.3434,0.1269
307,128,60,8,0.5,1024,0.001,adam,45,0.075,0.3433,0.1238
526,256,30,32,0.1,512,0.025,sgd,45,0.005,0.343,0.2011
260,128,60,8,0.1,512,0.001,sgd,30,0.005,0.343,0.0786
744,256,60,32,0.5,512,0.025,adam,30,0.005,0.3429,0.0946
247,128,60,4,0.5,1024,0.001,sgd,45,0.075,0.3429,0.077
93,128,30,8,0.1,1024,0.025,sgd,30,0.075,0.3425,0.1702
675,256,60,8,0.5,512,0.001,adam,45,0.075,0.342,0.11
161,128,30,32,0.5,512,0.001,adam,30,0.075,0.3413,0.1435
403,256,30,4,0.1,1024,0.001,adam,45,0.075,0.3408,0.1563
103,128,30,8,0.5,512,0.001,sgd,45,0.075,0.3406,0.1049
536,256,30,32,0.1,1024,0.025,adam,30,0.005,0.3403,0.146
760,256,60,32,0.5,1024,0.025,adam,30,0.005,0.3402,0.123
213,128,60,4,0.1,1024,0.001,sgd,30,0.075,0.3402,0.0743
433,256,30,4,0.5,1024,0.001,adam,30,0.075,0.34,0.1627
517,256,30,32,0.1,512,0.001,sgd,30,0.075,0.34,0.1153
202,128,60,4,0.1,512,0.025,adam,45,0.005,0.3399,0.1445
685,256,60,8,0.5,512,0.025,sgd,30,0.075,0.3399,0.1313
215,128,60,4,0.1,1024,0.001,sgd,45,0.075,0.3398,0.0722
283,128,60,8,0.1,1024,0.025,adam,45,0.075,0.3396,0.117
422,256,30,4,0.5,512,0.001,sgd,45,0.005,0.3396,0.0988
207,128,60,4,0.1,512,0.025,sgd,45,0.075,0.3396,0.0816
465,256,30,8,0.1,1024,0.001,adam,30,0.075,0.3392,0.166
371,128,60,32,0.5,1024,0.001,adam,45,0.075,0.3385,0.1257
665,256,60,8,0.1,1024,0.025,adam,30,0.075,0.3385,0.1001
28,128,30,4,0.1,1024,0.025,sgd,30,0.005,0.3384,0.212
326,128,60,32,0.1,512,0.001,sgd,45,0.005,0.3384,0.0825
765,256,60,32,0.5,1024,0.025,sgd,30,0.075,0.3381,0.1276
718,256,60,32,0.1,512,0.025,sgd,45,0.005,0.338,0.1641
476,256,30,8,0.1,1024,0.025,sgd,30,0.005,0.338,0.1575
490,256,30,8,0.5,512,0.025,adam,45,0.005,0.3379,0.1328
122,128,30,8,0.5,1024,0.025,adam,45,0.005,0.3376,0.1327
224,128,60,4,0.5,512,0.001,adam,30,0.005,0.3376,0.1175
49,128,30,4,0.5,1024,0.001,adam,30,0.075,0.3371,0.157
374,128,60,32,0.5,1024,0.001,sgd,45,0.005,0.3369,0.077
